States/ UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction - of Women & Girls,Kidnapping & Abduction - Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft - Total,Theft - Auto theft,Theft - Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Rajasthan,Nagaur,45,30,0,32,0,32,40,27,13,2,0,10,268,399,106,293,15,14,173,0,23,349,10,115,0,128,0,141,2682,4476
Rajasthan,Pali,38,54,4,27,0,27,80,65,15,1,0,29,233,318,95,223,78,36,184,0,36,42,9,184,1,190,0,208,3217,4969
Rajasthan,Rajsamand,21,3,0,12,0,12,58,53,5,0,1,8,87,166,64,102,122,6,103,2,17,1304,2,32,2,106,0,141,446,2639
Rajasthan,Sawai Madhopur,24,32,1,21,0,21,42,27,15,1,0,12,110,303,105,198,20,14,154,0,12,31,10,56,0,112,0,41,2102,3098
Rajasthan,Sikar,33,20,1,15,0,15,41,22,19,0,0,4,179,276,58,218,159,12,188,0,29,327,17,44,0,111,0,177,1919,3552
Rajasthan,Sirohi,27,29,0,11,0,11,35,32,3,0,2,10,113,140,41,99,19,25,56,1,25,565,6,37,0,97,0,107,750,2055
Rajasthan,Tonk,20,27,5,11,0,11,60,48,12,0,0,13,145,291,79,212,182,20,139,0,10,1274,5,45,1,179,1,136,1273,3837
Rajasthan,Udaipur,61,77,5,35,0,35,91,72,19,2,4,38,224,431,178,253,294,38,345,1,42,1706,5,65,2,136,0,277,2227,6106
Rajasthan,Total,1262,1977,61,1050,0,1050,2238,1750,488,36,41,655,6072,16456,5491,10965,4052,902,7225,58,784,26173,389,2715,33,5733,1,5074,62592,145579
Sikkim,East,7,4,1,5,0,5,0,0,0,0,0,3,33,41,3,38,5,7,10,2,1,31,0,11,0,1,0,9,109,280
Sikkim,North,1,0,0,2,0,2,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,14
Sikkim,South,3,1,1,1,0,1,0,0,0,1,0,0,8,19,0,19,1,0,1,0,1,12,0,6,0,0,0,6,30,91
Sikkim,West,3,2,1,2,0,2,0,0,0,1,0,0,4,3,0,3,4,0,1,1,0,13,0,8,0,0,0,3,12,58
Sikkim,Total,14,7,3,10,0,10,0,0,0,2,0,3,48,65,3,62,10,7,12,3,2,56,0,25,0,1,0,18,157,443
Tamilnadu,Chengai,84,75,0,17,0,17,39,33,6,4,20,25,477,1170,223,947,82,17,94,2,17,999,15,100,62,78,0,590,7112,11079
Tamilnadu,Chennai,71,279,4,38,1,37,34,0,34,6,0,74,649,3779,959,2820,43,19,627,8,1,749,18,90,212,159,0,547,1173,8580
Tamilnadu,Chennai Rly.,0,1,0,0,0,0,0,0,0,2,0,15,0,199,3,196,3,2,2,0,0,32,0,4,2,0,0,5,307,574
Tamilnadu,Coimbatore Rural,72,61,1,16,0,16,19,14,5,6,1,35,265,1146,392,754,321,38,71,3,20,1027,17,79,29,97,0,725,5208,9257
Tamilnadu,Coimbatore Urban,22,17,0,4,0,4,6,1,5,3,0,29,173,993,374,619,106,27,69,3,1,115,1,18,6,24,0,159,1411,3187
Tamilnadu,Cuddalore,62,87,2,19,0,19,21,10,11,5,0,19,121,494,155,339,113,2,14,1,59,581,10,73,18,35,0,363,3999,6098
Tamilnadu,Dharmapuri,90,58,2,23,0,23,41,34,7,7,0,19,152,332,131,201,374,17,38,1,54,1205,16,91,11,36,0,327,3205,6099
Tamilnadu,Dindigul,62,35,0,18,0,18,23,14,9,4,0,22,118,467,153,314,51,15,47,1,32,497,3,51,2,30,0,306,3236,5020
Tamilnadu,Erode,53,18,2,11,0,11,46,33,13,2,0,23,194,676,245,431,40,9,36,4,26,2210,2,60,10,50,0,458,2122,6052
Tamilnadu,Kanchipuram,48,62,0,31,0,31,16,16,0,3,0,3,131,471,92,379,75,0,31,0,4,447,11,57,60,23,0,547,3067,5087
Tamilnadu,Kanyakumari,38,36,3,11,0,11,9,9,0,4,0,7,188,232,33,199,6,9,46,4,42,479,4,22,33,50,0,156,2123,3502
Tamilnadu,Karur,26,14,0,3,0,3,13,10,3,3,0,3,62,296,94,202,15,3,11,0,10,800,2,5,4,24,0,201,919,2414
Tamilnadu,Madurai Rural,48,73,1,22,0,22,31,24,7,6,16,50,115,383,51,332,173,7,61,1,21,1868,13,58,8,63,0,300,792,4110
Tamilnadu,Madurai Urban,27,39,1,7,0,7,24,16,8,5,0,12,83,468,82,386,64,5,115,2,6,224,10,29,49,35,0,84,1964,3253
Tamilnadu,Nagapattinam,41,57,0,5,0,5,24,19,5,2,0,5,82,259,48,211,40,1,16,0,27,1300,8,50,4,25,0,112,1578,3636
Tamilnadu,Namakkal,31,24,0,7,0,7,22,22,0,1,0,8,56,257,117,140,67,2,18,0,14,1146,6,54,20,41,0,264,1520,3558
Tamilnadu,Nilgiris,18,17,0,9,0,9,3,2,1,0,0,3,93,144,26,118,26,3,10,1,0,280,0,39,4,0,0,28,921,1599
Tamilnadu,Perambalur,31,56,1,13,0,13,36,26,10,0,0,1,58,204,97,107,57,6,15,2,17,740,3,65,10,42,0,117,964,2438
Tamilnadu,Pudukottai,32,21,0,8,0,8,21,14,7,1,0,7,67,185,56,129,162,13,15,3,23,282,2,52,5,28,0,146,2189,3262
Tamilnadu,Ramnathapuram,26,23,0,10,0,10,15,10,5,0,0,5,59,217,34,183,158,8,20,0,25,511,3,49,6,45,0,108,1671,2959
Tamilnadu,Salem Rural,78,123,2,35,0,35,69,62,7,9,4,14,138,357,109,248,306,4,52,2,36,2813,10,167,9,151,0,334,1597,6310
Tamilnadu,Salem Urban,15,18,0,11,0,11,9,8,1,3,2,2,51,337,144,193,14,1,25,1,2,149,3,11,13,13,0,110,1280,2070
Tamilnadu,Sivagangai,24,33,1,4,0,4,25,19,6,0,0,3,67,231,38,193,41,8,31,1,14,337,4,17,7,34,0,148,1691,2721
Tamilnadu,Thanjavur,60,78,0,14,0,14,53,22,31,2,0,8,151,452,101,351,99,3,18,1,21,688,1,100,14,33,0,272,1917,3985
Tamilnadu,Theni,35,47,0,6,0,6,7,5,2,2,0,14,69,246,45,201,104,6,51,0,19,586,4,53,7,25,0,146,1627,3054
Tamilnadu,Thirunelveli Rural,54,76,0,43,0,43,30,27,3,0,0,10,150,439,42,397,2,8,34,3,65,1445,11,122,28,41,0,224,3582,6367
Tamilnadu,Thirunelveli Urban,12,38,0,4,0,4,10,10,0,1,0,9,39,124,14,110,40,6,14,0,4,68,0,11,18,21,0,68,578,1065
Tamilnadu,Thiruvallur,25,47,0,14,0,14,23,23,0,3,0,8,71,279,15,264,140,15,20,1,24,1232,8,70,13,28,0,213,950,3184
Tamilnadu,Thiruvannamalai,38,17,1,25,0,25,26,20,6,0,0,10,138,358,57,301,146,9,28,1,33,1185,6,37,8,22,0,210,1651,3949
Tamilnadu,Thiruvarur,14,38,2,9,0,9,11,8,3,0,0,5,75,242,49,193,70,0,12,0,30,891,2,71,9,19,0,88,1188,2776
Tamilnadu,Thoothugudi,76,104,1,21,0,21,35,22,13,3,0,20,154,550,49,501,205,12,64,3,40,626,5,76,51,54,0,197,3056,5353
Tamilnadu,Trichy Rly.,0,0,1,0,0,0,0,0,0,0,0,0,3,47,1,46,4,0,2,0,0,16,0,0,1,0,0,4,99,177
Tamilnadu,Trichy Rural,44,39,0,7,0,7,9,9,0,3,0,9,59,229,78,151,84,1,19,3,14,826,7,16,4,44,1,270,1349,3037
Tamilnadu,Trichy Urban,17,11,0,6,0,6,14,7,7,1,0,5,62,449,99,350,10,1,51,2,3,86,0,5,41,44,0,131,1531,2470
Tamilnadu,Vellore,87,30,0,20,0,20,42,23,19,0,0,5,179,591,128,463,84,9,43,5,24,2431,6,43,32,17,0,383,3323,7354
Tamilnadu,Villupuram,77,54,3,39,0,39,52,40,12,2,0,14,159,412,162,250,318,17,23,2,38,726,6,100,29,62,0,552,4050,6735
Tamilnadu,Virudhunagar,53,37,0,27,0,27,21,20,1,2,0,13,141,498,85,413,63,4,61,2,25,631,3,77,42,62,0,219,2834,4815
Tamilnadu,Total,1591,1843,28,557,1,556,879,632,247,95,43,514,4849,18213,4581,13632,3706,307,1904,63,791,30228,220,2022,881,1555,1,9112,77784,157186
Tripura,Dhalai,40,22,0,5,0,5,36,2,34,4,0,14,16,13,0,13,35,0,4,1,12,50,2,8,0,10,0,24,234,530
Tripura,North,40,15,0,36,0,36,35,4,31,8,0,27,27,54,2,52,30,1,5,0,10,99,3,38,0,75,0,30,186,719
Tripura,South,38,20,0,37,0,37,18,7,11,6,0,12,43,53,2,51,81,2,10,2,26,143,3,54,0,73,0,26,250,897
Tripura,West,136,30,0,36,0,36,57,16,41,18,0,16,81,156,6,150,128,0,6,0,35,242,12,27,0,89,0,29,270,1368
Tripura,Total,254,87,0,114,0,114,146,29,117,36,0,69,167,276,10,266,274,3,25,3,83,534,20,127,0,247,0,109,940,3514
Uttar Pradesh,Agra,126,116,34,27,0,27,99,73,26,22,1,60,203,724,417,307,140,83,122,21,12,360,55,59,55,183,0,40,896,3438
Uttar Pradesh,Aligarh,156,167,42,24,0,24,92,60,32,11,6,83,93,454,174,280,105,51,77,2,71,236,33,27,14,108,0,113,360,2325
Uttar Pradesh,Allahabad,119,97,39,21,0,21,57,19,38,13,0,44,160,359,168,191,84,56,104,4,14,256,40,12,27,77,0,220,709,2512
Uttar Pradesh,Ambedkar Nagar,12,22,14,7,0,7,15,15,0,0,1,10,24,59,12,47,8,16,13,0,3,30,10,6,7,16,0,22,111,406
Uttar Pradesh,Auraiya,32,16,17,4,0,4,24,10,14,4,0,4,20,43,10,33,7,4,50,0,1,93,16,11,24,13,0,88,274,745
Uttar Pradesh,Azamgarh,89,62,21,6,0,6,26,23,3,3,1,76,76,116,34,82,54,24,67,5,0,242,16,18,39,45,0,38,380,1404
Uttar Pradesh,Badaun,182,137,34,31,0,31,73,40,33,9,3,47,76,175,22,153,28,28,28,1,20,205,28,29,89,15,0,6,590,1834
Uttar Pradesh,Baghpat,81,33,4,12,0,12,17,14,3,4,5,31,15,85,23,62,13,7,20,0,3,21,10,9,45,23,0,30,222,690
Uttar Pradesh,Bahraich,41,21,24,5,0,5,12,8,4,3,11,12,38,47,11,36,12,16,23,2,7,118,7,8,271,17,0,24,425,1144
Uttar Pradesh,Ballia,32,36,32,2,0,2,5,3,2,2,3,7,38,81,24,57,40,7,10,2,4,65,8,8,25,8,0,43,194,652
Uttar Pradesh,Balrampur,15,4,7,3,0,3,7,4,3,0,1,2,18,24,3,21,6,7,11,1,0,19,3,1,45,6,0,10,65,255
Uttar Pradesh,Banda,49,23,12,10,0,10,10,6,4,0,0,9,24,49,6,43,21,17,52,1,4,64,13,15,17,10,0,0,346,746
Uttar Pradesh,Barabanki,55,33,15,12,0,12,26,19,7,5,6,32,67,114,15,99,15,39,23,0,2,119,16,11,50,27,0,77,289,1033
Uttar Pradesh,Bareilly,194,122,40,32,0,32,70,47,23,16,0,44,107,333,121,212,48,40,91,4,2,310,37,27,78,84,0,6,860,2545
Uttar Pradesh,Basti,38,40,17,5,0,5,11,11,0,7,6,14,35,76,24,52,34,10,31,2,4,102,14,9,161,15,0,2,600,1233
Uttar Pradesh,Bijnor,81,35,17,20,0,20,33,23,10,4,2,28,50,150,45,105,29,14,47,1,4,60,24,23,254,50,0,92,851,1869
Uttar Pradesh,Bulandshahar,144,98,29,13,0,13,36,30,6,7,6,37,51,324,117,207,33,26,52,3,1,134,25,26,98,105,0,117,505,1870
Uttar Pradesh,Chandoli,30,16,5,3,0,3,5,2,3,0,0,7,17,52,22,30,3,11,18,0,2,56,11,5,14,3,0,3,129,390
Uttar Pradesh,Chitrakoot Dham,30,7,7,10,0,10,13,0,13,0,1,3,14,15,4,11,6,4,1,0,2,55,6,7,0,7,0,33,78,299
Uttar Pradesh,Deoria,34,43,26,3,0,3,14,12,2,3,0,14,42,67,14,53,63,13,19,2,5,106,21,7,9,14,0,75,264,844
Uttar Pradesh,Etah,137,141,26,18,0,18,55,23,32,7,0,42,52,131,43,88,33,25,36,1,0,220,38,19,15,37,0,3,519,1555
Uttar Pradesh,Etawah,44,44,9,2,0,2,30,9,21,4,0,17,43,92,38,54,15,14,46,1,6,54,16,12,6,18,0,123,212,808
Uttar Pradesh,Faizabad,31,26,15,10,0,10,11,11,0,3,0,6,35,59,12,47,10,41,0,4,5,151,4,6,42,2,0,68,175,704
Uttar Pradesh,Fatehgarh,72,42,18,7,0,7,17,9,8,2,3,11,35,66,23,43,4,13,22,2,0,44,18,9,68,19,0,54,325,851
Uttar Pradesh,Fatehpur,73,31,35,3,0,3,20,14,6,1,0,14,33,62,19,43,13,18,26,0,0,109,24,4,19,15,0,134,279,913
Uttar Pradesh,Firozabad,95,89,25,12,0,12,63,32,31,4,2,48,36,186,83,103,44,29,37,2,8,253,30,33,89,51,0,4,575,1715
Uttar Pradesh,G.r.p.,19,12,4,3,0,3,3,1,2,13,3,48,1,2487,79,2408,8,21,40,5,0,5,0,6,24,0,0,1,575,3278
Uttar Pradesh,Gautambudh Nagar,66,44,9,10,0,10,27,19,8,8,1,22,38,425,239,186,28,17,47,2,1,11,14,13,19,23,0,163,97,1085
Uttar Pradesh,Ghaziabad,176,110,40,15,0,15,73,49,24,3,2,52,122,931,511,420,27,64,108,27,3,66,17,18,65,97,0,25,586,2627
Uttar Pradesh,Ghazipur,48,37,18,2,0,2,8,8,0,0,0,12,52,62,9,53,23,0,16,5,4,95,11,3,24,24,0,22,193,659
Uttar Pradesh,Gonda,21,22,21,5,0,5,10,8,2,4,0,11,49,54,16,38,27,7,15,1,0,50,16,3,215,4,0,21,356,912
Uttar Pradesh,Gorakhpur,82,64,39,13,0,13,37,32,5,1,1,42,136,215,95,120,78,45,71,13,0,169,18,22,25,36,0,158,425,1690
Uttar Pradesh,Hamirpur,36,13,26,10,0,10,7,4,3,1,0,3,11,41,10,31,7,7,9,0,0,30,12,15,5,2,0,0,130,365
Uttar Pradesh,Hardoi,101,72,27,24,0,24,38,31,7,2,1,34,40,129,19,110,21,29,49,0,15,269,18,30,83,37,0,100,327,1446
Uttar Pradesh,Hathras,52,76,9,21,0,21,38,23,15,16,6,55,39,141,41,100,75,29,55,1,0,89,10,19,21,74,0,0,561,1387
Uttar Pradesh,J.p.nagar,62,28,11,6,0,6,20,14,6,3,8,22,44,86,20,66,22,9,30,1,0,44,13,4,121,24,0,11,497,1066
Uttar Pradesh,Jalaun,68,23,13,6,0,6,23,8,15,3,1,11,9,75,21,54,10,11,21,0,0,4,22,11,13,15,0,86,309,734
Uttar Pradesh,Jaunpur,33,32,31,4,0,4,16,13,3,3,0,21,57,100,38,62,19,17,47,7,5,65,22,6,45,29,0,90,459,1108
Uttar Pradesh,Jhansi,54,23,14,4,0,4,20,8,12,1,5,21,61,123,54,69,35,12,25,0,0,84,8,4,209,5,0,0,808,1516
Uttar Pradesh,Kannauj,64,38,16,4,0,4,29,22,7,2,0,11,33,48,6,42,12,16,19,2,0,2,16,14,28,29,0,0,487,870
Uttar Pradesh,Kanpur Dehat,37,22,27,6,0,6,26,20,6,5,4,16,21,107,9,98,20,14,9,1,5,135,22,15,118,19,0,118,471,1218
Uttar Pradesh,Kanpur Nagar,187,107,38,24,0,24,84,57,27,7,6,67,167,830,588,242,61,71,117,9,7,328,43,40,147,94,0,260,537,3231
Uttar Pradesh,Kaushambi,56,19,11,17,0,17,8,4,4,0,0,11,30,45,9,36,11,6,15,0,4,87,16,7,9,5,0,70,76,503
Uttar Pradesh,Khiri,99,89,31,28,0,28,48,40,8,4,39,32,55,173,38,135,36,20,50,2,1,257,35,30,213,60,0,5,801,2108
Uttar Pradesh,Kushi Nagar,37,17,18,5,0,5,18,9,9,3,3,6,32,70,19,51,38,15,33,1,6,106,12,11,97,14,0,77,112,731
Uttar Pradesh,Lalitpur,12,5,8,5,0,5,5,4,1,0,0,2,10,23,9,14,11,2,8,0,0,61,5,4,60,3,0,25,95,344
Uttar Pradesh,Lucknow,176,100,34,38,0,38,118,98,20,10,3,114,420,1753,768,985,108,168,300,13,8,78,29,63,302,216,0,298,2457,6806
Uttar Pradesh,Maharajganj,28,16,24,4,0,4,13,10,3,2,1,11,27,30,11,19,30,19,19,8,4,52,4,7,56,2,0,1,321,679
Uttar Pradesh,Mahoba,32,19,10,2,0,2,7,5,2,0,0,10,15,38,8,30,10,6,14,0,3,25,9,13,7,3,0,16,147,386
Uttar Pradesh,Mainpuri,108,85,31,7,0,7,30,19,11,9,1,31,26,96,28,68,28,21,29,4,1,162,31,10,6,13,0,90,254,1073
Uttar Pradesh,Mathura,94,103,19,16,0,16,36,26,10,4,0,46,61,293,188,105,56,36,50,1,6,66,18,21,36,65,0,185,308,1520
Uttar Pradesh,Mau,38,55,13,5,0,5,11,10,1,2,2,29,69,65,17,48,31,30,16,3,4,54,9,10,69,10,0,48,172,745
Uttar Pradesh,Meerut,193,139,21,40,0,40,85,55,30,9,13,87,158,665,316,349,91,63,89,11,5,32,31,31,165,199,0,214,364,2705
Uttar Pradesh,Mirzapur,31,27,11,6,0,6,11,6,5,4,0,13,45,68,20,48,8,9,16,0,0,44,12,6,4,8,0,23,198,544
Uttar Pradesh,Moradabad,156,86,34,43,0,43,63,43,20,12,16,51,92,313,128,185,39,48,83,4,2,40,24,25,158,112,0,72,564,2037
Uttar Pradesh,Muzaffarnagar,186,107,46,32,0,32,74,36,38,9,0,98,59,346,173,173,66,36,28,3,0,12,29,23,205,73,0,77,976,2485
Uttar Pradesh,Pilibhit,63,62,14,21,0,21,36,20,16,6,2,18,28,132,28,104,22,6,34,0,0,8,13,9,137,0,0,39,531,1181
Uttar Pradesh,Pratapgarh,44,39,19,9,0,9,22,19,3,1,0,13,45,79,23,56,34,32,56,0,0,193,24,7,12,38,0,3,331,1001
Uttar Pradesh,Raibareilly,69,48,28,20,0,20,27,25,2,4,2,19,64,153,19,134,25,14,16,0,14,237,16,36,102,38,0,112,401,1445
Uttar Pradesh,Rampur,63,49,17,13,0,13,24,21,3,8,4,15,40,126,28,98,20,21,38,1,1,46,12,12,7,5,0,59,568,1149
Uttar Pradesh,Saharanpur,82,99,36,17,0,17,63,50,13,2,1,37,50,230,114,116,58,41,129,2,0,39,10,17,70,77,0,0,563,1623
Uttar Pradesh,Sant Kabirnagar,19,12,4,0,0,0,5,4,1,0,0,6,12,23,2,21,19,12,12,2,2,72,10,5,43,10,0,31,79,378
Uttar Pradesh,Shahjahanpur,162,118,36,17,0,17,65,60,5,4,0,39,50,162,49,113,12,17,19,10,0,126,28,17,63,11,0,67,423,1446
Uttar Pradesh,Shrawasti,15,6,12,3,0,3,4,4,0,0,1,3,16,18,0,18,3,6,6,0,0,52,4,2,18,5,0,0,63,237
Uttar Pradesh,Sidharthnagar,10,14,9,2,0,2,7,7,0,2,0,3,17,29,9,20,10,6,12,0,0,50,8,4,7,11,0,17,416,634
Uttar Pradesh,Sitapur,129,64,46,47,0,47,58,40,18,1,0,32,69,287,48,239,42,27,23,0,10,258,50,53,36,37,0,108,528,1905
Uttar Pradesh,Sonbhadra,19,14,13,5,0,5,6,4,2,4,2,3,19,39,11,28,7,4,8,1,3,46,11,7,15,6,0,66,36,334
Uttar Pradesh,St.ravidasnagar,18,9,6,2,0,2,2,1,1,1,0,7,31,42,13,29,6,4,7,3,0,47,5,2,3,9,0,15,66,285
Uttar Pradesh,Sultanpur,62,56,21,18,0,18,22,19,3,2,0,33,76,151,23,128,15,36,36,1,1,196,19,10,81,38,0,54,321,1249
Uttar Pradesh,Unnao,111,64,19,23,0,23,22,19,3,4,8,41,39,124,34,90,33,16,24,0,0,255,42,28,195,45,0,149,645,1887
Uttar Pradesh,Varanasi,74,48,27,7,0,7,18,7,11,4,2,28,79,381,233,148,41,43,37,21,2,131,21,4,71,33,0,27,582,1681
Uttar Pradesh,Total,5284,3793,1525,911,0,911,2208,1499,709,317,196,1988,4016,15751,5605,10146,2251,1746,2911,226,297,7760,1322,1098,4970,2626,0,4428,29449,95073
Uttaranchal,Almora,15,5,2,1,0,1,1,1,0,1,0,9,23,47,5,42,6,6,15,0,1,53,9,6,4,5,0,15,30,254
Uttaranchal,Bageshwar,11,4,0,4,0,4,0,0,0,0,0,8,0,17,1,16,1,2,0,0,1,0,2,3,0,0,0,3,46,102
Uttaranchal,Chamoli,9,9,0,4,0,4,3,3,0,0,0,1,36,14,2,12,33,1,1,1,2,33,3,8,2,1,0,14,26,201
Uttaranchal,Champawat,7,6,2,1,0,1,3,3,0,2,0,2,9,14,0,14,3,1,3,1,0,13,2,5,0,4,0,6,39,123
Uttaranchal,Dehradun,31,43,5,16,0,16,30,28,2,3,2,29,114,311,119,192,58,42,151,1,4,73,11,13,31,85,0,112,508,1673
Uttaranchal,Haridwar,75,45,9,31,0,31,48,25,23,4,0,37,82,388,147,241,85,30,93,2,8,206,7,21,36,79,0,97,393,1776
Uttaranchal,Nainital,31,30,1,9,0,9,16,14,2,2,1,18,80,190,42,148,34,20,18,1,2,35,12,15,3,30,0,64,263,875
Uttaranchal,Pauri Garhwal,15,15,0,7,0,7,14,14,0,1,0,13,55,61,15,46,26,9,6,0,3,80,13,9,0,17,0,33,74,451
Uttaranchal,Pithoragarh,5,9,3,3,0,3,2,0,2,1,0,5,25,26,5,21,14,6,6,0,2,10,6,7,0,1,0,0,174,305
Uttaranchal,Rudra Prayag,8,4,0,2,0,2,3,2,1,0,0,2,16,9,0,9,18,1,8,0,1,9,7,2,0,4,0,8,41,143
Uttaranchal,Tehri Garhwal,9,23,1,6,0,6,4,4,0,0,0,0,32,31,4,27,30,5,10,0,2,50,6,10,0,10,0,4,84,317
Uttaranchal,Udhamsingh Nagar,46,41,6,14,0,14,40,34,6,12,0,33,60,232,59,173,58,15,58,2,0,118,15,29,20,75,0,6,546,1426
Uttaranchal,Uttarkashi,6,2,2,9,0,9,7,6,1,0,0,3,25,28,1,27,26,0,10,0,7,7,0,8,2,6,0,0,129,277
Uttaranchal,Total,268,236,31,107,0,107,171,134,37,26,3,160,557,1368,400,968,392,138,379,8,33,687,93,136,98,317,0,362,2353,7923
West Bengal,24 Parganas North,193,30,50,92,0,92,119,103,16,29,0,73,29,1988,615,1373,243,17,99,14,0,0,24,105,3,672,0,0,3571,7351
West Bengal,24 Parganas South,125,5,60,89,0,89,81,69,12,8,0,30,7,1034,253,781,250,1,65,1,7,0,47,105,1,822,0,0,3818,6556
West Bengal,Asansol,28,5,5,8,0,8,11,11,0,2,73,9,8,75,15,60,37,1,20,1,0,100,4,19,1,128,0,64,728,1327
West Bengal,Bankura,41,13,11,43,0,43,11,11,0,11,15,9,11,240,0,240,51,2,19,3,5,260,20,31,0,106,0,108,331,1341
West Bengal,Birbhum,51,13,25,48,0,48,35,30,5,4,31,16,10,230,60,170,174,8,12,3,17,59,13,51,0,164,0,180,701,1845
West Bengal,Burdwan,98,9,25,61,0,61,33,33,0,8,97,25,17,370,41,329,169,3,48,2,10,99,26,51,0,301,1,176,1580,3209
West Bengal,Coochbehar,24,8,17,53,0,53,40,34,6,3,4,5,9,135,22,113,35,3,13,2,0,103,11,60,0,176,0,68,422,1191
West Bengal,Dakshin Dinajpur,22,12,12,31,0,31,32,32,0,3,35,5,3,84,16,68,18,0,4,1,2,51,8,40,1,104,0,71,331,870
West Bengal,Darjeeling,54,0,16,24,0,24,26,26,0,2,59,13,6,465,148,317,15,0,16,4,4,165,3,20,0,58,0,80,690,1720
West Bengal,Hooghly,88,3,31,39,0,39,34,31,3,18,79,29,25,594,84,510,318,15,43,0,6,212,14,25,0,383,0,197,878,3031
West Bengal,Howrah,25,6,15,9,0,9,11,8,3,3,32,10,2,107,46,61,47,10,29,2,0,99,12,7,0,59,0,0,628,1113
West Bengal,Howrah City,18,5,12,6,0,6,12,7,5,5,89,21,2,275,87,188,29,18,63,2,1,101,5,11,1,65,0,0,676,1417
West Bengal,Howrah G.r.p.,11,3,0,0,0,0,3,2,1,2,41,8,0,292,0,292,13,1,3,2,0,17,0,5,0,1,0,0,65,467
West Bengal,Jalpaiguri,108,32,56,60,0,60,29,23,6,7,22,22,7,474,86,388,59,20,6,1,2,197,4,75,1,164,0,276,679,2301
West Bengal,Kharagpur G.r.p.,2,1,0,0,0,0,0,0,0,6,2,6,0,108,0,108,3,0,2,0,0,6,0,0,0,0,0,3,26,165
West Bengal,Kolkata,52,123,13,36,0,36,108,85,23,33,60,173,144,3684,929,2755,200,222,990,95,0,1225,16,185,57,222,0,447,2629,10714
West Bengal,Malda,48,49,20,57,0,57,24,20,4,5,16,18,10,247,42,205,46,7,12,10,0,72,4,67,1,99,0,151,784,1747
West Bengal,Murshidabad,116,16,42,106,0,106,91,84,7,7,60,20,5,391,56,335,180,7,13,8,0,418,17,131,0,408,0,228,1203,3467
West Bengal,Nadia,93,0,7,108,0,108,59,59,0,16,41,14,16,658,0,658,193,0,0,0,12,635,23,96,2,299,0,93,1155,3520
West Bengal,Paschim Midnapur,77,58,27,50,0,50,45,45,0,30,51,36,21,358,33,325,245,27,35,2,11,68,18,31,2,338,0,0,1426,2956
West Bengal,Purab Midnapur,43,0,12,33,0,33,52,49,3,2,34,15,5,143,1,142,188,0,0,0,4,1,37,11,0,233,0,0,1153,1966
West Bengal,Purulia,46,0,10,25,0,25,16,14,2,6,19,21,1,147,8,139,36,11,27,0,0,0,8,34,0,82,0,0,600,1089
West Bengal,Sealdah G.r.p.,22,3,3,0,0,0,3,0,3,1,13,11,0,207,0,207,2,0,6,0,0,14,1,2,0,0,0,1,48,337
West Bengal,Siliguri G.r.p.,6,0,0,0,0,0,2,2,0,1,0,3,0,89,0,89,7,0,1,0,0,0,0,1,0,0,0,0,37,147
West Bengal,Uttar Dinajpur,34,6,15,24,0,24,25,23,2,5,10,6,4,218,39,179,38,5,8,0,6,270,14,23,1,64,0,157,394,1327
West Bengal,Total,1425,400,484,1002,0,1002,902,801,101,217,883,598,342,12613,2581,10032,2596,378,1534,153,87,4172,329,1186,71,4948,1,2300,24553,61174
A&n Islands,Andaman,16,4,1,2,0,2,2,2,0,1,0,7,56,58,3,55,19,1,13,0,7,107,0,9,2,7,0,0,299,611
A&n Islands,Nicobar,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,1,3,0,0,0,0,0,0,19,33
A&n Islands,Total,21,4,1,2,0,2,2,2,0,2,0,7,56,60,3,57,19,3,13,0,8,110,0,9,2,7,0,0,318,644
Chandigarh,Chandigarh,21,15,2,18,0,18,32,28,4,3,1,12,204,1238,552,686,46,32,209,2,4,71,1,11,4,93,0,8,779,2806
Chandigarh,Total,21,15,2,18,0,18,32,28,4,3,1,12,204,1238,552,686,46,32,209,2,4,71,1,11,4,93,0,8,779,2806
D&n Haveli,D&n Haveli,11,5,0,1,0,1,7,4,3,4,0,6,41,61,15,46,17,8,13,2,4,22,0,4,0,2,0,1,129,338
D&n Haveli,Total,11,5,0,1,0,1,7,4,3,4,0,6,41,61,15,46,17,8,13,2,4,22,0,4,0,2,0,1,129,338
Daman & Diu,Daman,6,3,0,4,0,4,1,1,0,4,0,1,37,44,23,21,29,7,8,3,1,14,0,3,0,0,0,6,69,240
Daman & Diu,Diu,0,0,0,1,0,1,0,0,0,0,0,0,4,2,2,0,2,1,0,3,0,0,1,0,0,0,0,0,15,29
Daman & Diu,Total,6,3,0,5,0,5,1,1,0,4,0,1,41,46,25,21,31,8,8,6,1,14,1,3,0,0,0,6,84,269
