SL. No.,State/UT,District,Murder,Attempt to Commit Murder,C.H. Not Amounting to Murder,Rape,Kidnapping & Abduction Total,Kidnapping & Abduction Of Women & Girls,Kidnapping & Abduction Of Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Other IPC Crimes,Total Cognizable Crimes Under IPC
25,Uttar Pradesh,Ghazipur,60,54,23,6,31,0,31,35,2,35,228,499,117,6,7,0,822,1925
26,Uttar Pradesh,Gonda,128,113,8,21,59,42,17,21,3,89,343,627,107,58,79,0,1547,3203
27,Uttar Pradesh,Gorakhpur,141,148,31,27,64,62,2,52,12,134,442,982,303,89,58,0,2242,4725
28,Uttar Pradesh,Hamirpur,149,70,21,15,16,7,9,6,3,61,131,260,76,18,20,1,954,1792
29,Uttar Pradesh,Hardoi,244,250,24,61,71,71,0,16,17,162,297,665,107,73,25,0,2346,4358
30,Uttar Pradesh,Haridwar,74,112,6,17,62,62,0,10,5,57,131,516,68,30,38,4,721,1851
31,Uttar Pradesh,Jalaun,124,93,29,12,52,8,44,17,10,100,230,330,137,34,37,0,1043,2248
32,Uttar Pradesh,Jaunpur,74,80,24,13,25,0,25,26,35,42,176,303,118,5,2,2,1250,2175
33,Uttar Pradesh,Jhansi,116,86,65,28,34,0,34,21,2,57,282,455,123,39,46,0,1373,2727
34,Uttar Pradesh,Kanpur Dehat,191,126,23,28,60,29,31,41,8,146,244,479,200,33,31,0,1407,3017
35,Uttar Pradesh,Kanpur Nagar,286,263,27,38,207,58,149,51,67,225,707,2119,461,333,286,77,2965,8112
36,Uttar Pradesh,kheri,199,150,23,35,59,37,22,41,16,127,197,569,99,49,32,0,1153,2749
37,Uttar Pradesh,Lalitpur,20,34,37,26,20,20,0,5,1,7,63,147,58,16,19,0,862,1315
38,Uttar Pradesh,Lucknow,202,237,21,69,150,23,127,40,9,175,905,3230,312,261,336,30,3719,9696
39,Uttar Pradesh,Maharajganj,37,32,9,5,18,18,0,24,4,28,71,156,87,10,16,2,452,951
40,Uttar Pradesh,Mainpuri,171,131,9,27,44,18,26,33,4,167,167,419,131,39,48,1,1202,2593
41,Uttar Pradesh,Mathura,152,154,18,22,48,48,0,37,0,87,191,499,167,84,62,8,2014,3543
42,Uttar Pradesh,Mau,33,26,12,7,9,9,0,5,8,15,76,124,42,17,14,1,484,873
43,Uttar Pradesh,Meerut,488,504,51,70,222,80,1,1,0,3,18,54,14,3,1,0,223,327
44,Uttar Pradesh,Mirzapur,78,73,15,13,19,17,2,25,20,39,158,281,81,29,29,1,700,1561
45,Uttar Pradesh,Moradabad,377,370,40,48,178,178,0,75,22,212,425,1438,272,76,120,0,2620,6273
46,Uttar Pradesh,Muzaffaranagar,346,242,63,34,145,27,1,1,0,3,18,54,14,3,1,0,223,327
47,Uttar Pradesh,Nainital,150,131,14,29,51,51,0,46,1,68,245,617,140,63,50,8,1226,2839
48,Uttar Pradesh,Pauri Garhwal,10,5,2,1,13,13,0,1,0,14,52,99,11,8,14,0,122,352
49,Uttar Pradesh,Pilibhit,152,107,16,24,53,25,28,13,0,100,153,390,66,25,26,0,907,2032
50,Uttar Pradesh,Pithoragarh,6,10,3,6,5,0,5,0,1,7,64,70,29,6,7,0,181,395
51,Uttar Pradesh,Pratapgarh,82,170,39,11,44,44,0,13,11,97,213,361,207,49,17,2,1214,2530
52,Uttar Pradesh,Raibareilly,119,65,14,41,31,31,0,12,2,66,304,472,97,40,31,0,1228,2522
53,Uttar Pradesh,Rampur,166,143,12,24,49,49,0,31,6,89,211,499,60,22,35,3,844,2194
54,Uttar Pradesh,Saharanpur,176,257,87,20,121,52,69,23,6,167,304,1001,339,73,62,1,2101,4738
55,Uttar Pradesh,Shahjahanpur,298,286,46,59,85,75,10,39,0,228,215,767,136,35,48,0,1318,3560
56,Uttar Pradesh,Sidharth nagar,35,15,9,7,16,13,3,14,0,21,128,146,56,14,18,0,487,966
57,Uttar Pradesh,Sitapur,258,166,19,44,69,69,0,25,7,162,354,867,111,45,44,0,1559,3730
58,Uttar Pradesh,Sonbhadra,35,22,12,13,5,5,0,7,8,16,72,183,33,13,13,0,393,825
59,Uttar Pradesh,Sultanpur,104,115,19,20,48,48,0,51,12,221,263,448,134,36,43,0,1169,2683
60,Uttar Pradesh,Tehri Garhwal,21,27,2,2,12,12,0,4,0,17,74,68,17,5,3,3,152,407
61,Uttar Pradesh,Unnao,229,170,55,43,56,40,16,21,8,131,314,547,162,58,51,0,1561,3406
62,Uttar Pradesh,Uttarkashi,9,2,0,4,3,3,0,0,0,7,44,77,22,12,11,0,177,368
63,Uttar Pradesh,Varanasi,205,240,31,21,75,28,47,39,14,135,675,1414,314,136,135,2,2504,5940
64,Uttar Pradesh,G.R.P,64,39,3,13,13,13,0,45,8,196,22,6110,86,135,68,6,1205,8013
65,Uttar Pradesh,Total,10559,9804,1728,1757,4352,2550,1802,2210,496,7591,18400,49956,10604,3799,3894,246,90943,216339
1,West Bengal,24 Parganas North,176,33,101,61,98,62,36,59,16,85,147,3907,710,11,66,1,3319,8790
2,West Bengal,24 Parganas South,178,27,65,60,143,80,63,47,22,58,152,3131,1119,47,4,8,2661,7722
3,West Bengal,Bankura,49,2,15,25,15,9,6,30,4,25,32,440,167,1,1,1,592,1399
4,West Bengal,Birbhum,59,13,30,18,11,10,1,15,8,36,27,668,404,12,14,0,873,2188
5,West Bengal,Burdwan,153,30,70,50,76,34,42,40,23,65,81,1846,547,47,54,0,2784,5866
6,West Bengal,Calcutta,83,144,23,38,132,91,41,39,15,160,345,6536,624,346,638,31,4956,14110
7,West Bengal,Coochbehar,43,12,18,36,48,25,23,19,0,18,36,287,86,1,1,0,951,1556
8,West Bengal,Dakshin Dinajpur,57,3,22,18,22,21,1,12,0,1,25,555,181,2,1,0,1186,2085
9,West Bengal,Darjeeling,99,16,34,14,32,16,16,16,3,42,27,612,136,14,17,2,751,1815
10,West Bengal,Hooghly,68,22,30,35,92,46,46,31,11,33,45,1345,454,42,45,0,1160,3413
11,West Bengal,Howrah,44,36,29,17,48,18,30,18,15,30,64,1390,314,61,53,1,837,2957
12,West Bengal,Jalpaiguri,148,14,51,35,32,14,18,37,2,40,40,909,140,25,4,0,950,2427
13,West Bengal,Malda,73,8,23,29,50,22,28,40,1,25,15,397,184,6,25,4,841,1721
14,West Bengal,Midnapur,119,22,54,48,107,58,49,35,9,32,90,1272,894,20,22,3,2541,5268
15,West Bengal,Murshidabad,174,69,136,29,96,43,53,51,5,63,34,1190,504,19,22,2,1268,3662
16,West Bengal,Nadia,129,113,58,81,72,66,6,29,6,31,43,1361,480,4,6,4,1990,4407
17,West Bengal,Purulia,81,31,9,11,20,11,9,18,8,28,29,693,183,4,17,0,726,1858
18,West Bengal,Uttar Dinajpur,37,11,11,10,10,6,4,19,3,6,11,374,129,1,4,0,301,927
19,West Bengal,Total,1770,606,779,615,1104,632,472,555,151,778,1243,26913,7256,663,994,57,28687,72171
1,A & N Island,A & N Island,6,4,0,4,3,3,0,0,0,1,96,110,11,7,2,7,374,625
1,Chandigarh,Chandigarh,14,23,5,15,20,17,3,0,0,3,107,523,15,14,82,2,554,1377
1,D & N Haveli,D & N Haveli,5,1,1,1,2,1,1,1,0,3,18,54,14,3,1,0,223,327
1,Daman & Diu,Daman,6,0,0,1,5,2,3,3,0,3,18,26,19,9,3,3,74,170
2,Daman & Diu,Diu,1,0,0,0,0,0,0,0,0,0,5,8,3,1,1,2,14,35
3,Daman & Diu,Total,7,0,0,1,5,2,3,3,0,3,23,34,22,10,4,5,88,205
1,Delhi,Central,35,46,36,14,64,54,10,1,0,29,76,1059,21,51,110,34,1115,2691
2,Delhi,East,60,60,26,18,111,91,20,7,5,28,121,1000,13,60,45,3,1194,2751
3,Delhi,I.G.I.Airport,2,2,0,1,3,0,3,0,0,4,2,84,0,5,581,0,50,734
4,Delhi,New Delhi,16,11,6,6,25,17,8,4,0,15,58,1565,21,42,183,12,1101,3065
5,Delhi,North,36,32,35,31,95,66,29,6,4,29,97,1489,32,129,130,6,1366,3517
6,Delhi,North East,73,93,59,28,133,96,37,4,13,27,100,676,56,37,61,1,1314,2675
7,Delhi,North West,107,84,76,47,125,93,32,7,1,40,151,1020,41,78,56,0,2021,3854
8,Delhi,South,53,76,59,62,142,101,41,3,7,50,374,2780,52,103,131,9,2694,6595
9,Delhi,South West,57,44,39,27,76,52,24,0,0,34,283,1420,58,64,73,5,1726,3906
10,Delhi,West,75,83,53,40,170,113,57,3,5,36,296,2045,30,63,77,4,2475,5455
11,Delhi,G.R.P.,7,4,0,2,4,4,0,0,0,2,1,734,1,37,12,22,233,1059
12,Delhi,Total,521,535,389,276,948,687,261,35,55,294,1559,13872,325,669,1459,96,15289,36302
1,Lakshadweep,U. T. of Lakshadweep,0,0,0,0,0,0,0,0,0,0,9,18,2,1,0,0,16,46
1,Pondicherry,Pondicherry,29,31,1,4,10,10,0,0,0,11,210,1695,96,17,25,39,2052,4223
Total (All-India),Total (All-India),Total (All-India),40105,31202,4621,11708,20518,13996,6522,11308,1297,26444,127281,350582,104749,17925,29397,5133,907071,1689341
