States/ UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction - of Women & Girls,Kidnapping & Abduction - Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft - Total,Theft - Auto theft,Theft - Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Maharashtra,Beed,69,51,0,25,0,25,23,10,13,18,3,64,198,431,65,366,313,31,43,0,38,884,2,51,7,158,0,202,677,3288
Maharashtra,Bhandara,36,13,2,32,0,32,16,15,1,1,1,14,228,340,37,303,66,14,25,0,43,403,3,57,37,70,0,113,744,2258
Maharashtra,Buldhana,50,35,2,30,0,30,18,14,4,22,0,42,259,728,44,684,169,21,43,4,87,749,17,107,21,162,0,175,924,3665
Maharashtra,Chandrapur,52,19,6,29,0,29,24,21,3,5,3,28,249,471,54,417,128,31,50,5,42,538,3,89,9,116,0,187,886,2970
Maharashtra,Dhule,46,25,1,16,0,16,8,8,0,4,2,14,96,355,73,282,82,21,40,0,23,392,7,20,6,124,0,194,673,2149
Maharashtra,Gadchiroli,51,33,4,22,0,22,9,8,1,12,0,11,113,113,7,106,33,17,17,0,42,285,0,59,15,65,0,62,440,1403
Maharashtra,Gondia,44,16,0,25,0,25,21,20,1,5,0,14,217,318,42,276,23,15,24,10,8,370,4,74,15,70,0,91,595,1959
Maharashtra,Hingoli,32,15,1,17,0,17,7,7,0,7,0,34,103,163,16,147,74,18,21,1,18,485,6,36,4,98,0,58,431,1629
Maharashtra,Jalgaon,81,39,2,22,0,22,21,19,2,20,4,29,316,626,100,526,184,46,55,8,13,790,10,78,29,219,0,289,1421,4302
Maharashtra,Jalna,48,28,1,14,0,14,11,8,3,10,0,38,187,272,37,235,128,16,47,0,28,587,5,25,8,199,0,116,558,2326
Maharashtra,Kolhapur,65,42,3,17,0,17,15,7,8,16,1,17,220,472,162,310,138,46,70,3,18,549,20,46,8,70,0,284,870,2990
Maharashtra,Latur,39,27,2,4,0,4,19,19,0,8,1,45,102,264,55,209,166,32,41,2,30,869,5,53,5,125,0,147,846,2832
Maharashtra,Mumbai,252,134,7,128,0,128,119,61,58,33,57,291,2597,10166,3101,7065,143,342,1155,76,5,3542,18,254,40,214,0,753,5950,26276
Maharashtra,Mumbai Rly.,3,3,0,2,0,2,7,3,4,1,4,22,4,1694,2,1692,8,12,35,3,0,34,0,4,2,0,0,2,102,1942
Maharashtra,Nagpur Commr.,98,54,0,49,0,49,50,41,9,12,62,146,1307,2511,845,1666,254,50,235,14,23,916,4,63,38,210,0,218,2408,8722
Maharashtra,Nagpur Rly.,7,2,1,0,0,0,0,0,0,8,0,16,2,797,9,788,8,5,2,7,1,25,0,2,1,0,0,2,166,1052
Maharashtra,Nagpur Rural,95,35,1,66,0,66,25,19,6,10,1,61,401,998,76,922,132,24,38,1,90,915,7,114,61,98,0,306,1574,5053
Maharashtra,Nanded,83,85,0,29,0,29,40,34,6,20,10,100,373,542,84,458,191,21,110,1,72,1559,24,83,6,241,0,137,2072,5799
Maharashtra,Nandurbar,26,9,0,28,0,28,5,5,0,5,0,14,103,146,23,123,82,15,27,1,9,237,2,41,5,75,0,71,277,1178
Maharashtra,Nasik Commr.,25,9,2,12,0,12,17,8,9,5,5,32,369,612,211,401,131,23,98,0,4,272,3,20,11,136,0,143,592,2521
Maharashtra,Nasik Rural,90,44,1,38,0,38,14,10,4,21,4,37,301,481,97,384,365,40,53,0,45,1024,8,101,57,375,0,432,1252,4783
Maharashtra,Navi Mumbai,48,21,1,24,0,24,18,9,9,14,15,50,333,890,320,570,66,68,197,5,3,322,6,28,7,34,0,269,652,3071
Maharashtra,Osmanabad,46,17,3,28,0,28,15,8,7,10,1,26,143,277,17,260,173,22,30,0,32,828,0,53,10,115,0,166,661,2656
Maharashtra,Parbhani,55,31,0,19,0,19,11,7,4,7,2,68,141,229,45,184,143,9,38,0,24,955,5,55,4,137,0,91,342,2366
Maharashtra,Pune Commr.,95,42,0,51,0,51,36,22,14,8,6,80,836,2447,1197,1250,702,72,346,0,13,1058,5,59,97,131,0,332,2088,8504
Maharashtra,Pune Rly.,1,3,0,2,1,1,1,1,0,0,0,7,0,321,0,321,1,3,5,0,0,2,0,0,0,0,0,0,63,409
Maharashtra,Pune Rural,141,37,7,42,0,42,16,9,7,16,9,61,296,706,251,455,185,33,41,2,23,592,4,60,14,175,0,757,1301,4518
Maharashtra,Raigad,43,21,0,29,0,29,12,10,2,24,3,38,169,278,49,229,144,19,54,1,17,277,13,40,11,54,0,283,619,2149
Maharashtra,Ratnagiri,26,6,0,13,0,13,5,5,0,1,1,12,144,175,23,152,49,11,22,1,19,211,0,41,16,23,0,103,343,1222
Maharashtra,Sangli,97,29,0,33,0,33,22,14,8,13,3,22,225,446,104,342,107,25,90,0,29,411,4,38,8,63,0,289,734,2688
Maharashtra,Satara,83,17,4,31,0,31,14,9,5,11,3,26,218,442,111,331,97,41,72,1,20,490,13,51,2,156,0,360,1189,3341
Maharashtra,Sindhudurg,18,7,0,11,0,11,4,2,2,6,0,8,97,96,16,80,43,8,9,1,16,152,1,14,1,11,0,73,205,781
Maharashtra,Solapur Commr.,27,39,2,30,0,30,13,8,5,31,3,18,203,313,85,228,109,7,42,1,10,180,4,10,5,62,0,68,420,1597
Maharashtra,Solapur Rural,79,40,2,33,0,33,28,23,5,9,3,23,122,309,64,245,184,31,30,1,43,558,1,34,0,74,0,363,868,2835
Maharashtra,Thane Commr.,128,68,0,42,0,42,75,41,34,36,35,124,924,1615,636,979,229,70,446,6,32,1010,3,91,40,175,0,247,1023,6419
Maharashtra,Thane Rural,122,41,21,51,0,51,35,0,35,42,10,81,485,588,195,393,174,35,79,0,37,727,16,100,26,81,0,564,695,4010
Maharashtra,Wardha,49,31,5,37,0,37,21,19,2,2,2,42,257,601,51,550,122,16,43,5,31,744,2,110,30,79,0,127,1137,3493
Maharashtra,Washim,34,13,0,29,0,29,9,8,1,5,1,27,122,354,22,332,71,4,15,2,22,416,9,45,9,99,0,73,516,1875
Maharashtra,Yavatmal,76,67,2,65,0,65,36,31,5,5,0,37,299,780,67,713,110,23,51,0,41,980,17,104,17,142,0,185,1272,4309
Maharashtra,Total,2768,1435,93,1352,1,1351,953,650,303,548,271,2136,14471,37606,9122,28484,6360,1468,4145,176,1269,29250,303,2686,769,5353,0,9407,42643,165462
Manipur,Bishnupur,24,23,0,2,0,2,20,7,13,1,0,0,5,9,0,9,5,4,8,1,2,66,0,9,0,1,0,1,112,293
Manipur,Chandel,9,4,0,0,0,0,9,0,9,0,0,5,2,6,0,6,0,3,2,1,1,19,0,0,0,0,0,4,33,98
Manipur,Churachandpur,30,11,0,0,0,0,19,1,18,0,0,0,4,4,0,4,2,0,0,1,2,6,0,1,0,0,0,0,28,108
Manipur,Imphal (East),24,27,3,4,0,4,25,20,5,2,0,0,7,39,22,17,8,2,11,4,6,50,0,9,0,0,0,0,170,391
Manipur,Imphal (West),32,51,0,3,0,3,44,36,8,0,0,0,20,162,92,70,26,13,29,5,28,128,0,31,0,5,0,0,433,1010
Manipur,Senapati,13,11,0,0,0,0,1,0,1,0,0,0,2,6,0,6,2,2,2,0,0,0,0,0,0,0,0,0,91,130
Manipur,Tamenglong,3,3,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,2,2,0,0,0,0,0,0,8,28
Manipur,Thoubal,27,29,0,4,0,4,34,18,16,0,8,0,3,18,1,17,21,3,20,0,6,102,0,8,0,4,0,20,181,488
Manipur,Ukhrul,3,1,0,1,0,1,1,0,1,0,0,1,1,5,0,5,0,1,0,0,1,5,0,0,0,0,0,0,18,38
Manipur,Total,165,160,3,14,0,14,157,82,75,3,8,6,44,255,115,140,64,28,72,12,48,378,0,58,0,10,0,25,1074,2584
Meghalaya,Garo Hills East,10,13,0,1,0,1,5,0,5,5,1,5,10,25,0,25,2,1,2,2,0,8,0,2,0,0,0,0,18,110
Meghalaya,Garo Hills South,10,3,0,1,0,1,2,1,1,2,0,1,5,11,0,11,0,0,3,0,0,4,0,0,0,0,0,0,15,57
Meghalaya,Garo Hills West,17,6,0,5,0,5,12,0,12,2,0,2,23,45,0,45,4,1,4,0,1,21,0,8,0,0,0,0,45,196
Meghalaya,Jaintia Hills,39,4,0,2,0,2,3,1,2,6,0,10,7,43,2,41,0,0,0,2,2,19,0,5,0,0,0,12,73,227
Meghalaya,Khasi Hills East,48,22,3,19,0,19,22,4,18,24,1,66,98,221,40,181,3,6,21,3,17,18,0,5,0,0,0,0,174,771
Meghalaya,Khasi Hills West,16,8,0,7,0,7,4,0,4,10,0,11,8,11,0,11,0,1,0,0,0,6,0,3,0,0,0,0,34,119
Meghalaya,Ri-Bhoi,27,2,0,3,0,3,4,4,0,15,0,14,3,36,9,27,0,0,3,1,3,13,0,0,0,0,0,0,60,184
Meghalaya,Total,167,58,3,38,0,38,52,10,42,64,2,109,154,392,51,341,9,9,33,8,23,89,0,23,0,0,0,12,419,1664
Mizoram,Aizawl,5,18,0,36,0,36,4,0,4,0,0,2,228,542,17,525,0,19,58,9,10,33,0,28,0,2,0,0,415,1409
Mizoram,Champhai,6,1,0,9,0,9,0,0,0,0,0,1,47,45,2,43,0,0,5,2,3,17,0,10,0,0,0,0,66,212
Mizoram,Kolasib,4,1,1,5,0,5,1,0,1,2,0,3,28,87,3,84,1,4,6,1,5,12,0,6,0,1,0,10,62,240
Mizoram,Lawngtlai,3,0,0,2,0,2,0,0,0,0,0,0,14,22,0,22,0,0,0,0,0,7,0,4,0,0,0,0,110,162
Mizoram,Lunglei,2,2,0,11,0,11,0,0,0,0,0,0,71,173,4,169,0,3,10,3,5,13,0,11,0,0,0,0,32,336
Mizoram,Mamit,1,0,0,4,0,4,0,0,0,1,0,0,16,18,0,18,0,0,3,1,1,6,0,0,0,0,0,3,8,62
Mizoram,Saiha,2,4,3,7,0,7,1,1,0,1,0,1,19,88,3,85,0,0,2,0,2,19,0,14,0,0,0,0,163,326
Mizoram,Serchhip,6,0,1,2,0,2,1,1,0,1,0,0,23,24,1,23,0,0,1,0,1,5,0,0,0,0,0,0,8,73
Mizoram,Total,29,26,5,76,0,76,7,2,5,5,0,7,446,999,30,969,1,26,85,16,27,112,0,73,0,3,0,13,864,2820
Nagaland,Dimapur,32,7,1,3,0,3,19,2,17,9,0,91,58,128,52,76,1,6,3,1,2,27,0,1,0,0,0,12,66,467
Nagaland,Kiphire,1,0,0,1,0,1,1,1,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,11
Nagaland,Kohima,25,2,0,9,0,9,0,0,0,4,0,0,19,44,24,20,0,0,12,0,0,1,0,0,0,0,0,0,110,226
Nagaland,Mokokchung,11,1,1,0,0,0,1,0,1,1,0,5,8,7,2,5,0,0,0,0,3,2,0,0,0,0,0,5,19,64
Nagaland,Mon,1,1,0,0,0,0,1,1,0,2,0,3,12,17,2,15,0,0,3,0,0,7,0,0,0,0,0,4,13,64
Nagaland,Peren,4,9,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,1,0,1,1,0,0,0,0,0,0,8,31
Nagaland,Phek,5,4,3,1,0,1,4,0,4,2,0,6,2,8,0,8,0,1,0,0,0,5,0,0,0,0,0,0,11,52
Nagaland,Tuensang,6,5,0,1,0,1,1,0,1,0,0,4,6,2,0,2,3,2,0,2,0,0,0,0,0,0,0,0,13,45
Nagaland,Wokha,6,3,0,1,0,1,0,0,0,3,0,0,11,36,0,36,1,1,0,0,0,10,0,0,0,0,0,3,24,99
Nagaland,Zunheboto,9,2,0,1,0,1,0,0,0,0,0,0,8,7,1,6,0,0,2,0,0,0,0,0,0,0,0,0,26,55
Nagaland,Total,100,34,5,17,0,17,27,4,23,21,0,110,128,257,81,176,5,10,21,3,6,53,0,1,0,0,0,24,292,1114
Orissa,Angul,40,43,2,25,0,25,15,15,0,7,0,27,69,127,10,117,105,3,19,0,16,43,8,53,4,49,0,133,826,1614
Orissa,Balasore,23,6,0,47,0,47,35,31,4,12,4,33,148,178,32,146,73,10,27,2,27,170,28,81,26,86,0,0,1474,2490
Orissa,Baragarh,22,36,2,12,0,12,4,4,0,16,0,19,61,119,17,102,91,8,15,0,17,76,3,50,4,29,0,107,568,1259
Orissa,Berhampur,30,56,2,10,0,10,7,6,1,7,0,48,70,126,43,83,42,6,21,0,3,236,7,41,1,22,0,52,341,1128
Orissa,Bhadrak,26,36,5,27,0,27,18,18,0,4,0,16,60,56,10,46,76,2,15,0,10,14,12,35,9,12,0,62,916,1411
Orissa,Bolangir,33,52,14,15,0,15,16,12,4,1,0,23,58,98,5,93,60,15,83,1,13,316,4,74,15,17,0,0,531,1439
Orissa,Boudh,12,15,0,2,0,2,3,2,1,0,0,4,17,28,0,28,18,3,1,0,16,47,1,21,3,5,0,10,197,403
Orissa,Cuttack,47,140,0,32,0,32,38,31,7,23,5,135,287,719,242,477,78,19,77,0,26,73,3,69,10,131,0,545,1823,4280
Orissa,Deogarh,12,9,0,7,0,7,5,5,0,6,0,2,17,21,3,18,15,3,4,0,6,126,5,44,1,10,0,28,112,433
Orissa,Dhenkanal,28,35,1,12,0,12,21,17,4,3,0,26,56,96,9,87,100,8,12,0,18,108,5,69,6,30,0,78,593,1305
Orissa,Gajapati,6,10,0,8,0,8,4,3,1,1,0,3,17,36,1,35,31,4,8,0,3,36,0,18,1,7,0,37,195,425
Orissa,Ganjam,76,117,5,34,0,34,14,8,6,11,0,41,120,157,10,147,106,17,35,0,45,161,21,124,9,54,0,140,892,2179
Orissa,Jagatsinghpur,16,24,4,17,0,17,17,13,4,7,0,39,78,143,6,137,4,12,17,0,6,131,8,19,1,29,0,181,508,1261
Orissa,Jajpur,22,21,0,18,0,18,23,22,1,2,0,23,97,144,19,125,20,6,15,0,12,267,18,18,3,66,0,98,814,1687
Orissa,Jharsuguda,17,17,1,11,0,11,4,3,1,1,1,11,32,64,19,45,14,3,15,0,3,47,0,27,0,13,0,127,302,710
Orissa,Kalahandi,22,32,0,18,0,18,9,9,0,12,0,29,59,64,7,57,75,3,36,1,3,94,2,25,10,19,0,53,343,909
Orissa,Kandhamal,19,13,2,32,0,32,32,29,3,2,0,13,58,86,2,84,17,10,6,0,5,374,2,72,9,48,0,24,124,948
Orissa,Kendrapara,19,52,0,9,0,9,17,14,3,9,0,7,42,70,8,62,31,1,10,0,8,32,24,13,1,18,0,5,561,929
Orissa,Keonjhar,74,38,4,42,0,42,23,23,0,7,0,38,106,150,10,140,96,5,22,0,29,118,4,157,19,25,0,197,893,2047
Orissa,Khurda,63,92,0,52,0,52,53,44,9,21,9,145,489,907,367,540,104,29,157,2,25,1257,19,36,15,187,0,171,1403,5236
Orissa,Koraput,47,34,1,30,0,30,9,8,1,11,0,12,123,147,26,121,76,5,17,1,7,35,3,53,4,41,0,52,744,1452
Orissa,Malkangir,36,23,3,15,0,15,6,6,0,20,0,3,22,48,8,40,16,8,1,1,2,44,3,17,1,8,0,9,173,459
Orissa,Mayurbhanj,83,40,2,68,0,68,29,24,5,7,0,34,113,158,15,143,42,10,29,0,17,20,26,125,0,106,0,109,1007,2025
Orissa,Nayagarh,28,61,0,9,0,9,14,11,3,2,3,19,51,72,3,69,36,2,9,0,12,47,8,2,1,11,0,31,447,865
Orissa,Nowrangpur,25,16,3,17,0,17,18,16,2,10,0,16,70,82,10,72,39,4,15,1,11,53,0,34,3,11,0,0,336,764
Orissa,Nuapada,15,9,0,5,0,5,9,5,4,2,0,7,17,45,1,44,27,7,2,0,3,27,2,26,5,17,0,20,246,491
Orissa,Puri,47,139,2,41,0,41,31,28,3,9,4,53,140,195,36,159,31,5,26,0,21,75,23,15,2,16,0,88,1598,2561
Orissa,Rayagada,18,33,0,15,0,15,12,0,12,8,0,1,44,65,6,59,64,6,16,0,3,27,0,56,2,24,0,55,510,959
Orissa,Rourkela,28,24,3,18,0,18,10,8,2,3,2,17,79,218,36,182,9,8,24,2,9,47,0,44,3,18,0,32,628,1226
Orissa,Sambalpur,41,57,0,15,0,15,5,3,2,13,0,44,147,214,32,182,43,11,22,0,8,32,5,84,7,6,0,101,1049,1904
Orissa,Sonepur,7,31,0,6,0,6,2,2,0,2,0,4,32,33,0,33,29,4,11,0,5,22,0,38,4,20,0,0,238,488
Orissa,SRP (Cuttack),0,2,0,1,0,1,4,1,3,0,0,5,12,277,19,258,1,0,4,1,1,43,0,4,0,2,0,0,82,439
Orissa,SRP (Rourkela),6,2,0,0,0,0,1,0,1,1,0,4,13,158,2,156,0,0,0,0,0,13,0,6,0,3,0,3,71,281
Orissa,Sundargarh,87,57,2,21,0,21,15,11,4,6,2,44,80,167,14,153,29,9,22,0,15,736,4,55,9,27,0,124,210,1721
Orissa,Total,1075,1372,58,691,0,691,523,432,91,246,30,945,2884,5268,1028,4240,1598,246,793,12,405,4947,248,1605,188,1167,0,2672,20755,47728
Punjab,Amritsar,51,24,4,5,0,5,32,23,9,4,7,5,94,132,71,61,0,24,153,4,3,170,9,14,0,74,0,75,436,1320
Punjab,Barnala,10,22,0,11,0,11,6,5,1,0,0,3,28,46,7,39,0,14,70,0,0,72,3,8,0,25,0,52,175,545
Punjab,Batala,30,34,4,14,0,14,14,8,6,0,0,2,18,49,18,31,0,13,72,0,0,147,7,5,0,32,0,39,160,640
Punjab,Bhatinda,34,30,2,14,0,14,32,25,7,1,8,3,126,99,33,66,0,29,135,3,3,193,5,25,5,36,0,0,414,1197
Punjab,Faridkot,12,12,1,6,0,6,11,8,3,2,1,3,43,42,18,24,0,2,72,0,0,145,5,6,0,23,0,0,118,504
Punjab,Fatehgarh Sahib,14,13,1,0,0,0,11,6,5,0,1,3,47,38,14,24,0,8,33,0,0,99,5,5,1,4,0,105,177,565
Punjab,Ferozepur,39,63,4,27,0,27,24,16,8,1,1,1,99,168,58,110,0,16,138,2,6,542,9,15,0,41,0,82,254,1532
Punjab,G.r.p,5,8,0,0,0,0,1,0,1,0,0,0,0,27,4,23,0,1,7,0,0,11,2,2,0,0,0,0,326,390
Punjab,Gurdaspur,26,24,4,17,0,17,14,8,6,2,5,5,43,62,23,39,0,13,57,1,0,93,4,10,0,28,0,172,239,819
Punjab,Hoshiarpur,31,38,2,19,0,19,16,10,6,19,2,20,80,111,34,77,0,21,153,1,10,276,12,12,1,55,0,163,297,1339
Punjab,Jagraon,15,30,3,13,0,13,22,13,9,2,0,6,27,76,17,59,0,6,67,2,0,123,3,4,1,26,0,71,163,660
Punjab,Jalandhar,59,64,6,20,0,20,50,38,12,1,8,11,224,330,189,141,0,10,249,4,12,378,14,12,0,82,0,162,729,2425
Punjab,Kapurthala,32,18,4,17,0,17,16,8,8,5,0,2,36,81,26,55,0,5,196,0,1,147,7,14,0,47,0,69,215,912
Punjab,Khanna,21,13,2,7,0,7,10,4,6,0,4,1,49,56,23,33,0,6,58,0,0,105,5,7,0,16,0,99,140,599
Punjab,Ludhiana,68,77,14,40,0,40,125,88,37,3,17,12,346,717,369,348,0,57,405,5,18,328,16,88,127,145,0,190,2850,5648
Punjab,Majitha,28,34,9,9,0,9,14,9,5,0,0,2,28,48,9,39,0,3,55,1,4,188,5,6,0,25,0,84,200,743
Punjab,Mansa,25,23,1,10,0,10,5,4,1,1,2,2,40,40,14,26,0,16,39,0,3,155,3,7,0,11,0,0,150,533
Punjab,Moga,27,35,4,4,0,4,14,7,7,0,7,5,39,70,31,39,1,29,93,4,2,159,7,7,0,14,0,67,116,704
Punjab,Muktsar,18,28,1,8,0,8,8,1,7,1,0,3,49,38,11,27,1,16,46,2,0,121,8,3,0,13,0,36,66,466
Punjab,Nawan Shahr,22,9,1,8,0,8,16,11,5,1,2,3,43,69,24,45,0,3,93,1,0,167,7,5,0,31,0,73,111,665
Punjab,Patiala,46,48,4,18,0,18,41,29,12,0,7,7,234,316,146,170,0,32,243,5,0,384,14,45,0,119,0,390,1243,3196
Punjab,Ropar,27,13,3,6,0,6,29,6,23,0,3,1,85,135,67,68,0,16,112,1,2,117,6,17,6,25,0,199,567,1370
Punjab,Sangrur,42,37,0,14,0,14,23,17,6,6,8,7,116,169,48,121,0,25,133,2,4,221,6,19,4,52,0,113,401,1402
Punjab,Tarn Taran,51,31,5,12,0,12,17,10,7,1,0,3,34,44,13,31,0,8,37,1,0,112,4,5,0,20,0,69,166,620
Punjab,Total,733,728,79,299,0,299,551,354,197,50,83,110,1928,2963,1267,1696,2,373,2716,39,68,4453,166,341,145,944,0,2310,9713,28794
Rajasthan,Ajmer,48,63,3,27,0,27,124,124,0,5,0,42,457,737,293,444,91,41,370,2,36,695,23,65,0,285,0,274,3595,6983
Rajasthan,Alwar,82,96,0,44,0,44,121,89,32,0,4,43,226,964,342,622,79,29,392,0,47,2364,42,115,1,250,0,238,1677,6814
Rajasthan,Banswara,40,26,1,74,0,74,55,50,5,2,3,23,117,126,32,94,235,2,42,1,62,1402,10,92,1,85,0,69,747,3215
Rajasthan,Baran,30,89,0,51,0,51,89,88,1,0,1,13,188,466,67,399,69,17,126,1,28,332,6,188,4,160,0,60,1786,3704
Rajasthan,Barmer,18,28,0,24,0,24,25,16,9,1,0,12,94,182,34,148,36,6,92,0,23,766,8,83,0,66,0,96,882,2442
Rajasthan,Bharatpur,87,81,4,59,0,59,109,79,30,0,2,48,148,709,147,562,18,47,303,2,59,1116,27,29,0,227,0,169,4060,7304
Rajasthan,Bhilwara,30,46,4,46,0,46,196,164,32,0,0,48,361,752,281,471,219,27,355,4,28,557,4,134,6,339,0,196,3241,6593
Rajasthan,Bikaner,40,90,0,24,0,24,21,21,0,0,0,6,122,367,77,290,9,24,169,1,20,646,13,34,0,142,0,42,1295,3065
Rajasthan,Bundi,21,95,9,38,0,38,109,83,26,2,0,24,216,389,72,317,135,11,109,0,31,978,7,151,3,225,0,97,1249,3899
Rajasthan,Chittorgarh,46,52,1,73,0,73,171,139,32,3,5,27,310,701,170,531,357,25,235,1,60,2308,7,121,1,330,0,131,1505,6470
Rajasthan,Churu,26,48,0,22,0,22,31,14,17,2,0,6,88,233,26,207,151,12,144,1,27,947,8,50,0,163,0,60,836,2855
Rajasthan,Dausa,21,25,2,16,0,16,47,27,20,0,0,6,83,383,115,268,145,24,107,0,28,156,5,10,0,82,0,129,2377,3646
Rajasthan,Dholpur,42,89,0,26,0,26,58,45,13,4,1,18,78,190,32,158,373,8,74,1,7,972,25,43,0,78,0,72,652,2811
Rajasthan,Dungarpur,24,16,1,21,0,21,43,40,3,0,0,13,88,80,19,61,204,12,27,0,40,142,4,58,1,42,0,82,1038,1936
Rajasthan,G.R.P.,5,2,1,4,0,4,3,2,1,2,0,8,4,533,14,519,4,4,5,0,0,7,2,20,0,0,0,2,245,851
Rajasthan,Ganganagar,63,94,0,54,0,54,60,52,8,0,1,9,211,441,121,320,8,80,435,0,14,1159,19,100,1,391,0,145,2108,5393
Rajasthan,Hanumangarh,65,97,1,40,0,40,34,27,7,1,0,9,145,343,63,280,27,23,284,4,18,607,19,95,1,227,0,88,1739,3867
Rajasthan,Jaipur,85,116,10,57,0,57,256,221,35,2,4,78,982,3000,1137,1863,2699,233,1423,17,65,1482,32,187,0,517,0,765,7653,19663
Rajasthan,Jaisalmer,7,0,0,3,0,3,5,4,1,0,0,6,61,157,11,146,25,3,22,1,10,1,5,13,0,17,0,37,544,917
Rajasthan,Jalore,19,23,2,11,0,11,32,25,7,0,0,8,111,177,23,154,30,13,88,4,37,49,10,77,0,84,0,75,1737,2587
Rajasthan,Jhalawar,44,71,5,61,0,61,82,60,22,2,0,12,186,356,83,273,121,9,79,2,57,1065,7,150,11,210,0,87,881,3498
Rajasthan,Jhunjhunu,44,25,0,12,0,12,49,31,18,5,0,9,138,313,59,254,252,15,142,2,45,146,15,65,0,122,0,128,2670,4197
Rajasthan,Jodhpur,38,69,2,33,0,33,104,76,28,2,0,43,383,938,342,596,140,66,430,3,46,2597,17,157,5,267,0,241,1542,7123
Rajasthan,Karauli,19,17,1,21,0,21,58,31,27,1,0,14,38,260,40,220,90,10,79,0,25,17,15,57,0,55,0,63,2084,2924
Rajasthan,Kota,56,374,4,37,0,37,160,132,28,2,0,64,381,1058,426,632,159,44,279,1,27,480,6,154,3,319,0,178,2742,6528
Rajasthan,Nagaur,43,30,4,39,0,39,61,28,33,1,0,26,306,446,95,351,42,16,219,0,28,345,14,78,0,153,0,119,2844,4814
Rajasthan,Pali,32,74,2,25,0,25,74,59,15,0,0,34,216,332,81,251,88,28,244,5,44,48,14,116,3,205,0,201,3280,5065
Rajasthan,Rajsamand,18,22,0,9,0,9,60,44,16,0,1,9,91,148,57,91,203,25,98,1,26,1226,7,38,0,74,0,139,392,2587
Rajasthan,Sawai Madhopur,27,25,1,21,0,21,52,37,15,2,3,19,104,276,83,193,47,15,187,0,24,57,2,59,0,113,0,48,1922,3004
Rajasthan,Sikar,41,29,5,13,0,13,52,27,25,2,0,2,206,306,54,252,577,12,217,0,49,465,10,42,0,116,0,155,1755,4054
Rajasthan,Sirohi,28,26,0,9,0,9,44,37,7,4,0,14,171,147,23,124,46,18,107,6,33,478,3,33,0,83,0,111,952,2313
Rajasthan,Tonk,22,26,1,18,0,18,90,72,18,1,0,12,101,294,81,213,165,7,120,1,24,1320,1,45,3,169,0,111,1207,3738
Rajasthan,Udaipur,65,79,4,39,0,39,112,75,37,1,8,29,250,509,206,303,334,32,283,2,62,1589,12,71,0,95,0,262,2550,6388
Rajasthan,Total,1276,2043,68,1051,0,1051,2587,2019,568,47,33,734,6661,16313,4706,11607,7178,938,7286,63,1130,26519,399,2730,44,5691,0,4670,63787,151248
Sikkim,East,6,1,1,3,0,3,5,2,3,0,0,4,44,52,4,48,9,1,28,0,1,28,0,9,0,2,0,4,85,283
Sikkim,North,1,0,1,0,0,0,1,0,1,0,0,0,6,4,0,4,1,0,5,0,0,5,0,2,0,0,0,0,20,46
Sikkim,South,2,2,0,1,0,1,1,0,1,0,0,0,8,3,1,2,3,1,10,0,1,12,0,3,0,1,0,1,40,89
Sikkim,West,4,2,0,2,0,2,2,0,2,0,0,1,8,5,0,5,2,1,5,0,0,5,0,3,0,0,0,2,25,67
Sikkim,Total,13,5,2,6,0,6,9,2,7,0,0,5,66,64,5,59,15,3,48,0,2,50,0,17,0,3,0,7,170,485
Tamilnadu,Chengai,67,157,0,27,0,27,31,30,1,10,10,55,582,1207,329,878,129,23,170,6,25,1011,28,69,24,90,0,550,8616,12887
Tamilnadu,Chennai,90,294,5,26,0,26,44,21,23,14,0,97,570,2791,444,2347,52,13,644,2,0,812,20,61,941,106,0,485,1459,8526
Tamilnadu,Chennai Rly.,10,0,0,0,0,0,0,0,0,0,0,22,2,309,2,307,10,0,12,3,0,40,0,3,0,0,0,4,144,559
Tamilnadu,Coimbatore Rural,83,54,1,25,0,25,30,30,0,11,1,36,284,1030,382,648,476,19,79,10,5,1106,21,79,25,74,0,712,4701,8862
Tamilnadu,Coimbatore Urban,16,22,0,2,0,2,10,4,6,2,0,12,161,1067,390,677,93,13,61,4,4,127,7,14,16,28,0,185,1382,3226
Tamilnadu,Cuddalore,65,119,8,27,0,27,42,36,6,2,0,35,173,585,183,402,165,3,23,2,46,814,10,110,21,27,0,386,4432,7095
Tamilnadu,Dharmapuri,94,49,2,20,0,20,48,23,25,21,0,31,185,471,177,294,316,7,45,2,70,998,14,62,8,30,0,435,2908,5816
Tamilnadu,Dindigul,61,38,0,14,0,14,26,25,1,9,0,18,156,555,195,360,50,13,30,1,28,456,2,33,44,23,0,334,3274,5165
