States/ UTs,District,Murder,Attempt to Commit Murder,C.H. Not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction - of Women & Girls,Kidnapping & Abduction - Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft - Total,Theft - Auto theft,Theft - Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Madhya Pradesh,Tikamgarh,59,42,0,43,0,43,11,5,6,0,6,22,189,214,26,188,27,3,18,0,22,897,24,133,7,37,0,46,1123,2923
Madhya Pradesh,Ujjain,62,136,0,65,0,65,36,27,9,10,2,58,617,1592,278,1314,100,20,48,1,29,709,13,187,36,192,0,117,4655,8685
Madhya Pradesh,Umariya,23,14,32,30,0,30,2,1,1,2,0,10,115,95,0,95,14,0,18,0,5,193,6,63,8,24,0,5,553,1212
Madhya Pradesh,Vidisha,48,56,2,100,0,100,11,10,1,0,0,14,211,272,64,208,57,7,24,0,21,724,11,203,18,58,0,55,1964,3856
Madhya Pradesh,Total,2379,2563,188,2875,0,2875,832,584,248,147,134,1526,12308,22586,6148,16438,2479,548,1287,36,893,33285,751,6690,804,3436,0,4209,96911,196867
Maharashtra,Ahmednagar,98,57,0,41,0,41,25,13,12,30,10,108,309,969,289,680,175,25,114,1,35,618,0,73,0,277,0,452,1321,4738
Maharashtra,Akola,55,45,0,38,0,38,23,21,2,15,1,57,314,957,99,858,108,23,88,6,30,843,6,94,15,147,0,102,1387,4354
Maharashtra,Amravati Commr.,19,20,4,17,0,17,21,18,3,0,1,45,242,838,172,666,95,19,37,3,20,417,1,40,20,54,0,63,764,2740
Maharashtra,Amravati Rural,60,28,7,56,0,56,20,19,1,7,8,21,305,888,40,848,95,10,26,0,62,832,9,127,24,104,0,124,847,3660
Maharashtra,Aurangabad Commr.,31,17,0,12,0,12,15,14,1,13,7,36,194,603,192,411,114,8,106,1,3,324,5,21,7,132,0,127,550,2326
Maharashtra,Aurangabad Rural,41,21,0,10,0,10,11,6,5,22,15,44,123,330,39,291,157,10,28,1,33,761,20,57,16,225,0,205,647,2777
Maharashtra,Beed,57,42,1,24,0,24,19,16,3,41,5,59,294,727,143,584,391,21,45,1,39,960,4,82,13,246,0,187,678,3936
Maharashtra,Bhandara,22,11,6,36,0,36,16,16,0,1,0,12,206,492,51,441,77,5,15,7,49,458,1,66,39,52,0,113,866,2550
Maharashtra,Buldhana,48,35,2,39,0,39,20,16,4,23,2,38,183,745,93,652,131,23,57,6,71,778,18,106,33,195,0,166,986,3705
Maharashtra,Chandrapur,59,19,5,31,0,31,18,17,1,11,3,24,326,673,75,598,126,18,59,3,39,625,3,93,27,94,0,205,1078,3539
Maharashtra,Dhule,32,16,3,11,0,11,3,3,0,10,2,8,98,266,57,209,88,25,42,0,1,336,1,24,9,96,0,223,748,2042
Maharashtra,Gadchiroli,47,49,1,31,0,31,8,8,0,5,0,11,126,152,15,137,26,18,18,3,49,270,3,44,11,46,0,58,391,1367
Maharashtra,Gondia,27,11,1,30,0,30,21,19,2,5,0,23,179,317,36,281,47,6,18,8,20,352,2,85,10,54,0,94,588,1898
Maharashtra,Hingoli,35,25,2,13,0,13,15,12,3,10,0,34,113,202,19,183,83,10,27,2,29,481,1,29,11,85,0,91,391,1689
Maharashtra,Jalgaon,83,39,2,36,0,36,12,12,0,13,1,40,218,652,121,531,169,57,211,4,20,771,6,83,38,323,0,316,1242,4336
Maharashtra,Jalna,53,30,0,10,0,10,10,6,4,15,1,39,199,338,67,271,151,10,52,2,36,632,24,49,12,226,0,131,583,2603
Maharashtra,Kolhapur,54,54,4,15,0,15,20,14,6,6,1,28,215,621,202,419,127,53,70,5,19,523,29,34,15,78,0,238,923,3132
Maharashtra,Latur,61,31,4,22,0,22,19,19,0,7,5,31,224,366,57,309,188,21,50,1,30,1077,39,36,0,82,0,162,926,3382
Maharashtra,Mumbai,253,127,4,187,0,187,178,113,65,42,68,302,2978,11510,3247,8263,213,510,1427,96,10,3702,13,321,78,248,0,735,6451,29453
Maharashtra,Mumbai Rly.,7,4,2,1,0,1,2,1,1,2,2,29,5,1772,2,1770,8,13,31,3,0,32,0,9,3,0,0,2,93,2020
Maharashtra,Nagpur Commr.,112,56,2,41,0,41,49,38,11,21,33,178,1107,2447,919,1528,199,37,194,6,22,915,9,41,52,156,0,228,2613,8518
Maharashtra,Nagpur Rly.,5,1,0,2,0,2,2,0,2,2,0,13,1,1024,8,1016,10,4,4,10,0,26,0,5,1,0,0,2,137,1249
Maharashtra,Nagpur Rural,71,27,7,48,0,48,27,22,5,5,7,49,321,1075,93,982,128,20,49,2,54,829,8,104,44,83,0,353,1573,4884
Maharashtra,Nanded,91,82,3,31,0,31,23,16,7,24,17,68,395,619,96,523,235,23,79,3,72,1492,16,78,12,198,0,152,1974,5687
Maharashtra,Nandurbar,35,17,0,20,0,20,9,8,1,5,1,5,78,197,33,164,68,12,29,1,5,237,1,30,6,82,0,89,320,1247
Maharashtra,Nasik Commr.,19,13,4,15,0,15,17,12,5,6,2,17,350,808,295,513,80,15,148,0,6,228,4,26,15,126,0,144,563,2606
Maharashtra,Nasik Rural,97,41,2,33,0,33,24,18,6,13,11,29,240,462,97,365,293,37,130,5,17,808,11,86,43,371,0,469,1122,4344
Maharashtra,Navi Mumbai,61,32,0,17,0,17,19,14,5,30,24,99,323,1086,518,568,97,41,174,1,4,444,2,33,5,51,0,369,776,3688
Maharashtra,Osmanabad,46,15,1,26,0,26,12,11,1,9,1,22,168,331,44,287,134,9,58,1,8,617,1,35,9,105,0,170,640,2418
Maharashtra,Parbhani,42,31,1,13,0,13,12,8,4,12,3,51,171,292,50,242,109,14,44,2,24,982,4,45,7,132,0,95,358,2444
Maharashtra,Pune Commr.,100,76,3,63,0,63,70,51,19,24,13,130,843,3905,2076,1829,524,67,433,2,9,1153,0,67,98,174,0,427,2573,10754
Maharashtra,Pune Rly.,4,0,0,0,0,0,0,0,0,1,1,4,0,132,0,132,3,1,0,0,0,4,0,0,1,0,0,1,34,186
Maharashtra,Pune Rural,132,31,7,31,0,31,26,18,8,32,10,70,360,854,310,544,137,42,120,1,20,503,10,72,13,154,0,728,1477,4830
Maharashtra,Raigad,61,14,0,19,0,19,13,6,7,24,7,19,148,253,41,212,146,37,46,1,12,268,2,50,3,47,0,264,693,2127
Maharashtra,Ratnagiri,16,8,1,23,0,23,6,5,1,2,0,12,154,196,27,169,76,20,34,0,23,189,1,40,12,44,0,126,318,1301
Maharashtra,Sangli,69,26,0,30,0,30,14,9,5,15,5,21,240,566,117,449,122,32,158,3,18,380,3,31,11,85,0,205,554,2588
Maharashtra,Satara,59,28,1,22,0,22,20,14,6,15,2,36,242,589,166,423,111,26,48,3,23,431,7,38,8,169,0,316,1094,3288
Maharashtra,Sindhudurg,10,4,2,5,0,5,5,5,0,0,0,11,74,105,15,90,45,4,12,0,11,133,0,18,5,6,0,80,261,791
Maharashtra,Solapur Commr.,20,13,0,19,0,19,10,7,3,6,3,39,207,360,103,257,55,8,121,1,3,197,2,13,2,60,0,81,517,1737
Maharashtra,Solapur Rural,96,43,9,41,0,41,18,10,8,16,5,34,166,435,113,322,140,24,23,1,14,565,10,55,20,124,0,337,814,2990
Maharashtra,Thane Commr.,115,72,1,57,0,57,67,46,21,33,18,159,1089,2114,831,1283,244,76,523,8,12,1657,7,87,36,190,0,271,450,7286
Maharashtra,Thane Rural,144,44,5,60,0,60,42,26,16,37,12,83,494,623,184,439,193,54,112,2,25,760,10,100,41,105,0,486,818,4250
Maharashtra,Wardha,42,25,3,31,0,31,25,25,0,6,5,41,241,619,39,580,65,18,43,1,63,840,5,104,7,70,0,135,1303,3692
Maharashtra,Washim,28,21,2,19,0,19,17,16,1,6,0,17,121,418,24,394,111,9,19,4,46,495,5,71,7,144,0,69,604,2233
Maharashtra,Yavatmal,79,62,13,62,0,62,42,39,3,7,3,33,275,1024,92,932,86,13,45,7,63,1177,11,129,23,206,0,183,1374,4917
Maharashtra,Total,2696,1463,115,1388,0,1388,1045,787,258,629,315,2229,14659,43952,11307,32645,5980,1528,5167,218,1149,30122,314,2831,862,5646,0,9574,44420,176302
Manipur,Bishnupur,19,48,0,3,0,3,14,8,6,0,2,0,5,26,0,26,14,0,3,0,29,36,0,7,0,1,0,0,76,283
Manipur,Chandel,6,13,0,1,0,1,1,0,1,0,0,0,5,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,32,64
Manipur,Churachandpur,26,18,2,0,0,0,7,1,6,0,0,0,3,8,0,8,0,0,1,1,0,0,0,0,0,0,0,0,54,120
Manipur,Imphal (East),24,30,0,7,0,7,23,16,7,0,0,1,7,27,9,18,28,1,85,0,21,47,0,2,0,0,0,0,164,467
Manipur,Imphal (West),28,58,1,9,0,9,38,26,12,1,0,1,40,142,98,44,55,13,42,2,25,106,0,19,0,0,0,34,439,1053
Manipur,Senapati,7,11,0,0,0,0,7,0,7,0,0,1,1,8,0,8,5,6,2,0,0,0,0,0,0,0,0,0,69,117
Manipur,Tamenglong,1,1,0,0,0,0,5,0,5,0,0,0,0,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,21,37
Manipur,Thoubal,38,46,0,11,0,11,32,20,12,0,0,0,3,14,1,13,10,3,7,0,10,43,0,2,0,1,0,1,125,346
Manipur,Ukhrul,10,2,0,0,0,0,1,0,1,1,0,0,2,8,0,8,3,1,1,0,0,0,0,0,0,0,0,0,19,48
Manipur,Total,159,227,3,31,0,31,128,71,57,2,2,3,66,244,108,136,115,25,142,4,85,233,0,30,0,2,0,35,999,2535
Meghalaya,Garo Hills East,7,9,1,0,0,0,3,0,3,5,0,10,18,18,0,18,0,1,1,0,2,2,0,1,0,0,0,0,20,98
Meghalaya,Garo Hills South,5,2,0,1,0,1,2,0,2,4,0,1,0,9,0,9,0,0,0,0,0,2,0,0,0,0,0,0,7,33
Meghalaya,Garo Hills West,17,13,2,12,0,12,10,4,6,14,0,3,16,31,0,31,2,4,3,2,0,36,1,10,0,0,0,9,32,217
Meghalaya,Jaintia Hills,32,3,2,11,0,11,6,1,5,14,1,5,20,61,14,47,0,2,2,0,8,38,0,5,0,0,0,12,83,305
Meghalaya,Khasi Hills East,33,12,1,17,0,17,29,12,17,28,0,46,75,228,115,113,0,16,34,0,2,16,1,13,0,5,0,14,192,762
Meghalaya,Khasi Hills West,14,1,0,9,0,9,2,0,2,6,0,6,12,25,0,25,0,1,2,0,0,12,0,3,0,0,0,0,30,123
Meghalaya,Ri-Bhoi,16,2,1,4,0,4,2,1,1,20,1,10,1,46,9,37,0,1,2,0,3,17,0,2,0,0,0,16,75,219
Meghalaya,Total,124,42,7,54,0,54,54,18,36,91,2,81,142,418,138,280,2,25,44,2,15,123,2,34,0,5,0,51,439,1757
Mizoram,Aizawl,10,7,1,6,0,6,6,0,6,3,0,2,70,350,0,350,1,6,5,2,6,15,0,30,0,0,0,0,150,670
Mizoram,Champhai,6,4,0,3,0,3,2,0,2,1,0,1,50,50,0,50,0,4,2,0,3,10,0,5,0,0,0,0,20,161
Mizoram,Kolasib,4,2,0,2,0,2,1,0,1,1,0,1,5,5,0,5,0,1,2,0,1,15,0,2,0,0,0,0,5,47
Mizoram,Lawngtlai,3,1,0,1,0,1,1,0,1,1,0,1,20,30,0,30,0,4,3,1,3,5,0,5,0,0,0,0,20,99
Mizoram,Lunglei,4,3,1,2,0,2,2,0,2,2,0,1,30,100,0,100,1,5,4,1,4,10,0,10,0,0,0,0,70,250
Mizoram,Mamit,3,1,0,2,0,2,1,0,1,1,0,0,5,5,0,5,0,1,1,0,1,10,0,2,0,0,0,0,5,38
Mizoram,Saiha,3,2,0,1,0,1,1,0,1,1,0,0,20,50,0,50,0,4,1,1,3,5,0,10,0,0,0,0,40,142
Mizoram,Serchhip,2,1,0,3,0,3,1,0,1,0,0,0,50,20,0,20,0,5,2,1,1,10,0,2,0,0,0,0,10,108
Mizoram,Total,35,21,2,20,0,20,15,0,15,10,0,6,250,610,0,610,2,30,20,6,22,80,0,66,0,0,0,0,320,1515
Nagaland,Dimapur,22,5,0,2,0,2,9,4,5,4,0,93,23,85,7,78,0,1,8,0,0,3,0,0,0,0,0,0,78,333
Nagaland,Kiphire,0,1,0,0,0,0,0,0,0,2,0,1,0,10,0,10,0,0,0,0,0,1,0,0,0,0,0,0,6,21
Nagaland,Kohima,12,5,0,10,0,10,9,0,9,3,0,14,16,36,11,25,0,4,8,0,1,8,0,2,0,0,0,23,51,202
Nagaland,Mokokchung,6,3,0,1,0,1,1,0,1,0,0,1,8,9,2,7,0,0,2,0,2,11,0,0,1,0,0,5,12,62
Nagaland,Mon,6,6,0,0,0,0,2,0,2,3,0,4,2,33,2,31,0,1,6,0,0,10,0,0,0,0,0,2,21,96
Nagaland,Peren,3,1,1,2,0,2,0,0,0,0,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,14
Nagaland,Phek,6,2,2,1,0,1,0,0,0,0,0,0,5,4,0,4,0,1,2,0,1,6,0,1,0,0,0,0,13,44
Nagaland,Tuensang,10,3,0,1,0,1,0,0,0,0,0,2,5,9,0,9,5,1,0,0,0,1,0,0,0,0,0,0,21,58
Nagaland,Wokha,4,4,1,0,0,0,2,0,2,0,0,0,2,41,2,39,1,2,1,0,1,5,0,0,0,0,0,1,20,85
Nagaland,Zunheboto,1,3,1,1,0,1,0,0,0,2,0,2,8,25,2,23,0,1,0,0,0,7,0,0,0,0,0,3,15,69
Nagaland,Total,70,33,5,18,0,18,23,4,19,14,0,117,70,255,26,229,6,11,28,0,5,52,0,3,1,0,0,34,239,984
Orissa,Angul,51,40,0,27,0,27,10,10,0,12,0,19,92,222,12,210,94,14,36,0,13,24,13,81,0,63,0,197,881,1889
Orissa,Balasore,29,21,0,44,0,44,35,31,4,7,0,32,138,197,34,163,46,10,21,5,23,191,41,129,19,28,0,0,1488,2504
Orissa,Baragarh,33,40,2,22,0,22,14,14,0,6,0,19,58,155,27,128,81,4,32,1,12,44,8,63,11,90,0,93,611,1399
Orissa,Berhampur,18,47,3,16,0,16,13,12,1,4,0,43,56,164,45,119,36,8,31,0,3,9,6,54,0,53,0,70,518,1152
Orissa,Bhadrak,23,39,0,31,0,31,17,17,0,5,0,13,56,95,13,82,39,8,22,0,14,10,8,63,15,70,0,55,1079,1662
Orissa,Bolangir,32,58,0,33,0,33,6,1,5,0,0,31,83,146,22,124,92,6,17,0,7,53,6,94,6,43,0,53,901,1667
Orissa,Boudh,9,4,1,7,0,7,4,4,0,2,0,3,28,42,0,42,22,0,2,0,9,161,2,41,1,19,0,0,40,397
Orissa,Cuttack,41,120,0,45,0,45,51,38,13,29,0,129,296,729,303,426,77,20,84,0,17,189,50,64,4,126,0,173,1729,3973
Orissa,Deogarh,15,10,0,13,0,13,3,3,0,3,0,9,17,40,4,36,18,3,4,0,5,130,1,37,1,17,0,21,123,470
Orissa,Dhenkanal,35,50,0,19,0,19,20,17,3,9,0,24,67,112,11,101,95,8,19,0,23,84,12,97,18,25,0,107,645,1469
Orissa,Gajapati,17,6,1,5,0,5,7,7,0,1,0,1,25,26,5,21,21,7,7,0,4,10,0,23,4,8,0,35,194,402
Orissa,Ganjam,62,77,3,15,0,15,18,11,7,13,0,37,116,182,30,152,95,6,22,0,24,180,21,155,4,30,0,211,651,1922
Orissa,Jagatsinghpur,27,32,3,19,0,19,29,18,11,4,0,31,73,129,13,116,24,4,13,0,13,117,14,10,2,32,0,148,623,1347
Orissa,Jajpur,27,25,0,15,0,15,21,21,0,10,0,42,102,168,0,168,72,7,11,0,13,272,21,25,4,64,0,98,781,1778
Orissa,Jharsuguda,15,14,0,12,0,12,9,7,2,4,0,4,39,91,21,70,22,7,7,1,7,5,0,41,2,4,0,218,385,887
Orissa,Kalahandi,21,19,2,22,0,22,11,7,4,5,0,26,58,81,20,61,59,2,58,1,6,56,2,33,6,20,0,38,344,870
Orissa,Kandhamal,23,14,0,26,0,26,17,12,5,1,0,13,70,62,6,56,22,3,2,0,12,431,2,67,4,42,0,0,12,823
Orissa,Kendrapara,31,24,0,19,0,19,8,7,1,7,0,19,56,76,5,71,18,2,7,3,11,42,29,9,0,10,0,0,623,994
Orissa,Keonjhar,60,39,0,39,0,39,14,14,0,1,0,24,56,172,26,146,56,11,14,0,25,144,16,87,6,15,0,289,865,1933
Orissa,Khurda,61,62,1,44,0,44,57,42,15,39,0,174,561,1130,541,589,69,43,188,0,20,1198,20,49,7,64,0,167,1383,5337
Orissa,Koraput,56,29,0,40,0,40,20,16,4,20,0,28,112,109,16,93,72,13,20,0,7,58,1,82,2,46,0,72,800,1587
Orissa,Malkangir,43,34,2,19,0,19,2,2,0,2,0,4,22,42,1,41,7,5,3,0,8,61,1,28,3,12,0,21,188,507
Orissa,Mayurbhanj,77,66,1,84,0,84,26,25,1,5,0,29,115,229,21,208,25,17,24,0,12,23,21,102,0,125,0,152,1101,2234
Orissa,Nayagarh,30,19,1,17,0,17,20,14,6,5,0,20,48,110,12,98,11,8,13,0,8,253,1,11,3,10,0,28,226,842
Orissa,Nowrangpur,14,19,1,16,0,16,13,11,2,8,0,14,53,51,5,46,40,5,11,0,6,54,0,33,4,24,0,22,295,683
Orissa,Nuapada,6,5,1,10,0,10,7,6,1,1,0,7,24,56,9,47,36,9,8,0,1,38,1,22,4,10,0,17,441,704
Orissa,Puri,40,116,0,36,0,36,30,24,6,6,0,49,134,282,47,235,44,7,25,0,16,89,19,22,8,17,0,79,1508,2527
Orissa,Rayagada,25,20,1,19,0,19,4,0,4,5,0,5,35,69,3,66,47,5,17,0,5,50,0,59,2,36,0,49,498,951
Orissa,Rourkela,14,30,1,10,0,10,9,8,1,2,0,19,118,212,75,137,10,7,29,2,3,21,1,56,6,39,0,39,643,1271
Orissa,Sambalpur,43,49,0,22,0,22,16,10,6,9,0,38,151,233,37,196,37,7,19,1,5,173,0,57,8,25,0,0,948,1841
Orissa,Sonepur,9,14,0,5,0,5,1,1,0,1,0,8,21,40,2,38,9,1,5,0,2,17,0,29,3,7,0,5,198,375
Orissa,SRP (Cuttack),4,0,0,0,0,0,3,3,0,1,0,8,4,269,18,251,1,0,2,0,0,16,0,3,0,1,0,0,90,402
Orissa,SRP (Rourkela),7,3,0,2,0,2,0,0,0,1,0,5,16,86,2,84,3,0,2,0,0,6,0,2,0,0,0,3,92,228
Orissa,Sundargarh,68,52,1,17,0,17,11,10,1,10,0,25,92,160,15,145,33,14,30,0,9,729,2,83,13,17,0,192,154,1712
Orissa,Total,1066,1197,25,770,0,770,526,423,103,238,0,952,2992,5967,1401,4566,1433,271,805,14,343,4938,319,1811,170,1192,0,2652,21058,48739
Punjab,Amritsar,48,50,4,25,0,25,31,23,8,1,3,6,102,181,122,59,0,24,206,6,4,189,7,9,0,54,0,78,416,1444
Punjab,Barnala,12,18,11,13,0,13,8,2,6,1,5,5,40,49,13,36,0,11,60,0,0,59,0,5,0,18,0,41,118,474
Punjab,Batala,27,33,1,8,0,8,8,5,3,0,1,0,36,50,17,33,0,6,64,2,0,110,2,5,0,14,0,41,157,565
Punjab,Bhatinda,36,33,17,22,0,22,26,16,10,0,1,0,138,124,68,56,0,17,161,0,1,236,5,23,0,40,0,2,437,1319
Punjab,Faridkot,19,18,0,13,0,13,15,13,2,0,0,2,48,47,20,27,0,2,75,0,0,155,1,9,1,19,0,0,187,611
Punjab,Fatehgarh Sahib,26,6,4,4,0,4,10,4,6,0,5,1,31,46,18,28,0,15,61,1,0,85,4,10,1,14,0,88,145,557
Punjab,Ferozepur,50,44,1,30,0,30,19,13,6,1,4,2,102,165,58,107,0,20,113,5,5,385,6,16,0,49,0,101,364,1482
Punjab,G.r.p,9,2,1,0,0,0,0,0,0,0,0,1,0,30,4,26,16,2,20,2,0,11,1,6,0,0,0,0,260,361
Punjab,Gurdaspur,19,15,10,16,0,16,8,6,2,0,0,2,56,59,23,36,0,10,28,3,2,101,3,6,0,18,0,114,254,724
Punjab,Hoshiarpur,35,27,8,23,0,23,21,13,8,3,4,3,67,75,23,52,0,9,119,4,5,263,13,11,0,39,0,168,278,1175
Punjab,Jagraon,29,28,7,20,0,20,28,18,10,0,0,4,91,100,24,76,0,8,68,3,2,142,3,11,2,14,0,64,318,942
Punjab,Jalandhar,74,85,13,31,0,31,53,39,14,1,14,6,212,254,118,136,0,13,364,7,9,510,14,26,0,109,0,176,782,2753
Punjab,Kapurthala,22,23,6,12,0,12,12,8,4,0,3,1,38,62,23,39,0,4,166,3,3,122,5,2,0,32,0,91,200,807
Punjab,Khanna,20,17,7,8,0,8,14,7,7,0,0,3,46,65,24,41,0,8,24,1,0,21,4,5,0,10,0,0,104,357
Punjab,Ludhiana,53,55,12,48,0,48,70,46,24,0,18,8,145,369,208,161,0,31,333,2,2,232,5,33,23,104,0,288,1046,2877
Punjab,Majitha,34,23,8,14,0,14,16,14,2,0,1,5,30,58,11,47,0,10,58,5,2,142,4,6,0,13,0,76,147,652
Punjab,Mansa,28,36,6,8,0,8,5,2,3,0,1,2,40,32,12,20,0,13,61,0,0,142,3,1,0,21,0,0,188,587
Punjab,Moga,35,22,2,11,0,11,14,9,5,1,1,0,55,61,31,30,0,20,68,1,2,200,7,5,0,18,0,65,161,749
Punjab,Muktsar,16,22,7,7,0,7,10,7,3,1,3,1,44,56,24,32,0,37,53,1,2,107,1,6,0,24,0,48,125,571
Punjab,Nawan Shahr,23,20,1,14,0,14,16,11,5,1,2,11,39,108,34,74,0,0,60,1,3,257,3,7,2,14,0,69,115,766
Punjab,Patiala,49,45,9,20,0,20,45,32,13,0,5,10,197,304,140,164,0,10,289,4,2,444,9,24,2,96,0,309,941,2814
Punjab,Ropar,25,14,3,8,0,8,12,8,4,3,3,1,72,137,70,67,0,7,92,0,3,145,0,12,3,29,0,186,397,1152
Punjab,Sangrur,44,50,9,21,0,21,16,10,6,3,4,7,103,111,37,74,0,26,141,3,5,191,3,13,4,42,0,121,350,1267
Punjab,Tarn Taran,42,30,1,14,0,14,6,5,1,1,1,5,34,44,10,34,0,10,45,6,0,153,10,10,0,10,0,55,147,624
Punjab,Total,775,716,148,390,0,390,463,311,152,17,79,86,1766,2587,1132,1455,16,313,2729,60,52,4402,113,261,38,801,0,2181,7637,25630
Rajasthan,Ajmer,41,82,2,48,0,48,101,101,0,6,1,47,378,817,304,513,60,19,347,3,18,611,8,78,0,371,0,337,3400,6775
Rajasthan,Alwar,60,98,0,43,0,43,86,67,19,0,3,31,203,1138,459,679,85,23,327,4,29,2036,30,98,0,276,0,348,2245,7163
Rajasthan,Banswara,26,22,1,20,0,20,54,51,3,1,0,9,86,92,20,72,142,3,49,0,28,1370,7,92,4,86,0,89,803,2984
Rajasthan,Baran,35,95,4,50,0,50,63,63,0,0,1,11,114,283,49,234,25,15,119,0,18,274,3,164,5,163,0,82,1777,3301
Rajasthan,Barmer,15,22,3,14,0,14,21,15,6,0,0,7,122,194,73,121,28,3,138,4,33,678,9,95,0,69,0,85,1019,2559
Rajasthan,Bharatpur,92,134,1,44,0,44,128,91,37,7,10,26,99,821,198,623,3,40,322,2,44,1186,16,52,0,295,0,211,3995,7528
Rajasthan,Bhilwara,37,43,4,44,0,44,157,118,39,2,1,55,292,846,319,527,186,15,383,2,23,106,11,121,6,342,0,249,3372,6297
Rajasthan,Bikaner,52,98,0,41,0,41,31,25,6,2,0,8,152,513,133,380,1,20,292,0,21,523,23,48,0,190,0,164,1758,3937
Rajasthan,Bundi,17,102,0,47,0,47,99,84,15,0,0,17,128,366,96,270,88,13,128,1,23,992,4,141,3,228,0,99,1658,4154
Rajasthan,Chittorgarh,51,46,1,67,0,67,184,144,40,2,2,40,298,673,225,448,138,44,284,4,40,2313,7,165,4,501,0,195,1802,6861
Rajasthan,Churu,32,34,1,15,0,15,31,19,12,2,0,1,118,204,29,175,34,16,219,0,16,894,7,44,0,198,0,80,767,2713
Rajasthan,Dausa,30,15,0,14,0,14,50,30,20,0,0,5,97,479,168,311,87,8,172,0,17,45,14,30,0,89,0,167,2734,4053
Rajasthan,Dholpur,32,50,0,31,0,31,44,27,17,4,0,22,88,278,64,214,65,11,92,0,14,1389,12,50,0,127,0,83,651,3043
Rajasthan,Dungarpur,26,8,0,17,0,17,40,37,3,1,0,13,58,76,21,55,132,8,35,0,21,113,5,44,0,72,0,95,1146,1910
Rajasthan,G.R.P.,3,4,0,1,0,1,3,1,2,0,2,3,1,554,13,541,8,3,6,0,0,4,1,13,0,1,0,3,362,972
Rajasthan,Ganganagar,58,106,2,50,0,50,69,61,8,0,2,12,233,480,129,351,20,58,532,6,16,1215,20,46,2,450,0,141,1994,5512
Rajasthan,Hanumangarh,49,96,3,38,0,38,35,28,7,3,6,15,104,336,50,286,11,15,319,1,11,519,12,91,0,291,1,97,1793,3846
Rajasthan,Jaipur,83,116,10,81,0,81,227,182,45,10,4,63,939,4032,1886,2146,821,265,1581,16,35,1707,39,240,3,536,0,890,8511,20209
Rajasthan,Jaisalmer,5,0,0,2,0,2,10,4,6,0,0,0,57,156,20,136,20,2,17,0,7,0,3,14,0,27,0,34,467,821
Rajasthan,Jalore,30,20,0,5,0,5,27,20,7,0,0,8,75,124,31,93,11,8,82,1,17,57,8,45,0,75,0,64,1754,2411
Rajasthan,Jhalawar,46,98,4,40,0,40,88,61,27,0,6,38,179,438,140,298,90,8,78,2,49,1102,4,167,5,258,0,75,1063,3838
Rajasthan,Jhunjhunu,32,12,0,26,0,26,40,22,18,1,1,8,109,330,57,273,86,12,169,1,31,180,14,55,0,132,0,131,2547,3917
Rajasthan,Jodhpur,49,114,0,19,0,19,66,53,13,3,0,23,330,1200,620,580,77,76,570,6,52,2200,15,101,2,270,0,253,1457,6883
Rajasthan,Karauli,26,26,0,45,0,45,75,46,29,0,1,14,33,339,96,243,3,24,119,0,25,192,11,70,0,87,0,85,2198,3373
Rajasthan,Kota,47,300,4,42,0,42,137,124,13,1,2,50,325,1201,600,601,59,43,409,3,39,497,10,186,1,400,0,175,3290,7221
Rajasthan,Nagaur,54,35,0,25,0,25,40,29,11,2,0,7,208,400,91,309,20,6,209,3,28,275,16,160,0,154,0,167,2502,4311
Rajasthan,Pali,42,59,9,31,0,31,90,83,7,0,0,19,223,453,143,310,39,31,221,1,35,38,12,127,0,239,0,229,3431,5329
Rajasthan,Rajsamand,18,15,0,7,0,7,38,27,11,0,1,7,72,165,51,114,58,10,113,0,10,1256,3,29,1,131,0,135,430,2499
Rajasthan,Sawai Madhopur,22,21,1,28,0,28,50,38,12,0,2,6,83,377,128,249,4,5,156,0,20,40,13,45,0,113,0,66,2165,3217
Rajasthan,Sikar,39,27,1,18,0,18,66,39,27,1,0,6,178,353,72,281,239,14,165,2,30,436,17,38,0,120,0,201,2078,4029
Rajasthan,Sirohi,44,28,1,14,0,14,33,31,2,6,0,18,113,188,39,149,40,15,91,2,17,657,6,44,1,86,0,114,689,2207
Rajasthan,Tonk,27,28,4,14,0,14,67,45,22,1,0,9,108,318,105,213,127,18,152,0,16,1288,5,30,2,205,0,129,1255,3803
Rajasthan,Udaipur,59,76,3,57,0,57,134,115,19,3,1,75,308,618,219,399,294,34,437,1,52,1754,14,102,2,199,0,306,2654,7183
Rajasthan,Total,1279,2030,59,1038,0,1038,2384,1881,503,58,46,673,5911,18842,6648,12194,3101,885,8333,65,835,25947,379,2825,41,6781,1,5579,67767,154859
Sikkim,East,4,3,2,1,0,1,1,1,0,0,0,4,42,58,6,52,22,4,15,0,3,37,0,15,0,0,0,18,103,332
Sikkim,North,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,4,0,1,0,0,0,3,7,24
