States/ UTs,District,Murder,Attempt to Commit Murder,C.H. Not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction - of Women & Girls,Kidnapping & Abduction - Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft - Total,Theft - Auto theft,Theft - Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Andhra Pradesh,Nizamabad,96,54,27,24,0,24,56,19,37,14,0,29,349,360,36,324,81,20,174,3,40,1856,17,74,46,339,0,247,898,4804
Andhra Pradesh,Prakasham,103,93,4,19,0,19,44,37,7,8,0,22,158,298,94,204,45,24,116,3,27,1473,6,130,24,146,0,296,842,3881
Andhra Pradesh,Ranga Reddy,73,39,6,25,0,25,26,22,4,0,0,11,170,205,20,185,42,5,41,1,60,883,17,49,15,136,0,125,311,2240
Andhra Pradesh,Secunderabad Rly.,8,4,0,0,0,0,0,0,0,0,0,0,1,367,0,367,2,0,2,28,0,10,2,1,0,2,0,0,38,465
Andhra Pradesh,Srikakulam,26,30,14,15,0,15,15,13,2,2,0,3,108,196,0,196,26,24,79,1,5,699,14,58,11,165,0,576,754,2821
Andhra Pradesh,Vijayawada,46,43,1,19,0,19,76,43,33,4,0,29,555,2272,356,1916,12,27,531,6,17,2218,10,132,196,678,0,240,547,7659
Andhra Pradesh,Vijayawada Rly.,1,1,0,0,0,0,0,0,0,0,0,1,0,288,2,286,7,3,3,3,0,10,0,6,0,1,0,0,35,359
Andhra Pradesh,Visakha Rural,50,18,1,18,0,18,12,12,0,2,0,6,79,184,4,180,62,10,64,1,17,1124,3,54,30,94,0,274,800,2903
Andhra Pradesh,Visakhapatnam,27,27,3,12,0,12,27,16,11,1,0,12,333,733,176,557,3,62,280,2,8,374,1,24,43,243,0,183,784,3182
Andhra Pradesh,Vizianagaram,42,17,2,14,0,14,8,7,1,4,0,8,106,196,0,196,15,16,62,0,0,403,6,53,26,155,0,186,1145,2464
Andhra Pradesh,Warangal,111,67,7,53,0,53,125,88,37,9,0,31,352,670,175,495,304,9,400,6,0,1902,43,228,0,162,0,434,2804,7717
Andhra Pradesh,West Godavari,72,108,3,81,0,81,66,43,23,0,0,13,345,1247,197,1050,57,78,349,8,40,1798,17,301,104,518,0,437,1728,7370
Andhra Pradesh,Total,2579,1908,163,1016,0,1016,1526,1030,496,199,2,596,8457,23578,5042,18536,2540,898,7928,175,915,43335,512,3817,2310,8388,2,11452,36460,158756
Arunachal Pradesh,Changlang,8,3,1,9,0,9,7,5,2,7,0,1,17,27,0,27,6,0,0,0,1,22,0,1,0,1,0,0,51,162
Arunachal Pradesh,Dibang Valley,1,10,0,3,0,3,3,0,3,1,0,3,9,15,0,15,12,3,3,0,1,30,0,0,0,0,0,0,18,112
Arunachal Pradesh,K/Kumey,5,0,0,0,0,0,1,1,0,2,0,0,4,2,0,2,1,1,1,0,0,11,0,0,0,0,0,0,11,39
Arunachal Pradesh,Kameng East,4,1,0,0,0,0,2,2,0,0,0,0,18,11,0,11,4,0,2,0,0,34,0,4,0,0,0,0,20,100
Arunachal Pradesh,Kameng West,3,0,0,2,0,2,4,2,2,1,0,4,5,24,0,24,1,1,2,0,0,23,0,1,0,0,0,0,33,104
Arunachal Pradesh,Lohit,10,2,0,5,0,5,7,5,2,5,0,4,13,23,0,23,1,3,3,0,1,37,0,8,0,0,0,0,58,180
Arunachal Pradesh,Papum Pare,7,4,0,4,0,4,8,4,4,6,0,7,51,132,65,67,1,10,9,0,1,66,0,8,0,0,0,0,126,440
Arunachal Pradesh,Siang East,1,2,0,11,0,11,14,10,4,4,0,5,20,41,1,40,14,2,7,0,4,66,0,11,0,1,0,0,89,292
Arunachal Pradesh,Siang Upper,1,4,0,1,0,1,0,0,0,0,0,0,9,10,1,9,0,1,0,0,1,5,0,2,0,0,0,0,17,51
Arunachal Pradesh,Siang West,3,8,0,6,0,6,10,6,4,3,2,6,25,44,7,37,21,2,5,1,8,54,0,8,0,0,0,0,123,329
Arunachal Pradesh,Subansiri Lower,8,2,0,0,0,0,1,0,1,0,0,5,12,7,0,7,1,0,2,0,0,13,0,1,0,0,0,0,43,95
Arunachal Pradesh,Subansiri Upper,10,6,0,0,0,0,4,4,0,0,0,8,10,18,1,17,1,1,0,0,2,36,0,3,0,1,0,0,38,138
Arunachal Pradesh,Tawang,0,2,0,0,0,0,0,0,0,0,0,0,6,11,0,11,2,0,0,0,0,16,0,13,0,1,0,0,24,75
Arunachal Pradesh,Tirap,3,1,0,1,0,1,4,2,2,1,0,2,14,21,0,21,0,1,0,0,0,14,0,1,0,0,0,0,59,122
Arunachal Pradesh,Upper Dibang Valley,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,7,17
Arunachal Pradesh,Total,67,45,1,42,0,42,65,41,24,30,2,45,215,388,75,313,65,26,34,1,19,429,0,61,0,4,0,0,717,2256
Assam,Barpeta,48,6,1,50,0,50,74,60,14,21,2,28,84,238,2,236,241,13,42,6,12,185,8,25,4,102,0,40,313,1543
Assam,Bongaigaon,36,2,0,41,0,41,52,46,6,10,5,10,48,136,0,136,91,12,17,1,3,229,3,12,0,23,0,109,302,1142
Assam,C.i.d.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,22
Assam,Cachar,46,30,3,46,0,46,112,92,20,21,0,15,249,411,31,380,388,61,66,3,42,196,4,114,0,256,0,306,1149,3518
Assam,Darrang,69,16,1,55,0,55,59,38,21,33,4,31,126,262,21,241,93,19,21,0,29,364,7,55,0,38,0,66,305,1653
Assam,Dhemaji,17,17,0,53,0,53,53,40,13,2,0,5,29,125,0,125,24,6,24,3,8,211,0,33,0,74,0,31,123,838
Assam,Dhubri,53,15,1,79,0,79,75,65,10,21,2,11,68,136,5,131,546,73,43,2,23,324,9,110,1,183,0,206,179,2160
Assam,Dibrugarh,125,19,3,58,0,58,88,68,20,7,2,14,107,350,19,331,62,22,24,5,22,478,4,50,0,63,0,191,380,2074
Assam,G.r.p.,17,0,0,2,0,2,3,3,0,10,0,10,8,166,0,166,7,4,4,0,0,3,0,2,0,7,0,0,87,330
Assam,Goalpara,35,0,0,50,0,50,53,51,2,16,1,9,67,100,2,98,21,4,30,1,12,133,3,8,0,119,0,65,326,1053
Assam,Golaghat,71,11,9,62,0,62,91,70,21,14,1,34,91,310,29,281,4,30,27,0,23,323,0,31,0,79,0,72,231,1514
Assam,Guwahati City,21,39,15,88,0,88,295,228,67,20,3,78,534,867,300,567,504,99,158,3,13,576,3,45,0,55,0,113,1545,5074
Assam,Hailakandi,25,18,1,18,0,18,32,25,7,5,0,2,62,47,1,46,108,5,9,2,23,85,2,4,1,23,0,20,306,798
Assam,Jorhat,38,8,0,32,0,32,34,32,2,2,0,12,62,150,52,98,53,16,13,2,12,118,0,32,0,35,0,51,283,953
Assam,Kamrup,15,13,6,59,0,59,193,110,83,20,2,54,170,298,69,229,417,55,72,3,8,321,3,26,0,67,0,54,703,2559
Assam,Karbi Anglong,57,5,0,14,0,14,20,11,9,15,0,20,19,102,7,95,40,5,1,0,8,38,0,8,0,8,0,29,204,593
Assam,Karimganj,40,29,0,32,0,32,36,31,5,5,0,3,57,101,6,95,201,8,19,3,12,44,8,4,0,67,0,34,394,1097
Assam,Kokrajhar,63,21,3,33,0,33,31,24,7,7,0,13,56,104,4,100,52,4,21,1,15,127,2,41,0,45,0,91,129,859
Assam,Lakhimpur,31,20,2,56,0,56,97,94,3,10,0,13,2,291,3,288,81,13,40,10,17,348,1,46,0,112,0,81,207,1478
Assam,Morigaon,19,0,0,36,0,36,43,43,0,1,3,6,28,81,4,77,74,4,22,1,4,92,2,12,0,23,0,44,297,792
Assam,N.C.Hills,7,9,1,1,0,1,9,6,3,2,0,6,23,42,0,42,3,1,5,0,2,42,0,3,0,21,0,15,37,229
Assam,Nagaon,79,44,1,91,0,91,139,134,5,61,3,32,237,433,68,365,346,49,54,5,31,595,6,69,5,203,0,238,756,3477
Assam,Nalbari,37,24,2,29,0,29,61,48,13,8,0,19,81,129,3,126,10,10,20,1,15,290,3,48,0,23,0,43,280,1133
Assam,R.p.o.,6,0,0,5,0,5,0,0,0,7,0,1,2,21,0,21,20,0,0,2,0,2,0,2,0,7,0,0,35,110
Assam,Sibsagar,55,12,1,49,0,49,81,81,0,2,3,9,67,238,25,213,62,26,44,3,18,149,0,12,0,92,0,55,536,1514
Assam,Sonitpur,87,30,2,87,0,87,108,101,7,23,0,33,181,392,5,387,156,33,54,0,8,462,5,60,0,167,0,175,576,2639
Assam,Tinsukia,117,22,11,45,0,45,67,51,16,17,0,37,86,336,29,307,11,14,30,0,19,176,1,31,0,53,0,110,340,1523
Assam,Total,1214,410,63,1171,0,1171,1906,1552,354,360,31,505,2544,5866,685,5181,3615,586,865,57,379,5911,74,883,11,1945,0,2239,10040,40675
Bihar,Araria,66,59,12,34,0,34,84,22,62,34,3,60,42,186,35,151,325,59,66,0,28,161,11,13,0,27,0,23,742,2035
Bihar,Arwal,36,8,0,2,0,2,9,0,9,9,0,23,6,54,0,54,31,0,6,0,0,40,16,0,0,10,0,28,209,487
Bihar,Aurangabad,77,0,0,18,0,18,31,27,4,41,0,46,80,214,17,197,235,0,23,0,0,0,40,0,0,33,0,0,1580,2418
Bihar,Bagaha,49,92,3,23,0,23,88,15,73,7,0,15,24,66,1,65,153,12,32,0,10,301,5,12,0,7,0,13,65,977
Bihar,Banka,71,12,4,44,0,44,40,22,18,44,2,26,65,99,4,95,175,14,19,0,11,9,25,5,0,15,0,39,659,1378
Bihar,Begusarai,107,103,6,23,0,23,123,8,115,19,1,83,71,323,15,308,204,93,56,1,12,173,15,5,0,55,0,83,1554,3110
Bihar,Bettiah,108,62,9,128,0,128,226,40,186,23,3,52,55,301,2,299,682,178,287,3,18,2642,29,9,0,161,0,30,229,5235
Bihar,Bhabhua,59,14,3,20,1,19,47,13,34,15,1,26,85,146,12,134,165,32,55,1,35,201,28,8,0,24,0,52,415,1432
Bihar,Bhagalpur,133,88,6,63,0,63,95,59,36,32,7,54,140,393,65,328,239,71,106,0,20,50,12,13,0,226,0,69,1545,3362
Bihar,Bhojpur,108,211,3,9,0,9,30,9,21,43,0,57,100,285,19,266,232,38,20,0,48,90,34,42,0,68,0,81,2296,3795
Bihar,Buxar,70,65,2,13,0,13,51,5,46,41,2,36,88,235,4,231,223,63,60,1,20,401,21,13,0,37,1,161,700,2304
Bihar,Darbhanga,55,20,11,59,0,59,60,15,45,28,1,53,33,138,4,134,420,91,75,0,16,2,33,0,0,70,6,64,1848,3083
Bihar,Gaya,163,178,15,19,0,19,70,30,40,104,7,168,127,461,161,300,391,18,27,2,36,540,36,42,0,58,0,108,966,3536
Bihar,Gopalganj,77,132,8,39,0,39,78,27,51,23,2,67,69,163,24,139,185,70,75,0,8,5,38,5,9,132,0,6,1533,2724
Bihar,Jamalpur Rly.,10,6,0,0,0,0,1,1,0,25,2,4,3,171,2,169,5,5,4,0,0,3,3,1,0,0,0,0,85,328
Bihar,Jamui,79,74,0,31,0,31,71,11,60,31,0,26,39,77,6,71,152,6,47,0,13,313,11,29,0,45,0,24,320,1388
Bihar,Jehanabad,68,50,2,6,0,6,38,8,30,32,3,34,50,130,13,117,98,15,35,0,12,290,6,19,0,25,0,30,487,1430
Bihar,Katihar,71,22,7,79,0,79,71,34,37,26,2,27,55,159,26,133,171,44,38,1,19,175,19,9,0,34,0,66,804,1899
Bihar,Katihar Rly.,10,0,0,2,0,2,5,3,2,10,1,20,5,224,14,210,7,3,14,1,0,0,0,1,0,1,0,2,139,445
Bihar,Khagaria,50,88,5,18,0,18,43,10,33,23,9,36,16,117,13,104,199,11,10,6,17,160,9,10,0,27,0,70,630,1554
Bihar,Kishanganj,26,12,8,32,0,32,80,80,0,11,1,12,32,122,14,108,110,16,36,1,2,43,4,25,0,36,0,27,416,1052
Bihar,Lakhisarai,63,87,4,13,0,13,50,13,37,9,3,38,35,62,8,54,90,10,15,0,3,31,10,4,0,9,0,44,334,914
Bihar,Madhepura,58,23,4,11,0,11,23,11,12,18,1,41,35,58,11,47,143,0,18,0,4,4,7,4,0,8,0,10,705,1175
Bihar,Madhubani,60,91,0,61,0,61,69,33,36,57,0,43,67,224,4,220,338,0,27,2,2,612,34,121,0,111,0,14,788,2721
Bihar,Motihari,120,69,8,29,0,29,129,56,73,22,4,79,127,378,11,367,365,80,135,2,26,532,45,15,0,93,0,81,1992,4331
Bihar,Munger,64,30,1,11,0,11,43,14,29,8,1,29,44,163,10,153,230,16,30,0,9,120,20,12,0,40,0,30,771,1672
Bihar,Muzaffarpur,180,17,18,166,0,166,300,42,258,52,3,146,202,779,65,714,819,138,286,1,46,318,72,11,0,206,0,164,2886,6810
Bihar,Muzaffarpur Rly.,20,3,1,2,0,2,10,3,7,8,0,18,6,395,23,372,18,1,34,0,0,73,0,1,0,1,0,1,93,685
Bihar,Nalanda,220,139,15,43,0,43,144,32,112,30,4,65,72,388,13,375,191,23,78,0,32,605,68,43,0,110,3,129,1001,3403
Bihar,Naugachia,50,37,1,7,0,7,27,4,23,13,0,36,15,66,3,63,118,2,6,1,2,6,8,1,0,11,0,50,602,1059
Bihar,Nawadah,78,101,7,37,0,37,67,12,55,28,2,40,38,79,7,72,245,23,33,0,13,145,16,5,0,23,0,121,671,1772
Bihar,Patna,542,188,46,46,0,46,270,39,231,123,35,751,584,1568,1066,502,562,168,319,8,52,385,44,28,3,147,0,280,4483,10632
Bihar,Patna Rly.,21,14,4,2,0,2,5,0,5,29,16,30,1,744,70,674,13,6,23,0,0,0,1,13,0,1,0,0,212,1135
Bihar,Purnea,128,41,6,62,0,62,76,6,70,72,4,144,82,242,64,178,202,6,8,2,13,9,11,3,0,19,2,61,1082,2275
Bihar,Rohtas,130,215,10,12,0,12,44,14,30,17,2,53,107,265,37,228,204,50,28,9,0,72,35,38,0,36,0,96,1431,2854
Bihar,Saharsa,48,100,3,21,0,21,47,21,26,13,0,45,35,122,6,116,221,28,29,0,6,416,11,39,0,13,0,25,332,1554
Bihar,Samastipur,118,145,21,28,0,28,123,16,107,17,15,58,102,292,45,247,274,41,47,0,57,284,44,9,0,40,21,43,1380,3159
Bihar,Saran,160,44,6,17,0,17,159,51,108,47,2,112,133,258,56,202,330,58,126,9,31,849,38,12,0,258,2,48,2152,4851
Bihar,Sheikhpura,44,40,0,3,0,3,20,4,16,7,0,8,11,53,4,49,92,8,31,0,9,0,6,14,0,16,0,0,432,794
Bihar,Sheohar,9,31,1,13,0,13,8,6,2,7,0,13,11,19,0,19,44,12,8,2,6,49,5,9,0,6,0,7,129,389
Bihar,Sitamarhi,80,26,2,70,0,70,112,30,82,16,1,34,82,230,14,216,206,75,47,2,19,129,21,9,0,100,0,37,1436,2734
Bihar,Siwan,125,57,9,7,0,7,104,39,65,54,2,146,77,165,32,133,223,30,42,1,21,487,33,6,0,74,0,85,546,2294
Bihar,Supaul,38,49,1,25,0,25,25,7,18,42,2,60,40,114,12,102,249,12,31,0,6,144,7,20,0,18,0,8,952,1843
Bihar,Vaishali,99,152,8,42,0,42,217,105,112,9,1,72,84,385,71,314,214,75,272,1,25,362,98,26,1,248,0,95,2546,5032
Bihar,Total,3948,2995,280,1390,1,1389,3413,997,2416,1319,145,2986,3175,11113,2083,9030,9793,1701,2764,57,707,11231,1029,704,13,2679,35,2405,44178,108060
Chhattisgarh,Balrampur,33,20,8,27,0,27,6,6,0,15,0,17,27,28,0,28,20,0,8,0,7,25,0,32,23,14,0,23,156,489
Chhattisgarh,Bilaspur,83,53,3,61,0,61,21,21,0,2,0,36,585,704,220,484,164,9,47,4,34,288,9,179,8,102,0,166,2769,5327
Chhattisgarh,Bizapur,24,59,0,3,0,3,1,1,0,11,0,3,10,9,8,1,9,0,2,0,14,23,1,10,0,1,0,9,71,260
Chhattisgarh,Dantewara,70,51,0,11,0,11,8,3,5,4,0,0,45,70,9,61,13,0,5,0,5,72,1,8,3,1,0,39,296,702
Chhattisgarh,Dhamtari,18,8,0,37,0,37,5,1,4,0,0,3,113,76,17,59,13,4,9,0,4,103,0,64,8,16,0,66,723,1270
Chhattisgarh,Durg,55,58,0,124,0,124,41,30,11,2,0,50,576,813,227,586,53,19,73,7,31,563,10,253,23,114,0,241,3412,6518
Chhattisgarh,Grp Raipur,2,5,2,2,0,2,2,1,1,0,0,5,8,223,7,216,3,0,4,0,0,14,0,2,0,1,0,1,77,351
Chhattisgarh,Jagdalpur,63,33,0,82,0,82,20,20,0,10,1,16,196,178,38,140,44,0,18,3,7,138,0,69,1,16,0,96,1206,2197
Chhattisgarh,Janjgir,55,39,1,30,0,30,8,5,3,3,2,26,213,268,42,226,74,6,27,4,14,282,7,104,15,75,0,100,1045,2398
Chhattisgarh,Jashpur,46,14,0,56,0,56,4,4,0,4,2,19,72,70,21,49,17,4,14,0,5,97,1,60,4,10,0,47,289,835
Chhattisgarh,Kabirdham,13,13,1,22,0,22,7,4,3,0,0,1,74,115,11,104,18,3,7,1,6,350,5,70,2,19,0,37,350,1114
Chhattisgarh,Kanker,48,45,0,22,0,22,12,10,2,23,0,14,57,69,15,54,32,2,5,0,7,56,0,43,2,10,0,43,476,966
Chhattisgarh,Korba,46,15,4,34,0,34,6,6,0,0,0,13,194,308,77,231,35,2,15,4,7,342,5,49,7,32,0,123,969,2210
Chhattisgarh,Koriya,33,18,0,50,0,50,4,4,0,2,1,16,159,137,26,111,20,2,20,1,11,191,2,109,1,36,0,66,607,1486
Chhattisgarh,Mahasamund,22,11,1,35,0,35,3,3,0,1,1,10,121,164,35,129,21,3,20,1,8,236,6,54,1,26,0,83,661,1489
Chhattisgarh,Narayanpur,21,26,0,1,0,1,1,0,1,12,0,0,9,18,5,13,2,1,3,0,6,22,0,2,0,0,0,6,35,165
Chhattisgarh,Raigarh,55,25,0,45,0,45,17,13,4,1,1,36,203,321,89,232,49,13,25,0,9,240,7,78,5,30,0,90,785,2035
Chhattisgarh,Raipur,84,59,4,143,0,143,31,27,4,6,0,42,559,927,349,578,77,24,71,13,24,492,10,253,19,134,0,384,3614,6970
Chhattisgarh,Rajnandgaon,45,20,0,61,0,61,4,2,2,2,0,12,192,210,56,154,15,4,24,1,14,115,5,74,8,40,0,97,1437,2380
Chhattisgarh,Sarguja,111,47,1,123,0,123,13,13,0,8,0,44,307,306,64,242,111,5,27,3,29,250,2,148,1,64,0,0,1165,2765
Chhattisgarh,Total,927,619,25,969,0,969,214,174,40,106,8,363,3720,5014,1316,3698,790,101,424,42,242,3899,71,1661,131,741,0,1717,20143,41927
Goa,North Goa,23,3,3,13,0,13,3,2,1,4,0,11,147,298,79,219,18,22,36,0,5,98,2,16,8,6,0,121,390,1227
Goa,South Goa,17,3,2,24,0,24,10,8,2,1,0,7,114,205,41,164,15,27,25,0,2,72,0,7,7,11,0,95,256,900
Goa,Total,40,6,5,37,0,37,13,10,3,5,0,18,261,503,120,383,33,49,61,0,7,170,2,23,15,17,0,216,646,2127
Gujarat,Ahmedabad Commr.,92,62,5,40,0,40,215,122,93,33,4,271,931,5711,2153,3558,162,275,333,7,10,1594,10,63,20,768,0,165,6782,17553
Gujarat,Ahmedabad Rural,26,7,0,12,0,12,32,28,4,9,0,28,96,252,44,208,36,37,13,2,11,341,1,22,0,65,0,220,1603,2813
Gujarat,Ahwa-Dang,4,0,0,2,0,2,0,0,0,0,0,1,3,5,0,5,4,3,2,1,1,27,0,3,0,3,0,17,48,124
Gujarat,Amreli,28,14,1,5,0,5,26,23,3,4,0,11,118,158,43,115,38,15,29,12,18,362,1,26,3,116,0,81,1174,2240
Gujarat,Anand,21,12,2,12,0,12,41,39,2,13,0,16,148,361,134,227,23,71,20,10,16,413,0,24,3,116,0,184,1710,3216
Gujarat,Bharuch,38,7,1,14,0,14,21,16,5,4,0,14,144,370,144,226,42,90,17,5,29,384,0,27,4,65,0,165,1306,2747
Gujarat,Bhavnagar,53,21,0,22,0,22,71,60,11,20,0,87,319,718,219,499,141,99,112,14,32,113,0,41,74,137,0,6,3261,5341
Gujarat,Dahod,44,10,1,9,0,9,28,23,5,38,0,56,115,144,64,80,45,14,1,2,21,357,0,26,0,20,0,0,828,1759
Gujarat,Gandhinagar,25,14,0,8,0,8,15,11,4,2,1,31,134,416,186,230,32,11,50,3,7,282,2,16,3,90,0,176,1438,2756
Gujarat,Himatnagar,35,20,0,10,0,10,47,43,4,15,0,25,200,194,40,154,56,111,57,4,19,383,0,61,0,204,0,217,2395,4053
Gujarat,Jamnagar,42,13,3,8,0,8,32,27,5,4,0,24,176,372,144,228,41,35,30,6,14,447,0,26,4,171,0,3,2343,3794
Gujarat,Junagadh,40,31,0,9,0,9,57,41,16,12,0,44,259,476,179,297,88,71,63,1,26,525,13,49,9,368,0,203,2420,4764
Gujarat,Kheda North,53,9,3,8,0,8,24,22,2,9,0,23,124,394,123,271,45,50,58,5,10,374,0,27,0,139,0,196,2092,3643
Gujarat,Kutch,28,20,0,13,0,13,37,34,3,11,0,31,294,360,138,222,48,37,64,1,11,407,1,26,0,217,0,234,1798,3638
Gujarat,Mehsana,40,26,1,4,0,4,54,47,7,16,0,47,231,621,127,494,99,33,103,0,9,1058,2,25,0,185,0,154,1841,4549
Gujarat,Narmada,15,3,0,6,0,6,8,7,1,0,0,6,20,29,6,23,10,8,6,0,6,108,0,2,0,10,0,48,305,590
Gujarat,Navsari,26,2,0,5,0,5,7,7,0,3,2,8,77,147,64,83,9,31,14,2,3,113,1,5,0,19,0,0,725,1199
Gujarat,Palanpur,38,21,0,21,0,21,37,36,1,12,0,26,199,328,84,244,78,27,46,4,16,1082,0,33,1,133,0,180,1262,3544
Gujarat,Panchmahal,51,13,0,7,0,7,28,28,0,32,0,22,156,368,117,251,34,63,10,7,33,323,0,33,3,70,0,0,1053,2306
Gujarat,Patan,19,16,0,6,0,6,29,27,2,0,0,9,79,233,29,204,44,25,43,4,3,350,0,19,0,103,0,76,1128,2186
Gujarat,Porbandar,11,9,0,1,0,1,7,4,3,0,0,7,45,74,37,37,13,46,25,2,6,137,0,5,0,41,0,37,542,1008
Gujarat,Rajkot Commr.,37,16,0,9,0,9,39,32,7,6,2,24,332,1216,613,603,72,29,69,6,8,341,4,10,10,184,0,93,1832,4339
Gujarat,Rajkot Rural,36,22,0,17,0,17,41,41,0,10,1,24,256,326,91,235,66,64,15,1,15,526,3,47,4,265,0,255,2184,4178
Gujarat,Surat Commr.,74,8,5,24,0,24,72,47,25,31,1,61,317,1543,1063,480,62,46,140,10,9,467,17,21,6,102,0,383,732,4131
Gujarat,Surat Rural,47,12,0,14,0,14,13,13,0,23,1,24,78,154,98,56,18,20,26,0,3,248,3,11,2,33,0,398,1486,2614
Gujarat,Surendranagar,28,22,0,13,0,13,27,23,4,8,0,13,143,266,74,192,46,89,16,4,11,446,0,35,0,63,0,148,1472,2850
Gujarat,Vadodara Commr.,28,33,0,6,0,6,44,34,10,14,0,40,488,1414,709,705,164,88,268,3,16,305,0,10,8,140,0,125,2357,5551
Gujarat,Vadodara Rural,85,9,5,22,0,22,56,54,2,12,0,20,101,296,58,238,38,77,18,0,13,496,0,43,0,84,0,194,1573,3142
Gujarat,Valsad,36,13,0,9,0,9,22,16,6,13,3,34,229,346,150,196,35,35,45,4,10,230,0,12,0,40,0,0,1449,2565
Gujarat,W. Rly,13,4,0,3,0,3,3,0,3,6,0,109,16,1259,0,1259,10,12,33,2,2,23,0,9,10,4,0,0,758,2276
Gujarat,Total,1113,469,27,339,0,339,1133,905,228,360,15,1136,5828,18551,6931,11620,1599,1612,1726,122,388,12262,58,757,164,3955,0,3958,49897,105469
Haryana,Ambala,28,10,5,10,0,10,22,22,0,3,1,7,208,243,112,131,1,53,73,1,6,242,11,25,27,227,0,4,1018,2225
Haryana,Bhiwani,51,26,1,28,0,28,19,12,7,4,6,14,209,301,118,183,116,33,75,1,19,241,28,19,0,68,0,4,918,2181
Haryana,Faridabad,67,31,6,42,0,42,66,49,17,4,18,23,227,815,546,269,156,95,30,4,4,346,28,45,585,157,0,15,2821,5585
Haryana,Fatehabad,29,12,0,9,0,9,17,9,8,0,4,2,76,111,59,52,18,7,80,3,2,172,6,17,3,38,0,5,493,1104
