States/UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction of Women & Girls,Kidnapping & Abduction Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft Total,Auto theft,Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Rajasthan,Udaipur,61,75,9,45,0,45,105,88,17,0,3,43,309,630,209,421,247,28,343,2,29,1482,11,101,1,205,0,271,2418,6418
Rajasthan,Total,1221,1920,59,993,0,993,1993,1549,444,41,79,590,5227,17898,6723,11175,2290,613,8341,88,648,22606,361,2503,28,5997,0,5872,61549,140917
Sikkim,East,5,10,1,8,0,8,2,1,1,0,0,1,43,43,5,38,7,3,32,2,1,37,0,8,0,3,0,31,34,271
Sikkim,North,0,2,0,1,0,1,0,0,0,0,0,0,3,8,0,8,1,0,0,0,1,5,0,1,0,0,0,4,6,32
Sikkim,South,2,2,0,6,0,6,1,1,0,2,0,3,30,24,0,24,9,0,5,0,0,37,0,22,0,0,0,7,23,173
Sikkim,West,1,2,1,3,0,3,0,0,0,0,0,0,9,6,0,6,2,1,7,0,1,20,0,7,0,1,0,11,4,76
Sikkim,Total,8,16,2,18,0,18,3,2,1,2,0,4,85,81,5,76,19,4,44,2,3,99,0,38,0,4,0,53,67,552
Tamilnadu,Chennai,123,175,4,43,0,43,55,31,24,5,0,59,597,3063,594,2469,78,8,530,6,0,1124,30,82,102,236,0,1041,12766,20127
Tamilnadu,Chennai Rly.,1,1,0,0,0,0,0,0,0,1,0,2,3,92,0,92,9,5,4,0,0,31,0,3,1,2,0,4,214,373
Tamilnadu,Coimbatore Rural,87,122,0,33,0,33,47,18,29,4,0,35,333,1355,523,832,117,15,168,3,18,3608,8,165,35,147,0,819,2881,10000
Tamilnadu,Coimbatore Urban,19,20,1,6,0,6,4,3,1,2,0,31,153,896,263,633,194,32,109,1,1,120,3,21,5,31,0,184,2012,3845
Tamilnadu,Cuddalore,60,90,0,32,0,32,32,23,9,2,0,13,87,455,125,330,134,0,1,0,13,516,13,45,0,40,0,387,4538,6458
Tamilnadu,Dharmapuri,31,32,2,7,0,7,31,23,8,3,0,6,52,179,76,103,131,12,41,0,27,664,5,42,4,41,0,152,1265,2727
Tamilnadu,Dindigul,73,51,0,17,0,17,36,0,36,1,0,13,73,425,99,326,34,7,73,0,0,395,5,33,1,35,0,302,3255,4829
Tamilnadu,Erode,55,28,0,22,0,22,22,16,6,2,0,15,114,609,174,435,32,20,84,1,18,2295,5,72,11,63,0,498,2413,6379
Tamilnadu,Kanchipuram,42,62,0,18,0,18,29,0,29,4,0,19,90,430,70,360,38,0,0,0,9,346,12,43,13,10,0,38,3882,5085
Tamilnadu,Kanyakumari,30,41,3,13,0,13,16,16,0,2,0,3,110,260,21,239,6,5,124,2,12,311,1,15,0,40,0,169,1900,3063
Tamilnadu,Karur,23,25,1,6,0,6,15,12,3,2,0,9,57,257,72,185,23,2,19,0,12,233,5,8,7,26,0,216,1919,2865
Tamilnadu,Krishnagiri,42,21,1,10,0,10,30,26,4,7,0,14,95,349,175,174,184,10,60,0,25,773,10,47,34,28,0,305,2979,5024
Tamilnadu,Madurai Rural,36,70,0,24,0,24,36,32,4,2,0,19,100,440,45,395,89,7,62,0,15,1290,4,57,13,44,0,286,2786,5380
Tamilnadu,Madurai Urban,21,40,0,5,0,5,20,13,7,1,0,24,101,430,97,333,126,5,222,5,2,92,3,28,29,43,0,112,2075,3384
Tamilnadu,Nagapattinam,43,31,1,12,0,12,20,12,8,0,0,8,62,220,59,161,41,3,38,1,18,1437,2,45,6,19,0,145,1521,3673
Tamilnadu,Namakkal,29,26,0,0,0,0,35,33,2,1,0,6,52,194,70,124,72,4,19,4,11,1378,0,39,0,41,0,316,1083,3310
Tamilnadu,Nilgiris,11,21,0,13,0,13,9,8,1,1,0,2,73,120,8,112,16,3,12,1,0,209,0,32,0,6,0,0,1166,1695
Tamilnadu,Perambalur,34,34,0,19,0,19,19,16,3,1,0,12,57,190,71,119,63,7,37,0,9,691,3,51,3,21,0,129,1303,2683
Tamilnadu,Pudukottai,29,33,0,14,0,14,34,29,5,0,0,10,78,268,68,200,199,9,22,0,18,306,4,55,8,51,0,178,2436,3752
Tamilnadu,Ramnathapuram,29,28,1,5,0,5,17,14,3,1,0,3,49,125,24,101,42,8,56,0,16,416,4,28,3,29,0,108,1926,2894
Tamilnadu,Salem Rural,53,172,0,52,0,52,107,106,1,5,0,16,112,289,66,223,195,3,71,1,36,2590,14,218,0,154,0,338,1665,6091
Tamilnadu,Salem Urban,17,8,0,4,0,4,12,10,2,0,0,1,34,266,65,201,2,4,97,1,1,121,6,9,9,18,0,110,3305,4025
Tamilnadu,Sivagangai,15,40,2,2,0,2,9,7,2,5,0,3,78,237,49,188,15,2,43,0,9,258,8,8,10,28,0,114,1514,2400
Tamilnadu,Thanjavur,63,55,0,9,0,9,45,45,0,1,0,7,155,613,109,504,88,5,18,1,27,648,7,102,5,26,0,263,1957,4095
Tamilnadu,Theni,29,51,0,3,0,3,17,14,3,0,0,2,79,228,48,180,38,2,72,0,12,413,2,50,4,19,0,149,2057,3227
Tamilnadu,Thirunelveli Rural,75,108,4,27,0,27,26,26,0,3,0,9,83,374,22,352,0,6,30,2,19,1267,5,123,1,48,0,230,3090,5530
Tamilnadu,Thirunelveli Urban,14,43,0,2,0,2,10,6,4,1,0,4,30,158,20,138,0,2,50,1,3,72,1,7,29,6,0,53,705,1191
Tamilnadu,ThiruvAllur,27,19,1,15,0,15,21,21,0,4,0,7,77,191,23,168,58,1,12,0,5,1447,14,58,17,24,0,240,823,3061
Tamilnadu,Thiruvannamalai,33,18,0,26,0,26,35,35,0,0,0,5,48,345,43,302,121,7,88,2,17,1330,5,17,16,53,0,201,604,2971
Tamilnadu,Thiruvarur,16,20,0,4,0,4,11,4,7,1,0,2,65,234,38,196,31,13,23,0,13,1001,1,72,21,15,0,104,1417,3064
Tamilnadu,Thoothugudi,63,71,2,17,0,17,25,8,17,1,0,4,135,429,55,374,3,9,137,1,22,1376,3,10,105,59,0,191,1908,4571
Tamilnadu,Trichy Rly.,1,0,0,0,0,0,0,0,0,0,0,1,2,77,0,77,2,1,4,0,0,20,0,1,0,1,0,3,87,200
Tamilnadu,Trichy Rural,50,35,0,19,0,19,53,50,3,4,0,21,80,248,75,173,35,0,20,2,13,1084,7,12,7,43,0,265,1857,3855
Tamilnadu,Trichy Urban,18,10,0,1,0,1,7,4,3,2,0,11,75,315,58,257,3,3,74,0,3,702,2,17,74,23,0,120,1475,2935
Tamilnadu,Vellore,49,32,2,23,1,22,37,23,14,1,0,12,151,577,169,408,26,8,133,4,26,2229,12,54,0,28,0,357,2650,6411
Tamilnadu,Viluppuram,68,83,3,49,0,49,49,49,0,1,0,13,102,306,51,255,250,2,21,0,36,468,9,50,5,59,0,567,3818,5959
Tamilnadu,Virudhunagar,31,43,0,19,0,19,58,50,8,2,0,16,96,607,58,549,56,9,120,1,29,464,2,45,87,93,0,208,3242,5228
Tamilnadu,Total,1440,1759,28,571,1,570,1029,783,246,73,0,437,3738,15851,3583,12268,2551,239,2694,40,495,31725,215,1764,665,1650,0,8902,86494,162360
Tripura,Dhalai,12,5,0,15,0,15,21,8,13,9,0,5,19,22,0,22,30,4,2,1,2,47,1,13,0,29,0,21,70,328
Tripura,North,27,17,1,47,0,47,19,11,8,6,0,19,47,64,2,62,30,6,15,3,11,103,3,44,0,105,0,25,135,727
Tripura,South,21,14,0,42,0,42,21,12,9,1,0,11,47,110,21,89,31,9,15,4,5,144,11,65,0,129,0,33,228,941
Tripura,West,61,20,0,58,0,58,24,12,12,6,0,26,57,129,39,90,57,13,27,8,17,135,19,39,1,176,0,109,378,1360
Tripura,Total,121,56,1,162,0,162,85,43,42,22,0,61,170,325,62,263,148,32,59,16,35,429,34,161,1,439,0,188,811,3356
Uttar Pradesh,Agra,115,126,34,29,0,29,120,77,43,10,2,71,169,1087,678,409,197,97,158,3,12,421,38,80,162,232,0,368,1268,4799
Uttar Pradesh,Aligarh,176,200,20,61,0,61,112,84,28,5,12,80,123,885,413,472,226,98,189,2,62,337,43,38,43,226,0,245,983,4166
Uttar Pradesh,Allahabad,144,118,48,17,0,17,67,50,17,4,0,48,198,487,246,241,120,58,162,7,25,284,40,30,47,117,0,272,1224,3517
Uttar Pradesh,Ambedkar Nagar,47,41,13,11,0,11,32,31,1,1,0,25,44,123,28,95,20,29,33,3,6,158,13,14,9,42,0,13,209,886
Uttar Pradesh,Auraiya,55,44,5,9,0,9,36,22,14,9,0,26,31,72,18,54,31,16,21,0,12,162,22,15,8,26,0,74,288,962
Uttar Pradesh,Azamgarh,84,91,21,10,0,10,34,32,2,7,0,68,85,185,62,123,109,32,64,9,5,286,27,26,24,156,0,5,702,2030
Uttar Pradesh,Badaun,179,182,32,22,0,22,77,60,17,5,0,27,42,179,27,152,32,57,15,0,18,178,32,39,22,47,0,7,811,2003
Uttar Pradesh,Baghpat,83,69,7,13,0,13,33,26,7,6,0,31,23,128,55,73,55,13,30,0,0,129,10,15,19,74,0,90,174,1002
Uttar Pradesh,Bahraich,50,43,19,25,0,25,41,39,2,0,18,16,55,121,21,100,44,40,38,1,10,179,21,20,38,21,0,65,299,1164
Uttar Pradesh,Ballia,36,52,21,2,0,2,8,4,4,2,1,14,51,95,30,65,67,12,28,1,5,142,12,7,5,11,0,67,224,863
Uttar Pradesh,Balrampur,16,13,6,6,0,6,5,5,0,1,0,3,17,44,8,36,7,8,11,1,0,54,4,9,4,7,0,14,79,309
Uttar Pradesh,Banda,65,34,16,16,0,16,16,10,6,1,0,13,39,92,21,71,29,18,51,0,7,87,22,32,5,12,0,3,451,1009
Uttar Pradesh,Barabanki,49,66,12,30,0,30,35,29,6,7,0,22,79,197,37,160,44,42,11,1,3,220,21,29,35,59,0,121,555,1638
Uttar Pradesh,Bareilly,224,209,32,48,0,48,107,81,26,14,2,66,119,506,174,332,108,82,206,12,11,449,37,89,74,210,0,252,1163,4020
Uttar Pradesh,Basti,25,20,11,13,0,13,13,13,0,2,1,10,26,107,39,68,19,18,33,1,0,130,7,8,20,22,0,86,250,822
Uttar Pradesh,Bijnor,62,51,15,22,0,22,35,26,9,3,1,20,36,215,63,152,31,15,70,1,2,74,26,26,45,60,0,97,527,1434
Uttar Pradesh,Bulandshahar,198,124,20,33,0,33,81,60,21,5,0,54,57,347,100,247,65,28,61,1,10,305,41,62,116,106,0,226,783,2723
Uttar Pradesh,Chandoli,29,24,12,6,0,6,6,3,3,2,1,7,17,43,18,25,9,12,18,0,0,22,9,5,50,10,0,0,202,484
Uttar Pradesh,Chitrakoot Dham,23,10,8,10,0,10,9,0,9,1,1,1,11,21,9,12,7,10,9,0,6,47,12,12,0,6,0,36,166,406
Uttar Pradesh,Deoria,39,36,21,7,0,7,19,17,2,0,0,16,36,100,44,56,57,22,38,2,8,127,17,7,5,27,0,93,383,1060
Uttar Pradesh,Etah,145,183,47,16,0,16,59,33,26,0,0,24,65,196,111,85,74,45,40,0,18,210,43,34,26,62,0,168,486,1941
Uttar Pradesh,Etawah,67,59,7,12,0,12,71,28,43,3,0,25,35,96,59,37,13,20,50,1,11,70,29,20,35,26,0,137,817,1604
Uttar Pradesh,Faizabad,55,43,13,11,0,11,35,33,2,1,0,21,66,135,43,92,35,63,30,1,6,144,15,13,29,48,0,113,349,1226
Uttar Pradesh,Fatehgarh,70,68,8,10,0,10,31,20,11,1,0,16,21,75,22,53,16,11,16,1,0,52,14,7,15,26,0,2,305,765
Uttar Pradesh,Fatehpur,92,41,36,7,0,7,28,18,10,2,0,16,27,80,22,58,7,9,22,1,0,157,22,11,9,21,0,124,430,1142
Uttar Pradesh,Firozabad,122,117,34,17,0,17,71,44,27,4,1,55,58,358,216,142,52,26,35,2,6,312,48,16,42,57,0,4,709,2146
Uttar Pradesh,G.R.P.,15,16,2,3,0,3,4,1,3,10,1,32,4,1102,68,1034,13,39,63,0,0,9,1,15,26,0,0,2,645,2002
Uttar Pradesh,Gautambudh Nagar,69,58,15,18,0,18,51,42,9,6,1,41,88,962,564,398,64,49,173,4,1,19,14,28,43,45,0,252,168,2169
Uttar Pradesh,Ghaziabad,183,135,35,24,0,24,103,79,24,6,0,38,100,1387,844,543,52,78,277,14,2,75,33,26,92,147,0,381,1068,4256
Uttar Pradesh,Ghazipur,48,45,16,2,0,2,8,3,5,1,0,27,43,102,44,58,68,22,35,6,6,156,19,7,20,35,0,2,204,872
Uttar Pradesh,Gonda,31,59,32,12,0,12,18,15,3,1,1,16,66,139,46,93,34,21,39,2,3,110,26,14,23,6,0,0,346,999
Uttar Pradesh,Gorakhpur,94,67,41,24,0,24,29,27,2,5,1,39,120,367,166,201,104,60,61,14,0,266,16,22,25,18,0,221,599,2193
Uttar Pradesh,Hamirpur,48,26,23,9,0,9,14,10,4,0,0,3,29,53,10,43,19,16,9,0,0,49,6,17,11,10,0,0,289,631
Uttar Pradesh,Hardoi,91,52,46,31,0,31,45,32,13,1,0,24,48,209,43,166,21,21,63,1,1,311,25,51,48,47,0,134,644,1914
Uttar Pradesh,Hathras,65,88,11,12,0,12,29,20,9,7,0,41,49,276,114,162,92,45,33,2,2,176,20,34,35,86,0,50,493,1646
Uttar Pradesh,J.p.nagar,66,40,11,22,0,22,17,14,3,3,1,16,46,131,42,89,39,11,21,3,0,39,8,30,40,20,0,119,449,1132
Uttar Pradesh,Jalaun,59,33,12,3,0,3,14,8,6,1,1,10,31,85,32,53,17,7,17,1,4,5,21,13,37,17,0,77,1087,1552
Uttar Pradesh,Jaunpur,41,59,37,13,0,13,24,21,3,1,1,32,51,150,61,89,37,22,39,1,0,181,26,15,32,40,0,132,367,1301
Uttar Pradesh,Jhansi,50,19,27,3,0,3,11,9,2,0,3,15,27,126,59,67,16,13,44,7,6,56,13,14,37,38,0,42,303,870
Uttar Pradesh,Kannauj,61,55,16,5,0,5,38,27,11,2,0,11,31,84,24,60,22,21,33,1,4,22,10,20,13,62,0,106,313,930
Uttar Pradesh,Kanpur Dehat,49,34,22,8,0,8,61,44,17,3,0,11,40,139,17,122,75,24,30,0,3,246,26,32,20,53,0,129,449,1454
Uttar Pradesh,Kanpur Nagar,150,91,40,18,0,18,107,90,17,11,2,45,137,803,526,277,94,141,218,8,5,261,51,43,227,205,0,328,733,3718
Uttar Pradesh,Kaushambi,70,25,18,9,0,9,11,7,4,6,0,19,31,43,8,35,35,9,20,0,0,85,13,11,7,21,0,76,214,723
Uttar Pradesh,Khiri,131,141,33,45,0,45,69,58,11,2,6,25,64,235,63,172,51,19,56,2,3,388,61,55,70,63,0,134,604,2257
Uttar Pradesh,Kushi Nagar,41,35,33,6,0,6,22,16,6,1,0,4,35,110,32,78,74,21,32,2,8,221,16,11,32,23,0,124,255,1106
Uttar Pradesh,Lalitpur,21,3,13,1,0,1,2,1,1,0,1,0,10,22,9,13,8,10,6,0,0,13,1,4,32,4,0,17,119,287
Uttar Pradesh,Lucknow,194,156,38,51,0,51,150,136,14,8,2,102,477,2340,1135,1205,244,232,432,58,1,64,44,71,204,281,0,392,2466,8007
Uttar Pradesh,Maharajganj,30,13,17,9,0,9,15,14,1,0,0,10,30,48,10,38,30,14,22,1,0,87,9,14,21,6,0,68,119,563
Uttar Pradesh,Mahoba,43,13,8,4,0,4,1,1,0,0,0,0,12,28,6,22,15,3,10,0,0,43,4,3,12,2,0,30,168,399
Uttar Pradesh,Mainpuri,111,121,18,5,0,5,41,22,19,3,4,28,38,139,76,63,61,20,29,2,0,193,22,8,5,17,0,8,564,1437
Uttar Pradesh,Mathura,90,128,26,18,0,18,54,44,10,7,1,44,79,464,266,198,93,58,136,7,17,170,23,31,63,74,0,257,692,2532
Uttar Pradesh,Mau,34,41,17,5,0,5,8,6,2,0,0,20,49,77,16,61,81,21,31,3,3,88,10,10,47,29,0,64,146,784
Uttar Pradesh,Meerut,199,208,16,37,0,37,139,97,42,16,2,110,195,1038,524,514,135,89,160,7,2,61,34,66,121,303,0,209,1200,4347
Uttar Pradesh,Mirzapur,50,21,14,6,0,6,10,7,3,10,1,19,48,118,24,94,18,23,28,1,0,174,26,11,11,29,0,121,159,898
Uttar Pradesh,Moradabad,168,169,29,52,0,52,98,88,10,10,5,65,106,574,189,385,107,54,117,11,0,94,38,95,135,209,0,142,1221,3499
Uttar Pradesh,Muzaffarnagar,207,187,24,44,0,44,80,52,28,20,1,105,115,606,229,377,131,63,104,7,0,12,20,46,113,156,0,0,1191,3232
Uttar Pradesh,Pilibhit,59,59,16,24,0,24,37,28,9,7,0,16,25,89,20,69,14,30,52,3,0,2,20,23,33,15,0,42,672,1238
Uttar Pradesh,Pratapgarh,60,74,24,15,0,15,37,33,4,3,0,17,73,170,46,124,77,31,56,1,10,233,23,17,4,51,0,66,397,1439
Uttar Pradesh,Raibareilly,72,81,21,26,0,26,41,41,0,5,0,25,57,247,55,192,63,25,33,0,4,320,18,47,27,167,0,111,381,1771
Uttar Pradesh,Rampur,69,57,14,17,0,17,33,29,4,6,0,12,42,169,48,121,44,35,88,5,3,24,13,22,3,4,0,69,479,1208
Uttar Pradesh,Saharanpur,84,117,20,15,0,15,31,25,6,2,0,34,75,374,144,230,87,65,178,6,0,31,19,35,74,119,0,125,902,2393
Uttar Pradesh,Sant Kabirnagar,16,12,2,3,0,3,16,16,0,1,0,10,25,50,12,38,25,8,5,3,KABIRNAGAR,1,65,6,2,15,11,0,16,116
Uttar Pradesh,Shahjahanpur,139,120,14,26,0,26,55,37,18,8,0,33,46,186,45,141,35,25,53,5,5,149,25,40,25,22,0,127,684,1822
Uttar Pradesh,Shrawasti,21,14,9,6,0,6,13,13,0,0,10,9,25,36,2,34,9,8,7,0,1,64,6,5,7,8,0,11,68,337
Uttar Pradesh,Sidharthnagar,17,15,10,4,0,4,19,19,0,3,0,7,45,77,35,42,22,14,26,2,0,76,12,13,40,13,0,41,221,677
Uttar Pradesh,Sitapur,142,627,43,51,0,51,89,86,3,5,0,57,104,471,76,395,70,68,109,1,36,391,70,72,31,142,0,187,402,3168
Uttar Pradesh,Sonbhadra,24,17,19,8,0,8,7,5,2,1,0,5,29,57,17,40,10,16,32,5,6,60,10,6,20,11,0,95,81,519
Uttar Pradesh,St.ravidasnagar,17,21,7,1,0,1,2,2,0,5,0,13,41,71,24,47,25,10,20,0,3,75,8,3,17,31,0,48,66,484
Uttar Pradesh,Sultanpur,57,88,36,16,0,16,33,24,9,1,2,21,71,212,66,146,20,18,20,0,0,185,14,14,21,38,0,77,353,1297
Uttar Pradesh,Unnao,102,68,50,35,0,35,54,43,11,2,0,25,70,185,58,127,51,15,44,1,1,213,40,47,32,72,0,47,614,1768
Uttar Pradesh,Varanasi,73,65,27,8,0,8,34,19,15,0,2,38,99,370,188,182,50,49,56,13,14,81,19,8,43,44,0,45,610,1748
Uttar Pradesh,Total,5711,5637,1520,1217,0,1217,2955,2256,699,286,89,2049,4556,20695,8647,12048,3926,2524,4556,261,398,10379,1564,1835,2881,4505,0,7406,37158,122108
Uttaranchal,Almora,22,7,0,6,0,6,6,6,0,0,0,17,16,48,4,44,6,0,8,2,2,32,6,4,2,6,0,13,51,254
Uttaranchal,Bageshwar,10,5,0,7,0,7,2,0,2,0,0,5,5,17,0,17,0,0,0,0,2,10,1,1,1,0,0,5,35,106
Uttaranchal,Chamoli,9,4,2,4,0,4,5,3,2,0,0,1,44,17,0,17,14,3,1,0,1,15,6,3,4,1,0,17,97,248
Uttaranchal,Champawat,7,0,0,1,0,1,3,2,1,1,0,6,0,17,2,15,7,1,0,0,1,8,3,2,0,2,0,12,37,108
Uttaranchal,Dehradun,42,39,5,23,0,23,45,39,6,3,0,24,123,446,161,285,108,43,167,3,6,63,8,13,47,86,0,137,414,1845
Uttaranchal,Haridwar,65,56,5,32,0,32,54,38,16,18,0,41,88,455,181,274,66,29,90,11,6,351,7,20,34,73,0,144,155,1800
Uttaranchal,Nainital,31,29,5,7,0,7,16,16,0,11,0,19,57,161,50,111,45,12,22,3,0,37,13,6,0,18,0,69,310,871
Uttaranchal,Pauri Garhwal,17,6,3,7,0,7,4,4,0,1,0,3,45,64,14,50,11,7,9,0,2,77,1,8,0,11,0,30,81,387
Uttaranchal,Pithoragarh,8,4,2,7,0,7,4,0,4,1,0,7,23,28,0,28,10,8,11,0,1,15,4,6,0,10,0,0,105,254
Uttaranchal,Rudra Prayag,11,4,2,2,0,2,4,3,1,2,0,3,24,11,0,11,7,1,1,0,3,11,3,5,1,0,0,13,29,137
Uttaranchal,Tehri Garhwal,11,10,0,9,0,9,8,8,0,0,0,2,16,24,2,22,15,7,10,0,0,11,6,1,0,10,0,22,86,248
Uttaranchal,Udhamsingh Nagar,40,34,4,21,0,21,47,1,46,11,0,31,62,309,118,191,130,23,74,3,0,111,5,23,0,51,0,0,582,1561
Uttaranchal,Uttarkashi,6,4,2,7,0,7,5,5,0,0,0,0,18,33,1,32,14,10,3,0,0,4,0,8,0,4,0,0,96,214
Uttaranchal,Total,279,202,30,133,0,133,203,125,78,48,0,159,521,1630,533,1097,433,144,396,22,24,745,63,100,89,272,0,462,2078,8033
West Bengal,24 Parganas North,168,70,38,217,0,217,211,153,58,18,196,39,78,1564,493,1071,203,74,128,14,0,113,71,151,5,886,0,7,3707,7958
West Bengal,24 Parganas South,131,8,39,136,0,136,118,117,1,17,242,21,237,1071,257,814,246,0,93,2,6,0,64,123,2,915,0,42,3211,6724
West Bengal,Asansol,27,2,2,9,0,9,14,14,0,3,23,7,15,158,93,65,69,14,13,3,1,40,4,10,0,340,0,105,358,1217
West Bengal,Bankura,53,6,10,43,0,43,27,27,0,25,5,28,13,280,18,262,72,5,25,1,7,173,22,54,0,149,0,112,432,1542
West Bengal,Birbhum,47,19,16,78,0,78,41,37,4,11,38,31,15,231,37,194,189,7,14,8,10,77,5,42,0,160,0,160,481,1680
West Bengal,Burdwan,110,10,26,113,0,113,53,52,1,13,79,26,29,532,100,432,209,12,62,4,6,98,40,56,0,230,0,260,2534,4502
West Bengal,Coochbehar,33,7,6,82,0,82,30,30,0,1,3,3,3,119,20,99,20,7,26,4,5,43,8,76,0,203,0,94,504,1277
West Bengal,Dakshin Dinajpur,27,5,15,28,0,28,33,27,6,2,11,9,5,100,6,94,24,6,11,1,1,34,20,45,1,141,0,67,357,943
West Bengal,Darjeeling,50,4,18,39,0,39,17,17,0,3,41,7,4,333,60,273,23,19,9,3,6,207,1,39,2,81,0,115,427,1448
West Bengal,Hooghly,58,6,23,42,0,42,32,30,2,9,130,21,64,469,69,400,337,13,51,4,9,239,5,31,0,539,0,232,956,3270
West Bengal,Howrah,50,2,7,41,0,41,34,27,7,5,20,5,3,141,32,109,78,6,49,2,3,103,9,38,2,243,0,169,648,1658
West Bengal,Howrah City,31,4,11,20,0,20,21,12,9,3,85,30,8,485,176,309,63,8,67,3,2,168,9,18,0,157,0,112,1076,2381
West Bengal,Howrah G.R.P.,7,6,2,0,0,0,8,4,4,1,97,1,0,281,2,279,12,0,22,1,0,8,0,4,2,0,1,1,115,569
West Bengal,Jalpaiguri,87,22,42,108,0,108,61,48,13,9,17,20,40,712,79,633,53,50,11,6,3,254,15,103,1,237,0,156,879,2886
West Bengal,Kharagpur G.R.P.,2,0,2,1,0,1,1,0,1,2,2,2,0,109,0,109,3,1,1,0,0,3,0,3,0,0,0,3,15,150
West Bengal,Kolkata,43,73,16,13,0,13,82,66,16,17,59,55,130,2639,548,2091,183,215,935,11,0,1032,6,148,35,236,0,486,2977,9391
West Bengal,Malda,61,55,21,96,0,96,44,36,8,7,6,18,20,335,111,224,64,0,8,10,0,66,3,137,0,287,0,0,1003,2241
West Bengal,Murshidabad,115,23,46,236,0,236,121,110,11,7,19,18,17,536,99,437,139,15,64,16,6,577,35,223,1,696,0,232,910,4052
West Bengal,Nadia,100,0,12,148,0,148,102,97,5,11,53,15,2,772,129,643,233,0,44,9,4,628,48,95,3,545,60,175,1395,4454
West Bengal,Paschim Midnapur,79,38,14,92,0,92,45,44,1,25,18,27,35,353,36,317,184,23,30,0,7,54,21,57,0,300,0,2,1312,2716
West Bengal,Purab Midnapur,42,19,17,54,0,54,54,53,1,7,44,8,8,219,30,189,155,45,46,0,4,17,34,28,0,325,0,6,1031,2163
West Bengal,Purulia,61,0,9,34,0,34,8,8,0,3,23,14,4,143,3,140,43,5,23,0,0,0,8,37,0,108,0,0,511,1034
West Bengal,Sealdah G.R.P.,20,4,2,3,0,3,9,4,5,0,9,4,0,188,0,188,3,1,11,2,0,5,1,5,0,0,0,1,36,304
West Bengal,Siliguri G.R.P.,2,0,1,0,0,0,2,2,0,1,0,1,0,98,0,98,0,1,0,0,0,0,0,2,0,0,0,0,33,141
West Bengal,Uttar Dinajpur,49,51,13,53,0,53,39,24,15,11,1,16,9,256,37,219,30,1,17,3,12,186,17,47,0,158,0,200,536,1705
West Bengal,Total,1453,434,408,1686,0,1686,1207,1039,168,211,1221,426,739,12124,2435,9689,2635,528,1760,107,92,4125,446,1572,54,6936,61,2737,25444,66406
A& N Islands,Andaman,14,3,3,4,0,4,2,1,1,0,0,4,67,88,6,82,4,8,13,0,6,77,0,10,1,5,0,3,354,666
A& N Islands,Nicobar,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,2,0,1,0,0,0,0,8,16
A& N Islands,Total,14,3,3,4,0,4,2,1,1,0,0,4,68,92,6,86,4,8,13,0,6,79,0,11,1,5,0,3,362,682
Chandigarh,Chandigarh,18,15,4,33,0,33,54,45,9,0,2,12,223,1373,579,794,43,41,161,0,1,57,3,31,9,75,0,9,969,3133
Chandigarh,Total,18,15,4,33,0,33,54,45,9,0,2,12,223,1373,579,794,43,41,161,0,1,57,3,31,9,75,0,9,969,3133
D & N Haveli,D & N Haveli,7,5,0,5,0,5,13,9,4,3,0,2,25,74,17,57,18,12,10,4,1,33,0,5,0,5,0,17,195,434
D & N Haveli,Total,7,5,0,5,0,5,13,9,4,3,0,2,25,74,17,57,18,12,10,4,1,33,0,5,0,5,0,17,195,434
Daman & Diu,Daman,4,2,0,2,0,2,4,2,2,3,0,0,29,42,24,18,16,5,2,3,1,12,1,1,0,1,0,21,44,193
Daman & Diu,Diu,1,0,0,0,0,0,0,0,0,1,0,0,8,8,3,5,3,1,1,4,0,4,0,0,0,2,0,3,14,50
Daman & Diu,Total,5,2,0,2,0,2,4,2,2,4,0,0,37,50,27,23,19,6,3,7,1,16,1,1,0,3,0,24,58,243
Delhi,Central,23,28,3,20,0,20,52,32,20,1,9,20,57,1192,492,700,1,39,164,5,5,182,4,40,26,48,1,9,1600,3529
Delhi,Drp,16,4,1,2,0,2,4,1,3,0,1,6,2,1053,15,1038,1,3,15,0,2,9,1,5,1,0,0,0,75,1201
Delhi,East,31,38,2,59,0,59,153,129,24,1,28,58,187,2030,1146,884,8,32,140,2,1,255,12,105,16,178,0,59,2058,5453
Delhi,IGI Airport,1,0,0,1,0,1,4,0,4,0,0,2,0,80,19,61,0,0,612,0,0,3,0,1,0,0,0,0,112,816
Delhi,New Delhi,10,11,3,6,0,6,19,15,4,0,2,13,42,803,236,567,9,32,236,8,1,40,2,26,24,9,0,91,908,2295
Delhi,North,24,23,1,22,0,22,78,49,29,3,15,34,86,900,310,590,5,50,140,5,3,122,2,45,7,96,0,0,1645,3306
Delhi,North-east,51,63,8,106,0,106,212,151,61,4,24,60,186,1266,718,548,6,28,124,2,4,258,29,79,23,140,0,176,2000,4849
