States/UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction of Women & Girls,Kidnapping & Abduction Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft Total,Auto theft,Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Haryana,Bhiwani,47,18,3,18,0,18,24,22,2,3,6,19,190,389,180,209,134,30,52,0,6,262,19,20,16,87,0,5,836,2184
Haryana,Faridabad,76,44,4,39,0,39,91,67,24,2,30,30,285,1130,876,254,190,126,43,4,8,349,18,42,253,188,0,23,2076,5051
Haryana,Fatehabad,21,14,1,9,0,9,20,15,5,0,1,6,108,157,93,64,11,11,116,1,4,185,5,17,8,66,0,4,517,1282
Haryana,G.R.P.,13,8,1,2,0,2,2,2,0,1,1,5,3,195,0,195,11,4,5,0,0,21,7,2,116,0,0,17,445,859
Haryana,Gurgaon,65,38,6,17,0,17,38,22,16,8,10,40,413,1462,1112,350,67,45,124,0,5,121,10,20,31,71,0,15,1363,3969
Haryana,Hissar,51,50,2,25,0,25,22,9,13,3,9,28,248,526,272,254,45,15,148,1,10,333,19,31,6,139,0,0,998,2709
Haryana,Jhajjar,60,32,4,13,0,13,14,10,4,1,8,28,96,203,98,105,53,28,37,0,5,115,11,16,20,86,0,127,386,1343
Haryana,Jind,37,27,2,14,0,14,12,6,6,1,4,10,73,210,119,91,69,27,20,3,7,125,17,2,17,35,0,2,517,1231
Haryana,Kaithal,23,18,3,19,0,19,11,9,2,1,3,6,120,197,72,125,0,48,21,3,2,211,6,9,0,115,0,3,467,1286
Haryana,Karnal,46,31,8,50,0,50,31,19,12,5,10,27,215,648,299,349,44,12,128,6,4,776,14,39,2,236,0,235,423,2990
Haryana,Kurukshetra,25,15,2,24,0,24,15,9,6,16,2,18,220,412,171,241,0,4,39,3,6,180,5,24,15,99,0,0,1040,2164
Haryana,Mahendragarh,12,7,2,15,0,15,13,9,4,2,0,6,71,126,57,69,49,23,6,0,5,120,6,13,0,20,0,3,585,1084
Haryana,Mewat,19,34,1,34,0,34,9,3,6,14,21,10,37,223,127,96,91,10,33,1,8,183,7,12,5,112,0,1,702,1567
Haryana,Panchkula,9,2,0,8,0,8,15,13,2,0,0,3,139,227,120,107,4,7,73,0,0,31,2,7,18,65,0,90,500,1200
Haryana,Panipat,42,19,7,56,0,56,35,21,14,9,8,34,176,583,376,207,32,37,13,3,4,164,11,11,10,127,0,182,575,2138
Haryana,Rewari,33,11,1,13,0,13,20,19,1,10,1,16,117,256,141,115,36,33,20,0,11,160,9,21,10,50,0,3,922,1753
Haryana,Rohtak,48,48,1,29,0,29,16,10,6,3,6,31,209,425,267,158,37,15,81,2,9,178,9,17,32,79,0,158,570,2003
Haryana,Sirsa,31,23,2,15,0,15,16,10,6,3,2,11,186,256,106,150,16,9,50,0,6,330,10,17,0,119,0,3,562,1667
Haryana,Sonipat,73,42,1,28,0,28,39,29,10,2,12,35,178,464,231,233,8,20,74,1,6,287,14,21,22,124,0,210,752,2413
Haryana,Yamunanagar,29,16,4,14,0,14,25,21,4,3,2,12,174,330,201,129,0,10,55,2,5,184,4,20,0,127,0,0,691,1707
Haryana,Total,784,513,57,461,0,461,492,344,148,88,138,390,3437,8694,5034,3660,899,562,1204,31,119,4569,212,380,597,2075,0,1083,15879,42664
Himachal Pradesh,Bilaspur,13,7,3,8,0,8,9,6,3,1,0,1,34,59,11,48,28,8,22,1,20,58,0,30,0,27,0,44,792,1165
Himachal Pradesh,Chamba,9,8,1,12,0,12,8,8,0,0,0,1,110,36,4,32,12,1,1,1,11,58,1,20,0,10,0,31,249,580
Himachal Pradesh,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10
Himachal Pradesh,Hamirpur,4,2,3,4,0,4,4,4,0,0,0,0,52,42,9,33,32,11,20,1,10,245,0,11,4,21,0,35,482,983
Himachal Pradesh,Kangra,21,13,6,23,0,23,22,18,4,2,0,4,95,99,23,76,97,3,31,1,15,218,0,27,8,48,0,1,1289,2023
Himachal Pradesh,Kinnaur,3,1,0,4,0,4,3,3,0,1,0,1,36,10,0,10,10,0,0,0,0,14,0,6,1,6,0,14,121,231
Himachal Pradesh,Kullu,10,13,1,19,0,19,24,24,0,1,0,8,82,77,9,68,49,2,4,0,2,52,0,23,0,12,0,43,448,870
Himachal Pradesh,Lahaul-spiti,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,1,0,0,0,3,0,0,0,1,0,9,34,51
Himachal Pradesh,Mandi,7,12,1,8,0,8,10,8,2,0,0,2,65,62,22,40,46,5,16,0,16,156,0,70,4,20,0,62,1150,1712
Himachal Pradesh,Shimla,15,6,1,32,0,32,14,10,4,0,0,3,94,147,31,116,122,32,36,0,8,78,0,51,7,29,0,78,1256,2009
Himachal Pradesh,Sirmaur,12,5,0,11,0,11,9,8,1,0,0,0,33,33,12,21,58,2,11,0,4,40,0,20,4,21,0,50,407,720
Himachal Pradesh,Solan,6,8,6,15,0,15,9,8,1,0,0,2,42,63,24,39,65,11,9,0,5,345,1,22,1,19,0,71,536,1236
Himachal Pradesh,Una,10,4,0,5,0,5,5,4,1,1,0,0,51,61,21,40,39,6,13,2,6,92,0,6,0,14,0,42,398,755
Himachal Pradesh,Total,110,79,22,141,0,141,118,102,16,6,0,22,696,696,166,530,558,82,163,6,97,1359,2,286,29,228,0,480,7165,12345
Jammu & Kashmir,Anantnag,37,49,5,9,0,9,83,78,5,4,0,22,146,122,28,94,47,12,19,1,29,19,0,63,35,1,0,23,804,1530
Jammu & Kashmir,Awantipora,29,7,0,7,0,7,11,9,2,0,0,1,37,50,5,45,17,0,9,1,0,0,0,25,3,0,0,0,213,410
Jammu & Kashmir,Baramulla,78,93,4,16,0,16,109,97,12,0,0,11,156,166,13,153,134,10,13,10,24,15,0,166,36,0,0,0,660,1701
Jammu & Kashmir,Border,7,15,0,5,0,5,9,8,1,0,0,0,21,24,5,19,19,2,3,2,2,8,0,7,5,0,0,33,360,522
Jammu & Kashmir,Budgam,27,29,3,6,0,6,63,55,8,1,0,2,82,141,20,121,118,3,9,3,13,5,0,75,17,0,0,22,346,965
Jammu & Kashmir,Crime Jammu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,46
Jammu & Kashmir,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,0,0,0,0,0,0,0,0,0,1,93
Jammu & Kashmir,Doda,66,82,1,7,0,7,14,14,0,0,0,0,43,48,3,45,24,6,3,0,15,36,0,6,2,1,0,27,302,683
Jammu & Kashmir,Ganderbal,13,3,1,5,0,5,39,38,1,0,0,7,35,60,5,55,52,4,7,0,16,1,0,42,4,0,0,11,198,498
Jammu & Kashmir,Handwara,17,40,1,10,0,10,30,27,3,0,0,6,32,41,0,41,41,0,11,0,5,6,0,44,3,1,0,1,205,494
Jammu & Kashmir,Jammu,22,58,9,20,0,20,42,40,2,1,0,1,180,382,208,174,69,17,64,1,9,32,4,22,36,28,0,149,1939,3085
Jammu & Kashmir,Kargil,0,0,0,1,0,1,2,2,0,0,0,0,5,4,0,4,2,3,3,0,1,0,0,3,0,0,0,9,60,93
Jammu & Kashmir,Kathua,12,29,1,12,0,12,16,12,4,0,0,2,44,23,4,19,15,6,2,0,6,23,0,7,8,4,0,68,689,967
Jammu & Kashmir,Kulgam,39,7,1,12,0,12,43,35,8,0,0,11,51,55,9,46,60,1,8,1,9,7,0,22,3,1,0,12,241,584
Jammu & Kashmir,Kupwara,22,60,1,11,0,11,40,33,7,0,0,0,55,49,1,48,96,8,7,4,16,1,0,40,5,0,0,0,260,675
Jammu & Kashmir,Leh,1,1,1,5,0,5,3,3,0,0,0,0,11,9,1,8,13,1,3,0,0,0,0,4,0,0,0,0,122,174
Jammu & Kashmir,Poonch,35,85,1,7,0,7,16,14,2,0,0,0,22,60,0,60,50,5,8,0,10,30,0,11,1,7,0,10,283,641
Jammu & Kashmir,Pulwama,42,70,1,7,0,7,37,36,1,1,0,14,57,109,17,92,191,3,10,2,10,71,0,40,4,0,0,13,240,922
Jammu & Kashmir,Railways,0,1,0,0,0,0,1,1,0,0,0,0,0,9,0,9,0,0,0,0,1,0,0,0,0,0,0,1,8,21
Jammu & Kashmir,Rajouri,51,63,0,21,0,21,23,23,0,0,0,2,46,61,6,55,91,3,13,0,29,39,0,15,7,14,0,36,654,1168
Jammu & Kashmir,Ramban,50,42,1,6,0,6,12,10,2,2,0,0,25,43,0,43,14,1,9,0,9,8,0,4,1,4,0,1,416,648
Jammu & Kashmir,Reasi,33,32,1,1,0,1,12,11,1,0,0,0,27,20,1,19,0,1,1,1,6,3,0,2,3,1,0,0,172,316
Jammu & Kashmir,Srinagar,52,116,5,18,0,18,132,103,29,4,0,36,279,361,171,190,147,15,63,3,29,36,0,219,181,11,0,44,1132,2883
Jammu & Kashmir,Udhampur,12,23,0,15,0,15,11,9,2,0,0,1,43,64,7,57,22,9,10,0,1,15,1,13,17,3,0,2,734,996
Jammu & Kashmir,Total,647,905,37,201,0,201,748,658,90,13,0,116,1397,1901,504,1397,1222,117,403,29,240,355,5,830,371,76,0,462,10040,20115
Jharkhand,Bokaro,49,13,0,36,0,36,43,41,2,34,0,45,186,576,90,486,128,0,55,0,25,0,19,0,7,47,0,15,1133,2411
Jharkhand,Chaibasa,115,54,2,53,0,53,2,0,2,11,2,21,16,140,0,140,27,11,11,0,5,68,0,2,7,11,0,8,438,1004
Jharkhand,Chatra,27,0,0,11,0,11,9,2,7,15,0,20,16,88,2,86,82,0,2,0,1,0,14,1,0,3,0,10,417,716
Jharkhand,Deoghar,51,56,1,46,0,46,10,1,9,10,0,15,119,166,15,151,164,14,29,0,7,199,3,15,2,19,0,11,448,1385
Jharkhand,Dhanbad,97,65,12,32,0,32,68,58,10,71,3,52,179,722,154,568,296,24,79,1,8,481,48,16,7,31,0,7,1346,3645
Jharkhand,Dhanbad Rly.,5,0,0,2,0,2,2,1,1,22,0,22,4,18,2,16,4,2,3,0,0,0,3,0,0,0,0,2,14,103
Jharkhand,Dumka,52,18,7,38,0,38,23,9,14,10,0,5,71,176,37,139,135,4,16,0,23,146,12,11,7,38,3,65,711,1571
Jharkhand,Garhwa,47,5,0,17,0,17,20,0,20,8,0,17,46,77,0,77,132,0,20,0,0,8,17,0,2,15,0,7,526,964
Jharkhand,Giridih,63,101,2,28,0,28,41,39,2,53,3,36,119,306,12,294,222,7,13,0,4,67,24,54,0,44,0,84,1085,2356
Jharkhand,Godda,44,83,6,46,0,46,29,0,29,6,0,11,52,117,0,117,142,8,30,0,30,71,8,28,0,39,0,15,508,1273
Jharkhand,Gumla,140,40,1,45,0,45,17,10,7,26,0,27,32,61,14,47,31,7,5,7,7,1,2,10,0,6,0,10,312,787
Jharkhand,Hazaribagh,104,34,11,57,0,57,55,32,23,99,6,82,155,726,181,545,279,16,66,5,17,45,31,32,0,55,0,15,1299,3189
Jharkhand,Jamshedpur,87,103,8,37,0,37,43,9,34,17,5,49,152,834,112,722,85,60,118,5,10,223,10,34,1,56,0,173,1033,3143
Jharkhand,Jamshedpur Rly.,8,0,0,0,0,0,2,0,2,7,0,7,5,130,5,125,1,0,4,0,0,5,0,3,0,3,0,0,225,400
Jharkhand,Jamtara,19,28,2,0,0,0,6,3,3,12,1,5,25,88,2,86,70,1,6,0,0,124,6,17,2,17,0,23,88,540
Jharkhand,Koderma,26,9,0,12,0,12,14,4,10,22,1,18,17,91,27,64,41,18,21,0,3,39,15,4,0,23,0,50,392,816
Jharkhand,Latehar,34,1,1,12,0,12,6,6,0,26,1,13,16,59,7,52,14,2,1,0,0,0,1,2,0,3,0,32,235,459
Jharkhand,Lohardagga,51,43,1,25,0,25,18,14,4,10,2,28,25,90,7,83,58,6,19,0,4,87,1,11,0,29,0,21,86,615
Jharkhand,Pakur,35,84,4,30,0,30,9,6,3,7,0,5,18,54,7,47,90,12,11,0,7,112,4,12,0,5,0,33,187,719
Jharkhand,Palamu,69,57,4,27,0,27,44,30,14,9,6,34,91,160,19,141,217,13,40,0,21,541,21,13,0,29,0,0,322,1718
Jharkhand,Ranchi,239,168,19,102,5,97,105,0,105,82,19,190,239,1138,462,676,174,26,49,0,11,681,11,14,0,58,0,867,883,5075
Jharkhand,Sahebganj,47,43,4,44,0,44,26,6,20,5,0,12,17,117,7,110,70,5,16,1,10,49,4,6,1,36,0,21,279,813
Jharkhand,Saraikela,49,59,2,33,0,33,19,6,13,18,0,7,6,191,10,181,52,4,20,0,0,89,3,6,0,22,0,10,423,1013
Jharkhand,Simdega,65,20,0,20,0,20,10,6,4,12,0,11,4,70,9,61,10,3,9,0,9,42,0,2,0,1,1,11,160,460
Jharkhand,Total,1523,1084,87,753,5,748,621,283,338,592,49,732,1610,6195,1181,5014,2524,243,643,19,202,3078,257,293,36,590,4,1490,12550,35175
Karnataka,Bagalkot,43,28,2,4,0,4,15,4,11,17,9,9,97,128,47,81,204,6,34,1,9,324,1,43,4,68,0,0,1037,2083
Karnataka,Bangalore Commr.,242,282,5,38,0,38,131,25,106,35,82,594,1771,9617,3753,5864,377,172,1633,90,5,3474,39,167,39,287,0,93,9869,29042
Karnataka,Bangalore Rural,171,94,2,16,0,16,44,20,24,25,1,58,378,876,292,584,599,24,106,1,13,1154,46,110,0,102,0,0,4380,8200
Karnataka,Belgaum,116,79,1,13,0,13,41,26,15,11,2,36,234,363,137,226,311,14,141,4,23,816,10,74,0,108,0,34,3249,5680
Karnataka,Bellary,58,35,0,17,0,17,21,16,5,4,1,31,166,304,115,189,263,12,93,2,17,627,5,53,0,60,0,7,2656,4432
Karnataka,Bidar,38,44,1,5,0,5,12,8,4,2,0,22,136,183,31,152,165,19,34,2,9,1056,10,44,3,53,0,0,1751,3589
Karnataka,Bijapur,49,61,2,18,0,18,22,16,6,6,7,18,149,154,54,100,326,11,40,1,12,678,0,93,0,105,0,0,1263,3015
Karnataka,Chamarajnagar,24,29,1,7,0,7,8,5,3,3,0,3,81,134,13,121,89,2,10,0,0,503,3,43,0,23,0,0,541,1504
Karnataka,Chickmagalur,35,25,0,16,0,16,9,4,5,5,1,12,154,193,36,157,135,9,18,0,8,809,7,33,3,69,0,2,1173,2716
Karnataka,Chitradurga,21,14,3,15,0,15,6,5,1,2,2,12,118,230,47,183,230,8,32,1,6,723,6,62,0,29,0,0,1972,3492
Karnataka,Dakshin Kannada,35,29,1,14,0,14,14,6,8,12,0,37,213,269,128,141,221,10,89,3,29,611,2,40,1,37,0,13,2612,4292
Karnataka,Davanagere,40,16,5,14,0,14,14,9,5,2,1,24,145,283,64,219,184,6,67,6,3,547,9,66,2,78,0,5,1352,2869
Karnataka,Dharwad Commr.,15,13,0,0,0,0,7,4,3,1,0,22,133,274,143,131,73,24,66,2,3,195,3,2,2,14,0,2,967,1818
Karnataka,Dharwad Rural,22,15,4,4,0,4,8,8,0,3,0,3,36,65,1,64,80,9,13,0,0,136,5,21,0,12,0,0,556,992
Karnataka,Gadag,20,23,1,1,0,1,7,2,5,11,0,4,56,67,22,45,123,7,14,2,1,152,4,16,0,14,0,0,507,1030
Karnataka,Gulbarga,115,111,0,16,0,16,33,17,16,7,2,27,191,290,96,194,472,7,76,5,57,1060,12,119,0,112,0,21,2125,4858
Karnataka,Hassan,63,58,5,10,0,10,21,9,12,6,0,31,196,298,97,201,161,7,26,1,0,1128,8,49,0,42,0,0,2010,4120
Karnataka,Haveri,25,8,2,4,0,4,6,6,0,2,0,3,67,117,29,88,233,9,14,0,0,255,4,27,0,22,0,0,1090,1888
Karnataka,K.g.f.,8,24,4,5,0,5,8,5,3,1,0,4,50,100,14,86,52,4,13,0,0,240,7,18,0,20,0,0,283,841
Karnataka,Kodagu,34,29,2,10,0,10,10,9,1,1,0,8,118,75,9,66,44,4,23,1,3,484,2,18,3,35,0,2,572,1478
Karnataka,Kolar,73,49,5,20,0,20,30,24,6,4,0,30,125,356,77,279,359,8,43,1,0,592,19,41,0,41,0,0,1329,3125
Karnataka,Koppal,29,22,11,8,0,8,8,8,0,11,0,7,79,83,28,55,136,8,25,0,0,230,4,24,1,40,0,0,863,1589
Karnataka,Mandya,43,56,1,17,0,17,12,11,1,3,1,13,179,261,90,171,197,5,25,1,0,800,13,56,0,60,0,0,1637,3380
Karnataka,Mysore Commr.,27,50,4,8,0,8,16,14,2,2,0,87,173,573,276,297,43,7,67,0,0,359,6,17,0,82,0,0,1079,2600
Karnataka,Mysore Rural,43,34,4,14,0,14,8,7,1,5,0,13,154,249,33,216,178,6,20,1,0,760,13,66,0,57,0,0,1024,2649
Karnataka,Raichur,41,43,6,8,0,8,10,6,4,5,1,9,89,114,35,79,217,3,52,1,3,569,2,66,6,59,0,8,1297,2609
Karnataka,Railways,17,1,1,0,0,0,1,0,1,1,0,6,5,475,4,471,9,0,1,3,0,17,2,1,0,1,0,0,65,606
Karnataka,Shimoga,50,38,0,17,0,17,27,20,7,6,9,25,183,293,100,193,227,10,63,2,7,1071,7,88,5,158,0,12,1871,4169
Karnataka,Tumkur,64,54,5,14,0,14,24,15,9,6,0,28,306,419,100,319,226,5,35,0,8,888,8,59,0,41,0,36,2128,4354
Karnataka,Udupi,26,18,1,7,0,7,9,2,7,6,0,15,134,90,29,61,146,11,13,1,4,263,2,27,1,14,0,8,1441,2237
Karnataka,Uttar Kannada,22,24,1,3,0,3,7,1,6,3,0,11,70,75,20,55,71,7,23,1,18,362,2,42,1,40,0,0,1540,2323
Karnataka,Total,1609,1406,80,343,0,343,589,312,277,208,119,1202,5986,17008,5920,11088,6151,434,2909,133,238,20883,261,1585,71,1883,0,243,54239,117580
Kerala,Alapuzha,23,21,3,22,0,22,18,7,11,6,0,28,226,224,85,139,288,25,181,2,21,1204,1,165,4,201,0,0,4959,7622
Kerala,Cbcid,10,3,0,1,0,1,0,0,0,3,0,1,10,1,0,1,11,11,18,59,24,1,0,0,0,5,0,0,6,164
Kerala,Ernakulam Commr.,15,12,11,7,0,7,6,1,5,10,0,40,214,447,155,292,169,12,248,1,5,521,2,33,12,66,0,0,4099,5930
Kerala,Ernakulam Rural,25,19,8,15,0,15,14,5,9,2,18,30,250,349,132,217,332,23,137,0,13,1141,2,134,2,105,0,2,6046,8667
Kerala,Idukki,26,31,1,28,0,28,7,5,2,4,0,20,150,193,23,170,223,35,109,4,5,1236,2,125,10,107,0,1,2183,4500
Kerala,Kannur,23,18,2,25,0,25,7,5,2,5,0,15,196,191,94,97,616,17,111,0,81,986,0,121,17,215,0,4,2503,5153
Kerala,Kasargod,10,14,3,25,0,25,9,4,5,2,3,24,138,166,70,96,439,3,100,1,17,613,0,72,6,133,0,0,1220,2998
Kerala,Kollam,40,29,13,47,0,47,21,19,2,14,0,53,346,481,164,317,544,13,161,3,35,2286,2,320,4,367,0,2,5208,9989
Kerala,Kottayam,24,13,4,25,0,25,17,13,4,3,0,34,393,325,84,241,361,30,389,2,10,1650,1,167,16,149,0,3,4307,7923
Kerala,Kozhikode Commr.,11,16,4,13,0,13,12,7,5,5,13,30,183,323,191,132,238,16,175,2,21,420,2,50,2,130,0,1,1832,3499
Kerala,Kozhikode Rural,6,12,4,36,0,36,11,6,5,2,0,10,208,244,89,155,464,12,164,0,53,944,2,120,14,209,0,1,2017,4533
Kerala,Malappuram,28,33,1,50,0,50,13,8,5,10,11,22,258,425,239,186,629,21,273,1,36,883,0,130,5,449,0,0,3582,6860
Kerala,Palakkad,37,23,8,53,0,53,10,6,4,6,7,17,229,288,144,144,374,47,184,0,17,1030,1,66,4,279,0,9,2807,5496
Kerala,Pathanamthitta,22,14,3,14,0,14,9,6,3,1,0,14,201,144,39,105,171,13,100,2,20,924,1,139,2,119,0,0,2475,4388
Kerala,Railways,0,0,0,0,0,0,0,0,0,0,1,6,3,157,1,156,4,0,4,0,0,19,0,5,1,0,0,0,22,222
Kerala,Thrissur,41,35,6,38,0,38,23,11,12,13,23,79,258,445,153,292,563,33,379,0,45,902,2,161,28,270,0,8,6287,9639
Kerala,Trivandrum Commr.,8,15,5,10,0,10,21,9,12,16,62,91,284,484,118,366,325,25,251,0,13,932,0,160,20,92,0,0,2681,5495
Kerala,Trivandrum Rural,30,29,12,36,0,36,22,15,7,7,20,95,423,446,162,284,602,12,214,0,34,1981,2,311,15,294,0,3,4520,9108
Kerala,Wayanadu,9,4,0,33,0,33,6,2,4,1,0,12,140,121,26,95,182,13,63,2,6,629,1,60,13,93,0,0,776,2164
Kerala,Total,388,341,88,478,0,478,226,129,97,110,158,621,4110,5454,1969,3485,6535,361,3261,79,456,18302,21,2339,175,3283,0,34,57530,104350
Madhya Pradesh,Anuppur,25,10,0,31,0,31,7,5,2,1,1,18,94,129,16,113,9,4,17,0,3,161,5,72,5,29,0,10,827,1458
Madhya Pradesh,Ashok Nagar,36,43,5,47,0,47,7,6,1,3,2,10,102,102,15,87,30,10,5,1,12,702,9,113,4,30,0,36,632,1941
Madhya Pradesh,Balaghat,65,36,1,58,0,58,10,6,4,2,1,7,140,194,22,172,48,5,16,0,24,479,4,155,17,34,0,75,1553,2924
Madhya Pradesh,Barwani,43,18,4,41,0,41,5,5,0,0,2,7,121,212,52,160,33,5,5,0,7,289,2,92,17,14,0,104,1314,2335
Madhya Pradesh,Betul,66,30,1,136,0,136,14,12,2,2,0,13,178,195,53,142,4,0,19,0,19,413,22,130,11,74,0,83,1595,3005
Madhya Pradesh,Bhind,97,121,0,29,0,29,21,9,12,14,6,56,192,242,91,151,117,13,20,1,14,816,28,73,2,41,0,114,1912,3929
Madhya Pradesh,Bhopal,72,71,0,79,0,79,31,24,7,5,1,108,740,1468,694,774,62,17,107,4,19,508,13,177,51,125,0,200,6992,10850
Madhya Pradesh,Bhopal Rly.,3,2,0,1,0,1,1,1,0,1,0,11,13,1175,15,1160,6,4,12,4,2,17,3,11,3,1,0,2,272,1544
Madhya Pradesh,Burhanpur,11,14,0,14,0,14,1,1,0,2,3,10,55,132,38,94,17,10,0,0,4,135,3,51,14,30,0,42,901,1449
Madhya Pradesh,Chhatarpur,62,72,6,46,0,46,12,10,2,3,4,31,212,152,0,152,58,6,9,1,22,597,18,162,8,40,0,104,2026,3651
Madhya Pradesh,Chhindwara,74,29,3,122,0,122,19,18,1,2,1,14,190,262,70,192,52,4,19,0,15,1205,15,165,24,122,0,124,1502,3963
Madhya Pradesh,Damoh,40,68,0,43,0,43,12,6,6,0,7,18,116,139,34,105,12,4,4,0,4,1011,31,113,0,53,0,47,553,2275
Madhya Pradesh,Datiya,37,61,0,30,0,30,20,7,13,2,5,30,96,134,26,108,29,2,17,0,7,472,7,66,0,26,0,54,1084,2179
Madhya Pradesh,Dewas,57,76,1,86,0,86,32,21,11,5,3,32,279,720,178,542,107,28,57,0,37,418,20,186,52,173,0,158,3548,6075
Madhya Pradesh,Dhar,86,82,1,134,0,134,40,36,4,9,5,45,278,600,167,433,100,27,21,0,37,722,41,180,9,63,0,203,2544,5227
Madhya Pradesh,Dindori,18,9,1,32,0,32,1,1,0,0,0,1,38,18,6,12,6,1,7,0,4,23,2,57,0,11,0,30,466,725
Madhya Pradesh,Guna,40,34,3,77,0,77,5,5,0,4,6,34,174,269,50,219,88,7,22,0,13,1115,3,176,18,61,0,102,1170,3421
Madhya Pradesh,Gwalior,99,133,22,61,0,61,44,32,12,6,10,141,926,1378,718,660,138,33,104,3,13,1023,21,164,11,130,0,226,4079,8765
Madhya Pradesh,Harda,20,13,0,32,0,32,7,6,1,0,1,10,60,93,43,50,8,0,8,0,5,373,7,41,0,9,0,0,411,1098
Madhya Pradesh,Hoshangabad,41,65,10,64,0,64,16,9,7,1,10,37,229,375,99,276,60,4,17,3,10,449,10,124,16,58,0,0,1947,3546
Madhya Pradesh,Indore,104,137,7,102,0,102,59,42,17,5,3,97,966,2680,1513,1167,122,85,132,5,32,1269,29,221,73,283,0,369,9246,16026
Madhya Pradesh,Indore Rly.,1,1,0,3,0,3,0,0,0,0,0,5,3,132,1,131,0,0,3,0,0,10,0,6,0,1,0,0,155,320
Madhya Pradesh,Jabalpur,77,131,0,92,0,92,36,23,13,1,1,73,404,832,417,415,82,33,110,8,4,4424,34,310,133,154,0,223,2301,9463
Madhya Pradesh,Jabalpur Rly.,3,0,2,0,0,0,0,0,0,0,1,18,8,366,1,365,1,1,1,0,1,7,2,10,1,0,0,0,152,574
Madhya Pradesh,Jhabua,129,68,1,37,0,37,48,43,5,2,2,12,82,167,46,121,30,4,7,0,42,386,1,62,2,8,0,0,1415,2505
Madhya Pradesh,Katni,33,25,0,46,0,46,3,3,0,4,1,16,150,201,88,113,25,11,20,2,9,954,30,104,10,50,0,120,720,2534
Madhya Pradesh,Khandwa,38,53,0,56,0,56,36,34,2,12,6,19,386,443,105,338,60,11,23,0,14,36,8,197,22,59,0,81,2820,4380
Madhya Pradesh,Khargon,40,42,1,61,0,61,9,8,1,8,6,18,232,556,65,491,72,31,23,0,11,428,21,151,21,32,1,108,2100,3972
Madhya Pradesh,Mandla,44,15,0,61,0,61,8,7,1,1,0,8,69,63,10,53,6,2,9,0,4,333,4,75,3,18,0,45,694,1462
Madhya Pradesh,Mandsaur,38,27,1,31,0,31,18,10,8,1,4,35,178,378,99,279,38,14,23,5,32,352,7,129,14,79,0,55,1587,3046
Madhya Pradesh,Morena,62,105,3,32,0,32,30,20,10,9,2,70,214,464,165,299,181,2,38,0,14,1376,27,89,3,74,0,135,2092,5022
Madhya Pradesh,Narsinghpur,34,50,6,65,0,65,2,1,1,0,2,17,76,128,45,83,21,7,8,0,15,1166,21,156,10,52,0,85,692,2613
Madhya Pradesh,Neemuch,13,18,2,27,0,27,9,3,6,0,2,16,148,314,91,223,26,35,21,1,8,372,1,68,7,41,0,58,673,1860
Madhya Pradesh,Panna,32,28,0,33,0,33,12,4,8,1,2,13,117,88,24,64,16,7,6,0,11,94,14,85,0,13,1,39,875,1487
Madhya Pradesh,Raisen,46,55,0,97,0,97,14,14,0,1,2,20,136,205,52,153,70,2,12,0,11,340,8,154,15,57,0,92,2031,3368
Madhya Pradesh,Rajgarh,26,47,0,75,0,75,19,15,4,3,0,22,154,406,86,320,140,15,11,0,54,406,4,158,31,92,0,89,2741,4493
Madhya Pradesh,Ratlam,47,37,3,74,0,74,13,10,3,1,3,27,148,443,109,334,29,33,31,1,14,268,10,127,30,56,0,105,2297,3797
Madhya Pradesh,Rewa,53,46,1,64,0,64,26,15,11,4,2,42,464,397,128,269,74,8,41,5,30,903,42,107,2,39,0,126,1480,3956
Madhya Pradesh,Sagar,76,105,0,110,0,110,31,21,10,2,6,49,445,491,94,397,86,14,23,0,29,2486,34,362,24,127,0,141,2694,7335
Madhya Pradesh,Satna,78,53,3,75,0,75,18,3,15,3,3,44,396,413,156,257,43,10,28,0,27,970,34,195,9,66,0,202,2571,5241
Madhya Pradesh,Seoni,23,14,4,57,0,57,10,8,2,0,0,10,107,111,28,83,24,1,6,0,8,372,22,142,11,37,0,96,1399,2454
Madhya Pradesh,Shahdol,44,17,3,43,0,43,6,5,1,0,0,21,240,216,42,174,21,2,32,0,20,262,13,156,9,57,0,0,1390,2552
Madhya Pradesh,Shajapur,31,45,1,73,0,73,15,10,5,3,3,58,221,542,91,451,73,35,11,0,26,1177,6,173,22,64,0,96,895,3570
Madhya Pradesh,Sheopur,13,17,0,21,0,21,4,1,3,2,0,6,53,86,16,70,27,0,12,0,2,280,1,42,0,24,0,28,549,1167
