Category,States/ UTs,District,Murder (Sec.302&303 IPC),Attempt to Commit Murder (Sec.307 IPC),C.H. not Amounting to Murder (Sec.304&308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 - 402 IPC),"Robbery (Sec. 392 - 394, 397 & 398 IPC)","Burglary (Sec. 449 - 452, 454, 455, 457 - 460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 - 409 IPC),"Cheating (Sec. 419, 420 IPC)","CounterFeiting (Sec. 231-254, 489A- 489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
State,Punjab,Khanna,24,21,4,17,0,17,18,14,4,3,0,7,61,108,47,61,0,13,112,3,0,160,8,0,0,33,0,144,347,1083
State,Punjab,Ludhiana,63,76,8,58,0,58,120,93,27,3,20,19,273,664,334,330,0,31,310,4,6,276,9,25,13,107,0,285,1039,3409
State,Punjab,Mansa,28,31,6,20,0,20,8,3,5,1,0,1,47,59,23,36,0,17,48,2,4,189,6,5,0,22,0,0,283,777
State,Punjab,Moga,37,34,8,7,0,7,22,14,8,0,2,4,70,125,44,81,0,26,155,0,6,260,4,20,5,30,0,93,216,1124
State,Punjab,Muktsar,27,32,4,11,0,11,22,13,9,0,0,2,64,104,44,60,0,6,36,1,1,169,4,11,0,13,0,55,225,787
State,Punjab,Nawan Shahr,21,20,2,13,0,13,10,9,1,1,1,15,61,99,35,64,0,8,72,3,0,202,4,15,1,15,0,92,169,824
State,Punjab,Patiala,51,55,8,22,0,22,25,14,11,1,10,3,158,320,153,167,0,11,164,2,6,370,17,22,0,109,0,317,757,2428
State,Punjab,Ropar,10,11,3,7,0,7,9,5,4,0,1,5,78,108,39,69,0,5,81,0,4,99,2,11,0,24,0,126,314,898
State,Punjab,Sangrur,36,58,9,31,0,31,26,17,9,3,4,8,132,210,72,138,0,9,115,3,8,234,5,31,2,51,0,150,553,1678
State,Punjab,Sasngr,11,21,13,16,0,16,33,23,10,2,5,2,139,312,180,132,0,6,179,0,0,125,0,0,0,0,0,78,660,1602
State,Punjab,Tarn Taran,41,34,0,26,0,26,35,27,8,10,2,5,65,147,35,112,0,13,147,6,0,206,6,34,0,16,0,75,318,1186
State,Punjab,Total,760,893,170,519,0,519,760,545,215,37,92,138,2616,5173,2084,3089,1,329,3581,68,96,5663,133,427,48,971,0,2801,10517,35793
State,Rajasthan,Ajmer,53,71,1,31,0,31,89,65,24,2,1,24,270,867,344,523,55,22,617,4,13,281,19,105,3,515,0,447,3218,6708
State,Rajasthan,Alwar,89,62,4,73,0,73,109,65,44,0,7,38,178,1241,576,665,35,56,746,4,32,2022,43,141,1,391,0,466,2461,8199
State,Rajasthan,Banswara,39,13,1,39,0,39,46,42,4,0,3,9,64,106,26,80,95,0,71,0,23,811,4,55,1,100,0,106,613,2199
State,Rajasthan,Baran,37,98,0,43,0,43,28,28,0,1,3,13,92,271,76,195,8,17,129,0,17,381,8,112,1,194,0,98,938,2489
State,Rajasthan,Barmer,26,27,1,19,0,19,29,24,5,0,0,1,105,178,59,119,7,13,200,0,19,559,9,78,0,103,0,140,1150,2664
State,Rajasthan,Bharatpur,69,48,5,62,0,62,112,83,29,32,11,22,69,772,290,482,22,16,552,4,50,479,30,41,1,360,0,210,3964,6931
State,Rajasthan,Bhilwara,34,46,4,48,0,48,66,47,19,1,0,47,227,596,302,294,24,9,379,1,14,113,10,80,1,329,0,245,2355,4629
State,Rajasthan,Bikaner,39,85,0,32,0,32,36,33,3,0,0,8,124,320,104,216,2,8,448,1,5,610,18,76,0,307,0,192,1794,4105
State,Rajasthan,Bundi,28,55,0,28,0,28,57,47,10,1,0,14,98,216,74,142,24,12,191,0,8,608,2,87,0,204,0,109,1126,2868
State,Rajasthan,Chittorgarh,48,48,3,92,0,92,147,119,28,4,2,38,230,628,170,458,132,28,301,3,46,1758,6,155,2,530,0,241,1800,6242
State,Rajasthan,Churu,20,29,2,27,0,27,27,18,9,0,0,6,106,160,28,132,8,11,228,0,8,579,11,38,0,244,0,134,949,2587
State,Rajasthan,Dausa,34,18,1,16,0,16,67,43,24,0,0,9,108,725,329,396,28,10,267,1,27,0,12,39,0,112,0,197,2524,4195
State,Rajasthan,Dholpur,44,68,0,20,0,20,57,41,16,5,7,12,43,403,146,257,29,16,115,3,14,1422,13,22,0,164,0,112,802,3371
State,Rajasthan,Dungarpur,23,17,0,10,0,10,42,40,2,1,2,10,47,58,24,34,70,31,62,0,16,181,2,58,0,66,0,121,1174,1991
State,Rajasthan,G.r.p.,4,5,0,0,0,0,6,3,3,1,3,2,0,483,9,474,14,5,7,1,1,7,1,12,4,0,0,9,407,972
State,Rajasthan,Ganganagar,61,73,1,66,0,66,56,44,12,1,0,18,191,388,106,282,0,36,686,2,6,959,11,64,2,625,0,157,1769,5172
State,Rajasthan,Hanumangarh,32,137,1,39,0,39,24,19,5,0,2,6,91,199,42,157,0,10,376,0,7,265,14,53,1,179,0,109,1377,2922
State,Rajasthan,Jaipur East,14,31,0,25,0,25,65,45,20,4,2,102,358,2295,1413,882,121,52,462,5,5,42,7,38,0,159,0,218,2522,6527
State,Rajasthan,Jaipur North,17,27,0,23,0,23,76,76,0,2,0,24,159,830,457,373,52,55,430,0,4,347,11,37,0,168,0,134,1393,3789
State,Rajasthan,Jaipur Rural,66,25,7,39,0,39,85,66,19,1,2,24,246,1097,349,748,105,38,848,0,44,638,25,127,5,204,0,698,4605,8929
State,Rajasthan,Jaipur South,21,18,2,14,0,14,65,58,7,1,2,27,304,1293,736,557,114,161,721,4,5,393,7,26,0,157,0,200,1644,5179
State,Rajasthan,Jaisalmer,5,3,0,4,0,4,13,7,6,1,0,2,39,139,24,115,24,1,71,0,5,0,7,9,0,23,0,53,573,972
State,Rajasthan,Jalore,21,22,0,7,0,7,30,24,6,2,0,3,79,152,34,118,18,17,110,0,29,72,9,62,0,107,0,91,1498,2329
State,Rajasthan,Jhalawar,43,105,2,54,0,54,49,35,14,1,23,20,78,390,189,201,67,5,113,2,26,458,10,113,0,222,0,139,862,2782
State,Rajasthan,Jhunjhunu,44,16,1,31,0,31,34,25,9,0,0,2,135,310,74,236,33,6,310,1,33,740,18,39,0,204,0,161,1838,3956
State,Rajasthan,Jodhpur City,16,57,2,16,0,16,55,40,15,0,0,16,207,718,429,289,20,18,487,2,11,614,11,32,1,227,0,156,806,3472
State,Rajasthan,Jodhpur Rural,23,30,0,24,0,24,19,15,4,2,0,13,102,232,22,210,17,11,126,0,22,1048,15,49,0,70,0,194,702,2699
State,Rajasthan,Karauli,37,51,2,28,0,28,69,43,26,0,6,26,27,424,200,224,13,17,136,1,36,19,18,35,0,110,0,92,2417,3564
State,Rajasthan,Kota City,22,154,2,25,0,25,84,66,18,1,2,62,137,897,589,308,10,25,384,0,10,145,10,41,1,261,0,118,1270,3661
State,Rajasthan,Kota Rural,25,37,2,30,0,30,33,30,3,2,0,23,87,209,109,100,15,8,109,0,12,250,5,73,0,173,0,98,577,1768
State,Rajasthan,Nagaur,42,46,1,38,0,38,49,37,12,1,0,20,200,372,103,269,6,13,347,4,11,127,12,119,0,252,0,221,2120,4001
State,Rajasthan,Pali,30,36,5,39,0,39,71,62,9,0,0,13,220,333,88,245,26,21,315,3,12,33,5,108,0,268,0,256,2939,4733
State,Rajasthan,Rajsamand,13,16,0,5,0,5,43,36,7,1,0,9,91,173,68,105,41,10,143,0,7,662,6,28,1,189,0,142,745,2325
State,Rajasthan,Sawai Madhopur,19,21,3,21,0,21,48,36,12,0,1,12,81,452,237,215,16,2,224,2,16,9,13,33,0,131,0,68,2313,3485
State,Rajasthan,Sikar,36,35,2,34,0,34,59,42,17,1,1,8,152,353,93,260,24,8,373,3,22,443,19,32,0,183,0,285,1974,4047
State,Rajasthan,Sirohi,22,21,1,23,0,23,37,32,5,0,0,9,68,164,26,138,27,17,127,0,6,438,5,51,0,130,0,142,600,1888
State,Rajasthan,Tonk,23,36,1,19,0,19,60,50,10,0,0,9,84,271,94,177,51,15,212,2,9,910,3,20,1,212,0,193,1366,3497
State,Rajasthan,Udaipur,84,85,7,94,0,94,135,108,27,2,1,77,267,630,219,411,273,25,496,3,44,1297,10,189,2,297,0,344,2661,7023
State,Rajasthan,Total,1303,1772,64,1238,0,1238,2177,1694,483,71,81,778,5164,19345,8258,11087,1626,825,11919,56,675,19720,439,2477,28,8170,0,7096,63846,148870
State,Sikkim,East,2,10,2,8,0,8,5,5,0,0,0,4,52,62,9,53,9,6,28,3,1,29,0,3,0,3,0,18,83,328
State,Sikkim,North,0,0,1,0,0,0,0,0,0,0,0,1,3,5,0,5,0,0,0,0,0,5,0,0,0,1,0,3,13,32
State,Sikkim,South,1,2,0,12,0,12,1,1,0,0,0,0,18,29,1,28,5,1,6,0,0,33,0,3,0,2,0,7,60,180
State,Sikkim,West,6,2,0,4,0,4,3,3,0,0,0,1,10,22,1,21,1,0,0,0,0,28,0,7,0,1,0,6,36,127
State,Sikkim,Total,9,14,3,24,0,24,9,9,0,0,0,6,83,118,11,107,15,7,34,3,1,95,0,13,0,7,0,34,192,667
State,Tamil Nadu,Chennai,145,247,4,46,0,46,83,59,24,8,0,74,654,2117,338,1779,115,14,433,9,11,1224,43,108,126,323,0,1125,9599,16508
State,Tamil Nadu,Chennai Rly.,4,5,0,0,0,0,3,1,2,0,1,4,4,113,6,107,17,0,1,1,0,28,1,2,0,0,0,5,169,358
State,Tamil Nadu,Coimbatore Rural,87,62,1,16,0,16,84,71,13,7,0,27,286,1044,327,717,190,17,169,7,17,776,11,121,8,163,0,867,10400,14360
State,Tamil Nadu,Coimbatore Urban,22,15,0,10,0,10,14,8,6,1,0,8,131,682,126,556,5,7,92,1,4,162,4,12,2,50,0,294,2408,3924
State,Tamil Nadu,Cuddalore,61,114,0,28,0,28,57,57,0,4,0,28,117,490,141,349,152,0,32,0,41,603,3,28,113,50,0,387,4601,6909
State,Tamil Nadu,Dharmapuri,38,46,4,6,0,6,44,37,7,5,1,2,38,124,52,72,128,6,39,1,21,961,4,77,0,45,0,208,1690,3488
State,Tamil Nadu,Dindigul,40,79,0,12,0,12,50,49,1,1,0,10,71,297,63,234,57,6,71,2,15,379,3,28,15,66,0,394,2843,4439
State,Tamil Nadu,Erode,54,31,0,20,0,20,66,62,4,5,0,10,133,603,133,470,64,18,90,1,30,613,5,64,7,99,0,603,4864,7380
State,Tamil Nadu,Kanchipuram,57,97,0,25,0,25,18,18,0,4,0,16,157,368,91,277,80,0,32,0,23,390,13,27,18,10,0,820,5081,7236
State,Tamil Nadu,Kanyakumari,27,51,1,11,0,11,22,22,0,3,0,6,116,292,32,260,0,2,100,5,18,500,7,11,45,70,0,193,2726,4206
State,Tamil Nadu,Karur,18,17,0,3,0,3,14,10,4,2,0,14,37,168,77,91,29,5,16,6,2,171,0,16,4,17,0,183,1920,2642
State,Tamil Nadu,Krishnagiri,72,44,0,11,0,11,38,32,6,8,7,21,40,291,126,165,163,2,57,5,17,617,3,43,6,16,0,445,2656,4562
State,Tamil Nadu,Madurai Rural,55,52,0,9,0,9,36,30,6,3,7,10,77,252,16,236,133,15,116,0,14,521,11,54,30,97,0,394,2848,4734
State,Tamil Nadu,Madurai Urban,27,25,0,4,0,4,23,16,7,3,0,5,68,334,80,254,7,23,163,2,3,119,10,11,31,76,0,102,1289,2325
State,Tamil Nadu,Nagapattinam,39,65,0,14,0,14,28,26,2,0,2,4,56,205,31,174,40,3,54,1,28,469,4,53,5,22,0,201,3111,4404
State,Tamil Nadu,Namakkal,26,19,0,12,0,12,31,26,5,4,0,7,46,230,110,120,55,2,33,3,11,394,3,33,9,27,0,393,2511,3849
State,Tamil Nadu,Nilgiris,13,8,0,6,0,6,5,3,2,2,0,2,62,104,18,86,15,8,12,1,0,182,1,13,0,8,0,43,880,1365
State,Tamil Nadu,Perambalur,32,35,1,26,0,26,22,21,1,1,0,5,53,172,52,120,47,3,20,1,17,301,3,65,14,31,0,172,1875,2896
State,Tamil Nadu,Pudukottai,34,29,3,14,0,14,25,20,5,0,0,9,59,257,44,213,41,14,26,0,13,273,6,55,0,36,0,238,2318,3450
State,Tamil Nadu,Ramnathapuram,37,55,0,8,0,8,25,18,7,0,0,6,61,187,25,162,49,1,59,0,13,387,3,29,11,7,0,128,1961,3027
State,Tamil Nadu,Salem Rural,67,54,2,25,0,25,71,60,11,8,2,21,55,202,45,157,191,0,25,0,40,1255,6,125,0,69,0,385,2605,5208
State,Tamil Nadu,Salem Urban,16,30,0,10,0,10,28,21,7,0,0,5,41,186,53,133,28,4,50,4,3,237,2,14,21,42,0,113,686,1520
State,Tamil Nadu,Sivagangai,43,50,0,3,0,3,40,31,9,0,0,9,71,227,33,194,39,9,70,0,18,315,3,4,12,63,0,183,1738,2897
State,Tamil Nadu,Thanjavur,68,66,0,5,0,5,50,47,3,4,8,18,133,588,98,490,71,6,35,1,35,766,9,96,0,46,0,358,4141,6504
State,Tamil Nadu,Theni,29,62,1,4,0,4,22,22,0,0,1,9,105,241,51,190,77,5,74,1,26,481,3,42,12,44,0,180,2293,3712
State,Tamil Nadu,Thirunelveli Rural,80,262,1,35,0,35,56,54,2,1,0,46,170,416,43,373,2,7,87,7,75,871,5,96,0,105,0,284,5004,7610
State,Tamil Nadu,Thirunelveli Urban,16,47,1,6,0,6,10,7,3,0,2,10,34,196,41,155,6,4,37,0,6,87,1,8,28,7,0,79,813,1398
State,Tamil Nadu,Thiruvallur,23,35,0,7,0,7,14,12,2,2,0,2,41,161,35,126,37,0,21,1,18,382,3,88,10,16,0,140,2055,3056
State,Tamil Nadu,Thiruvannamalai,45,26,1,14,0,14,25,25,0,1,0,2,67,195,50,145,73,6,49,0,23,562,4,25,28,15,0,190,3312,4663
State,Tamil Nadu,Thiruvarur,39,44,1,9,0,9,30,30,0,5,0,13,121,175,19,156,81,4,33,2,10,534,10,23,10,25,0,361,2770,4300
State,Tamil Nadu,Thoothugudi,62,100,0,19,0,19,33,29,4,0,0,11,156,411,52,359,4,16,116,8,16,437,2,5,191,61,0,270,2745,4663
State,Tamil Nadu,Trichy Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,2,0,1,0,0,10,0,1,0,0,0,6,41,92
State,Tamil Nadu,Trichy Rural,49,19,0,12,0,12,23,20,3,0,0,10,57,184,62,122,16,0,20,1,8,194,4,19,0,31,0,328,2591,3566
State,Tamil Nadu,Trichy Urban,21,22,0,2,0,2,17,14,3,1,0,18,68,516,125,391,4,2,80,0,1,79,2,7,6,33,0,127,2212,3218
State,Tamil Nadu,Vellore,66,36,2,25,0,25,55,48,7,0,0,11,165,418,129,289,4,3,52,0,13,647,8,26,0,75,0,408,5329,7343
State,Tamil Nadu,Villupuram,70,76,5,58,0,58,64,53,11,4,2,24,89,369,140,229,282,3,49,1,35,664,5,72,22,83,0,630,4312,6919
State,Tamil Nadu,Virudhunagar,51,53,0,8,0,8,44,38,6,1,0,18,78,371,37,334,71,46,96,2,28,376,3,39,91,48,0,248,2351,4023
State,Tamil Nadu,Total,1633,2078,28,523,0,523,1270,1097,173,88,33,495,3717,13217,2901,10316,2375,261,2510,74,653,16967,208,1540,875,1976,0,11485,110748,172754
State,Tripura,Dhalai,18,3,1,13,0,13,27,11,16,1,0,8,20,29,1,28,18,5,6,0,2,44,4,19,0,28,0,22,90,358
State,Tripura,North,21,6,0,26,0,26,21,16,5,1,0,6,35,72,3,69,21,9,14,6,7,113,0,27,1,100,0,36,184,706
State,Tripura,South,34,35,0,41,0,41,21,18,3,0,0,27,53,125,19,106,33,5,37,1,5,138,10,106,0,172,0,46,378,1267
State,Tripura,West,65,14,1,77,0,77,44,36,8,12,2,23,85,185,32,153,70,23,28,3,9,251,22,92,3,245,0,99,589,1942
State,Tripura,Total,138,58,2,157,0,157,113,81,32,14,2,64,193,411,55,356,142,42,85,10,23,546,36,244,4,545,0,203,1241,4273
State,Uttar Pradesh,Agra,123,141,55,30,0,30,209,149,60,11,0,57,213,1483,1039,444,218,151,324,16,4,409,78,82,107,380,0,409,1635,6135
State,Uttar Pradesh,Aligarh,166,154,33,50,0,50,147,96,51,3,16,67,105,680,326,354,164,82,197,12,20,324,70,74,37,237,0,299,814,3751
State,Uttar Pradesh,Allahabad,143,85,43,26,0,26,100,81,19,3,1,47,217,606,278,328,106,75,209,3,6,357,63,40,48,207,0,257,1775,4417
State,Uttar Pradesh,Ambedkar Nagar,26,20,12,15,0,15,33,24,9,1,0,19,39,126,17,109,26,18,53,1,0,169,8,10,17,139,0,47,248,1027
State,Uttar Pradesh,Auraiya,37,34,7,9,0,9,34,26,8,5,0,22,29,81,36,45,47,10,30,2,8,142,34,17,10,29,0,121,361,1069
State,Uttar Pradesh,Azamgarh,54,23,31,11,0,11,34,29,5,4,1,22,53,119,66,53,29,20,46,6,0,201,29,15,26,55,0,0,529,1308
State,Uttar Pradesh,Badaun,88,110,58,11,0,11,53,40,13,4,0,17,26,158,28,130,15,15,41,3,14,176,31,29,18,25,0,24,915,1831
State,Uttar Pradesh,Baghpat,81,57,8,17,0,17,35,27,8,3,0,26,26,157,72,85,40,12,46,3,2,131,22,10,22,60,0,159,197,1114
State,Uttar Pradesh,Bahraich,43,30,29,34,0,34,53,44,9,7,11,26,54,130,36,94,31,38,70,1,6,151,28,20,25,37,0,87,402,1313
State,Uttar Pradesh,Ballia,32,31,14,10,0,10,26,18,8,1,2,6,49,105,52,53,38,20,44,1,1,99,13,10,10,11,0,27,266,816
State,Uttar Pradesh,Balrampur,20,13,8,10,0,10,17,17,0,4,0,2,25,58,19,39,13,9,25,3,1,41,10,12,4,38,0,7,185,505
State,Uttar Pradesh,Banda,49,22,12,15,0,15,18,12,6,0,0,10,50,79,17,62,28,22,42,2,11,81,16,49,14,14,0,4,440,978
State,Uttar Pradesh,Barabanki,62,44,13,25,0,25,70,63,7,13,0,24,75,161,52,109,39,81,35,0,0,205,35,28,34,106,0,141,740,1931
State,Uttar Pradesh,Bareilly,138,171,37,62,0,62,126,95,31,5,0,62,104,514,193,321,97,100,232,11,0,194,54,97,99,235,0,20,2476,4834
State,Uttar Pradesh,Basti,24,20,19,10,0,10,22,22,0,0,0,11,29,97,32,65,34,36,97,5,0,142,13,8,39,51,0,74,399,1130
State,Uttar Pradesh,Bijnor,99,51,25,27,0,27,68,48,20,7,0,35,36,178,75,103,70,43,152,2,0,340,26,33,75,188,0,142,473,2070
State,Uttar Pradesh,Bulandshahar,146,160,24,44,0,44,120,93,27,1,0,33,63,400,156,244,105,69,209,3,2,417,36,75,120,227,0,163,1588,4005
State,Uttar Pradesh,Chandoli,17,20,6,6,0,6,12,12,0,2,0,5,43,51,19,32,7,30,89,2,1,137,22,8,34,63,0,13,387,955
State,Uttar Pradesh,Chitrakoot Dham,23,14,10,23,0,23,8,2,6,3,0,1,27,39,8,31,5,17,14,0,0,9,7,14,1,13,0,32,180,440
State,Uttar Pradesh,Deoria,31,17,26,2,0,2,21,17,4,1,0,5,40,83,42,41,40,11,43,2,0,111,25,8,3,25,0,22,485,1001
State,Uttar Pradesh,Etah,141,194,28,39,0,39,107,66,41,1,0,27,81,297,122,175,116,38,118,3,17,228,56,48,22,77,0,215,870,2723
State,Uttar Pradesh,Etawah,66,69,7,14,0,14,84,54,30,2,0,32,52,220,106,114,16,44,73,2,5,153,28,31,37,115,0,182,976,2208
State,Uttar Pradesh,Faizabad,52,29,18,23,0,23,46,32,14,4,0,12,67,218,78,140,33,34,74,2,0,171,17,23,37,54,0,155,394,1463
State,Uttar Pradesh,Fatehgarh,64,90,11,21,0,21,71,41,30,3,1,27,38,103,40,63,32,23,47,2,1,65,24,32,16,79,0,21,617,1388
State,Uttar Pradesh,Fatehpur,66,30,22,22,0,22,45,38,7,6,0,18,44,80,28,52,13,30,74,3,1,157,33,29,21,61,0,155,509,1419
State,Uttar Pradesh,Firozabad,123,143,15,28,0,28,109,69,40,30,3,74,85,318,161,157,152,65,80,0,7,233,56,58,51,155,0,4,863,2652
State,Uttar Pradesh,G.r.p.,20,20,4,2,0,2,8,3,5,11,1,27,0,1279,63,1216,23,28,31,0,0,16,2,12,23,0,0,0,646,2153
State,Uttar Pradesh,Gautambudh Nagar,75,71,16,17,0,17,83,64,19,3,1,47,138,1349,825,524,83,75,230,4,0,17,14,41,51,73,0,16,873,3277
State,Uttar Pradesh,Ghaziabad,150,135,46,33,0,33,158,108,50,4,2,45,117,1031,628,403,69,181,333,12,7,60,37,30,85,204,0,315,1266,4320
State,Uttar Pradesh,Ghazipur,40,39,18,10,0,10,14,10,4,7,0,23,45,106,43,63,120,23,55,11,6,151,22,11,23,68,0,2,308,1102
State,Uttar Pradesh,Gonda,46,46,22,13,0,13,47,33,14,7,0,23,73,156,73,83,37,26,79,0,3,7,35,18,9,10,0,32,544,1233
State,Uttar Pradesh,Gorakhpur,75,58,37,19,0,19,58,51,7,0,0,15,90,348,214,134,78,58,88,6,1,255,23,22,76,83,0,255,431,2076
State,Uttar Pradesh,Hamirpur,22,7,21,8,0,8,12,7,5,0,0,1,9,13,3,10,3,12,23,0,0,25,9,16,5,5,0,49,195,435
State,Uttar Pradesh,Hardoi,86,54,22,33,0,33,47,38,9,1,0,17,35,163,34,129,22,49,70,0,3,262,42,45,26,57,0,171,601,1806
State,Uttar Pradesh,Hathras,56,54,18,16,0,16,71,50,21,32,1,57,51,197,74,123,88,53,89,0,0,145,17,48,26,179,0,104,577,1879
State,Uttar Pradesh,J.p.nagar,66,50,13,28,0,28,34,34,0,0,2,16,39,167,73,94,95,19,91,6,0,25,12,34,34,85,0,149,279,1244
State,Uttar Pradesh,Jalaun,48,17,9,8,0,8,27,19,8,5,0,13,24,82,39,43,14,21,45,1,5,3,32,42,37,43,0,81,607,1164
State,Uttar Pradesh,Jaunpur,44,62,26,24,0,24,47,33,14,6,0,41,62,169,58,111,84,41,151,2,3,360,47,28,44,71,0,42,844,2198
State,Uttar Pradesh,Jhansi,66,30,22,10,0,10,25,13,12,0,1,23,41,178,94,84,14,21,78,1,7,44,28,38,55,20,0,24,457,1183
State,Uttar Pradesh,Kannauj,54,40,20,6,0,6,32,26,6,1,0,16,17,78,26,52,17,19,44,2,4,26,13,32,9,108,0,128,418,1084
State,Uttar Pradesh,Kanpur Dehat,41,43,18,13,0,13,62,52,10,4,0,15,36,114,19,95,103,41,89,4,2,267,37,51,17,114,0,139,610,1820
State,Uttar Pradesh,Kanpur Nagar,148,132,46,46,0,46,291,222,69,42,5,114,264,1204,839,365,273,252,582,32,18,548,59,102,165,673,0,107,2905,8008
State,Uttar Pradesh,Kaushambi,51,23,23,30,0,30,48,36,12,3,0,26,62,69,6,63,35,15,33,5,2,103,35,27,16,72,0,62,416,1156
State,Uttar Pradesh,Khiri,93,66,48,47,0,47,75,72,3,6,2,21,67,276,93,183,42,25,104,1,4,293,57,48,25,67,0,50,891,2308
State,Uttar Pradesh,Kushi Nagar,20,20,29,9,0,9,29,25,4,0,0,7,34,72,19,53,51,35,69,4,3,145,18,17,60,40,0,143,322,1127
State,Uttar Pradesh,Lalitpur,22,4,13,10,0,10,13,9,4,4,0,2,23,44,11,33,29,7,13,1,0,165,14,16,29,28,0,39,107,583
State,Uttar Pradesh,Lucknow,159,118,55,82,0,82,260,216,44,32,6,221,613,2642,1558,1084,299,357,779,21,3,58,57,98,159,513,0,478,3007,10017
State,Uttar Pradesh,Maharajganj,25,11,14,23,0,23,25,23,2,2,0,11,27,52,19,33,33,24,81,5,0,79,18,18,23,74,0,78,488,1111
State,Uttar Pradesh,Mahoba,30,13,20,10,0,10,11,11,0,0,0,8,18,55,30,25,12,10,17,3,4,23,12,21,14,13,0,20,182,496
State,Uttar Pradesh,Mainpuri,108,137,24,11,0,11,72,46,26,58,0,65,54,251,119,132,72,70,101,5,1,186,48,32,22,54,0,15,846,2232
State,Uttar Pradesh,Mathura,83,115,14,36,0,36,74,45,29,9,1,44,87,610,377,233,141,119,370,7,11,181,26,62,50,250,0,273,1402,3965
State,Uttar Pradesh,Mau,32,38,12,8,0,8,37,26,11,0,0,14,62,93,27,66,78,11,72,4,11,85,14,21,32,35,0,67,185,911
State,Uttar Pradesh,Meerut,195,189,21,39,0,39,150,109,41,7,1,86,167,854,414,440,148,116,330,24,6,153,38,63,163,405,0,229,1026,4410
State,Uttar Pradesh,Mirzapur,40,17,16,10,0,10,8,4,4,0,0,9,38,98,39,59,7,19,52,1,0,92,28,13,11,43,0,43,250,795
State,Uttar Pradesh,Moradabad,130,138,59,58,0,58,129,97,32,4,0,44,112,597,246,351,95,49,206,8,2,80,34,83,115,212,0,132,2017,4304
State,Uttar Pradesh,Muzaffarnagar,213,170,26,37,0,37,154,100,54,12,2,75,89,532,230,302,142,69,191,16,0,12,34,56,72,277,0,123,1418,3720
State,Uttar Pradesh,Pilibhit,38,20,17,23,0,23,47,31,16,0,0,4,18,83,31,52,10,61,120,4,1,1,18,38,18,38,0,63,1029,1651
State,Uttar Pradesh,Pratapgarh,58,44,21,16,0,16,53,43,10,3,0,19,84,180,66,114,91,29,59,4,17,200,27,32,20,107,0,90,530,1684
State,Uttar Pradesh,Raibareilly,57,46,26,31,0,31,47,39,8,5,0,14,63,175,45,130,55,56,97,3,0,212,31,53,38,142,0,140,535,1826
State,Uttar Pradesh,Rampur,57,71,19,40,0,40,61,54,7,5,1,47,37,274,58,216,52,68,169,7,4,9,18,50,13,10,0,105,1021,2138
State,Uttar Pradesh,Saharanpur,81,105,24,14,0,14,41,34,7,1,19,22,64,389,171,218,80,56,227,12,0,32,16,36,77,194,0,132,1338,2960
State,Uttar Pradesh,Sant Kabirnagar,21,10,8,9,0,9,20,20,0,0,0,12,15,36,14,22,16,15,28,2,2,81,7,13,16,34,0,47,111,503
State,Uttar Pradesh,Shahjahanpur,126,125,35,52,0,52,102,69,33,19,0,48,84,244,87,157,59,60,129,0,11,189,56,84,43,13,0,198,1014,2691
State,Uttar Pradesh,Shrawasti,19,11,9,10,0,10,18,9,9,2,1,5,29,55,6,49,11,12,16,1,0,59,4,12,5,24,0,27,63,393
State,Uttar Pradesh,Sidharthnagar,12,4,11,5,0,5,25,24,1,0,0,7,38,78,32,46,13,20,61,3,0,49,9,13,33,45,0,59,286,771
State,Uttar Pradesh,Sitapur,112,81,39,67,0,67,102,84,18,7,1,43,87,466,61,405,57,100,92,2,15,273,61,69,20,119,0,105,963,2881
State,Uttar Pradesh,Sonbhadra,35,16,14,16,0,16,12,8,4,1,0,8,27,66,28,38,13,17,50,1,3,129,11,21,35,23,0,105,141,744
State,Uttar Pradesh,St.ravidasnagar,13,19,8,1,0,1,13,5,8,1,0,14,21,70,32,38,12,16,24,2,0,59,14,9,2,29,0,54,97,478
State,Uttar Pradesh,Sultanpur,59,61,24,34,0,34,50,47,3,1,0,37,103,198,92,106,41,41,59,3,0,268,21,30,13,57,0,168,326,1594
